sensor,station,zona,date,lat,lon,secchi,w1_n,w1_B2,w1_B3,w1_B4,w1_B8,w1_B11,w1_B12,w3_n,w3_B2,w3_B3,w3_B4,w3_B8,w3_B11,w3_B12,w5_n,w5_B2,w5_B3,w5_B4,w5_B8,w5_B11,w5_B12,w10_n,w10_B2,w10_B3,w10_B4,w10_B8,w10_B11,w10_B12
LS,E63,LAGO MAYOR,2014-07-29,-15.938300,-68.927100,10.200000,0,,,,,,,0,,,,,,,0,,,,,,,1,0.022391,0.017905,0.012827,0.044346,0.031278,0.012435
LS,E64,LAGO MAYOR,2014-07-29,-15.983300,-68.858300,9.500000,0,,,,,,,1,,,,,,,1,,,,,,,2,0.023530,0.019348,0.013477,0.044473,0.031319,0.011970
LS,E65,LAGO MAYOR,2014-07-30,-16.019200,-68.943400,9.500000,0,,,,,,,0,,,,,,,1,0.023475,0.018401,0.013180,0.044552,0.031514,0.012431,1,0.023475,0.018401,0.013180,0.044552,0.031514,0.012431
LS,E66,LAGO MAYOR,2014-07-30,-16.055100,-69.028500,11.000000,0,,,,,,,0,,,,,,,1,0.020436,0.017525,0.011797,0.043585,0.031321,0.012540,1,0.020436,0.017525,0.011797,0.043585,0.031321,0.012540
LS,E67,LAGO MAYOR,2014-07-30,-16.120400,-68.957700,9.000000,0,,,,,,,0,,,,,,,1,0.024285,0.019483,0.013609,0.044572,0.031425,0.012295,1,0.024285,0.019483,0.013609,0.044572,0.031425,0.012295
LS,E68,LAGO MAYOR,2014-07-30,-16.180600,-68.892600,10.000000,0,,,,,,,1,0.019829,0.016526,0.012654,0.044774,0.031090,0.011988,2,0.021636,0.017978,0.013165,0.044677,0.031306,0.012155,2,0.021636,0.017978,0.013165,0.044677,0.031306,0.012155
LS,E69,LAGO MAYOR,2014-07-30,-16.232000,-68.829500,8.000000,0,,,,,,,1,0.019257,0.017543,0.012862,0.044921,0.031577,0.012402,2,0.019922,0.017763,0.012213,0.044126,0.031570,0.012519,2,0.019922,0.017763,0.012213,0.044126,0.031570,0.012519
LS,E70,LAGO MAYOR,2014-07-30,-16.188300,-68.795800,5.000000,0,,,,,,,1,0.018651,0.019343,0.013542,0.045141,0.031601,0.012109,2,0.020213,0.020596,0.014233,0.045141,0.031738,0.012368,2,0.020213,0.020596,0.014233,0.045141,0.031738,0.012368
LS,E71,LAGO MAYOR,2014-07-30,-16.216500,-68.733500,5.500000,0,,,,,,,1,0.017637,0.018768,0.012095,0.043998,0.031127,0.012067,1,0.017637,0.018768,0.012095,0.043998,0.031127,0.012067,1,0.017637,0.018768,0.012095,0.043998,0.031127,0.012067
LS,E74,LAGO MENOR,2014-07-30,-16.268200,-68.959800,6.500000,0,,,,,,,1,0.022688,0.022203,0.014397,0.044996,0.031029,0.011972,2,0.022739,0.021988,0.013449,0.044148,0.031019,0.012053,2,0.022739,0.021988,0.013449,0.044148,0.031019,0.012053
LS,E75,LAGO MENOR,2014-07-30,-16.313000,-69.014900,6.000000,0,,,,,,,0,,,,,,,1,0.023000,0.022401,0.013179,0.043574,0.031079,0.012475,1,0.023000,0.022401,0.013179,0.043574,0.031079,0.012475
LS,E76,LAGO MENOR,2014-07-30,-16.343900,-68.876000,5.000000,0,,,,,,,2,0.027153,0.024937,0.014961,0.045114,0.031389,0.012112,3,0.030525,0.026049,0.014858,0.044781,0.031273,0.012169,3,0.030525,0.026049,0.014858,0.044781,0.031273,0.012169
LS,E77,LAGO MENOR,2014-07-31,-16.417100,-68.961100,6.000000,0,,,,,,,0,,,,,,,3,0.024002,0.022746,0.014212,0.044412,0.031081,0.011866,3,0.024002,0.022746,0.014212,0.044412,0.031081,0.011866
LS,E79,LAGO MENOR,2014-07-31,-16.509200,-68.967100,6.000000,0,,,,,,,0,,,,,,,3,0.026686,0.025099,0.014389,0.044545,0.031048,0.012004,3,0.026686,0.025099,0.014389,0.044545,0.031048,0.012004
LS,E80,LAGO MENOR,2014-07-31,-16.487700,-69.040600,6.000000,0,,,,,,,0,,,,,,,3,0.024423,0.023951,0.013381,0.043275,0.031005,0.012305,3,0.024423,0.023951,0.013381,0.043275,0.031005,0.012305
LS,E02,BAHIA PUNO,2015-07-14,-15.848200,-69.918200,6.500000,0,,,,,,,0,,,,,,,0,,,,,,,2,0.027113,0.021487,0.013341,0.044305,0.031395,0.012402
LS,E05,BAHIA PUNO,2015-07-15,-15.839800,-69.891800,7.000000,0,,,,,,,0,,,,,,,0,,,,,,,2,0.026438,0.021272,0.013125,0.043849,0.031175,0.012346
LS,E08,BAHIA PUNO,2015-07-15,-15.801000,-69.872400,8.000000,0,,,,,,,0,,,,,,,0,,,,,,,2,0.025802,0.020588,0.012999,0.043542,0.030985,0.012286
LS,E12,BAHIA PUNO,2015-07-15,-15.759100,-69.825300,8.000000,0,,,,,,,0,,,,,,,0,,,,,,,2,0.024362,0.019749,0.012982,0.043517,0.031171,0.012181
LS,E13,BAHIA PUNO,2015-07-15,-15.789500,-69.769800,9.000000,0,,,,,,,0,,,,,,,0,,,,,,,2,0.024789,0.019412,0.013018,0.043743,0.031306,0.012401
LS,E14,BAHIA PUNO,2015-07-15,-15.748900,-69.783000,9.000000,0,,,,,,,0,,,,,,,0,,,,,,,2,0.024426,0.019553,0.012858,0.043892,0.031430,0.012537
LS,E15,BAHIA PUNO,2015-07-15,-15.715000,-69.822600,7.000000,0,,,,,,,0,,,,,,,0,,,,,,,2,0.025505,0.021834,0.013814,0.044103,0.031307,0.012379
LS,E16,BAHIA PUNO,2015-07-16,-15.673700,-69.854100,7.000000,0,,,,,,,0,,,,,,,0,,,,,,,1,0.024521,0.022374,0.014705,0.044777,0.032004,0.013104
LS,E18,LAGO MAYOR,2015-07-16,-15.732800,-69.747900,10.000000,0,,,,,,,0,,,,,,,0,,,,,,,1,0.024566,0.019607,0.013695,0.044449,0.031855,0.013215
LS,E19,LAGO MAYOR,2015-07-16,-15.708800,-69.734300,9.500000,0,,,,,,,0,,,,,,,0,,,,,,,1,0.024535,0.019090,0.012847,0.043972,0.031497,0.012598
LS,E20,LAGO MAYOR,2015-07-16,-15.685600,-69.783700,8.500000,0,,,,,,,0,,,,,,,0,,,,,,,1,0.024707,0.020023,0.013329,0.044468,0.031740,0.012747
LS,E21,LAGO MAYOR,2015-07-16,-15.646600,-69.762100,9.000000,0,,,,,,,0,,,,,,,0,,,,,,,1,0.025789,0.019539,0.012948,0.043896,0.031097,0.012224
LS,E22,LAGO MAYOR,2015-07-16,-15.618100,-69.807000,10.000000,0,,,,,,,0,,,,,,,0,,,,,,,1,0.026662,0.021160,0.013980,0.044436,0.031657,0.012747
LS,E23,LAGO MAYOR,2015-07-17,-15.559800,-69.846600,8.000000,0,,,,,,,0,,,,,,,1,0.026996,0.021219,0.014056,0.044789,0.031806,0.013028,1,0.026996,0.021219,0.014056,0.044789,0.031806,0.013028
LS,E24,LAGO MAYOR,2015-07-17,-15.516000,-69.831200,12.000000,0,,,,,,,0,,,,,,,1,0.026557,0.021318,0.013462,0.043804,0.031217,0.012299,1,0.026557,0.021318,0.013462,0.043804,0.031217,0.012299
LS,E27,LAGO MAYOR,2015-07-17,-15.450800,-69.837900,9.000000,0,,,,,,,0,,,,,,,1,0.026762,0.021025,0.012886,0.043662,0.031264,0.012238,1,0.026762,0.021025,0.012886,0.043662,0.031264,0.012238
LS,E28,LAGO MAYOR,2015-07-17,-15.392800,-69.782200,5.500000,0,,,,,,,0,,,,,,,1,0.027739,0.023524,0.013378,0.043399,0.030806,0.012062,1,0.027739,0.023524,0.013378,0.043399,0.030806,0.012062
LS,E29,LAGO MAYOR,2015-07-17,-15.368000,-69.830100,7.000000,0,,,,,,,0,,,,,,,1,0.028969,0.023619,0.013372,0.043835,0.031558,0.012555,1,0.028969,0.023619,0.013372,0.043835,0.031558,0.012555
LS,E31,LAGO MAYOR,2015-07-18,-15.339900,-69.738900,8.000000,0,,,,,,,0,,,,,,,1,0.030643,0.028253,0.014644,0.043652,0.030963,0.012162,1,0.030643,0.028253,0.014644,0.043652,0.030963,0.012162
LS,E32,LAGO MAYOR,2015-07-18,-15.338400,-69.720500,7.000000,0,,,,,,,0,,,,,,,1,0.030157,0.025956,0.013906,0.043519,0.031060,0.012102,1,0.030157,0.025956,0.013906,0.043519,0.031060,0.012102
LS,E35,LAGO MAYOR,2015-07-19,-15.240900,-69.696400,8.000000,0,,,,,,,2,0.026845,0.023697,0.013231,0.043993,0.031932,0.012810,2,0.026845,0.023697,0.013231,0.043993,0.031932,0.012810,2,0.026845,0.023697,0.013231,0.043993,0.031932,0.012810
LS,E36,LAGO MAYOR,2015-07-19,-15.297100,-69.681400,10.000000,0,,,,,,,1,0.028453,0.024254,0.013882,0.043674,0.031191,0.012484,1,0.028453,0.024254,0.013882,0.043674,0.031191,0.012484,1,0.028453,0.024254,0.013882,0.043674,0.031191,0.012484
LS,E37,LAGO MAYOR,2015-07-19,-15.341300,-69.637300,10.000000,0,,,,,,,1,0.026830,0.022791,0.013393,0.043958,0.031801,0.012842,1,0.026830,0.022791,0.013393,0.043958,0.031801,0.012842,1,0.026830,0.022791,0.013393,0.043958,0.031801,0.012842
LS,E38,LAGO MAYOR,2015-07-19,-15.378200,-69.635100,9.000000,0,,,,,,,1,0.025677,0.021480,0.012987,0.043625,0.031451,0.012581,1,0.025677,0.021480,0.012987,0.043625,0.031451,0.012581,1,0.025677,0.021480,0.012987,0.043625,0.031451,0.012581
LS,E39,LAGO MAYOR,2015-07-19,-15.374800,-69.527600,6.000000,0,,,,,,,1,0.031477,0.032809,0.015839,0.044151,0.031909,0.012991,1,0.031477,0.032809,0.015839,0.044151,0.031909,0.012991,1,0.031477,0.032809,0.015839,0.044151,0.031909,0.012991
LS,E40,LAGO MAYOR,2015-07-20,-15.395100,-69.536100,10.000000,0,,,,,,,1,0.022778,0.018032,0.011887,0.043557,0.030994,0.012051,1,0.022778,0.018032,0.011887,0.043557,0.030994,0.012051,1,0.022778,0.018032,0.011887,0.043557,0.030994,0.012051
LS,E41,LAGO MAYOR,2015-07-20,-15.439200,-69.600900,11.000000,0,,,,,,,1,0.023921,0.018400,0.012575,0.043779,0.031431,0.012760,1,0.023921,0.018400,0.012575,0.043779,0.031431,0.012760,1,0.023921,0.018400,0.012575,0.043779,0.031431,0.012760
LS,E42,LAGO MAYOR,2015-07-20,-15.496700,-69.668500,10.000000,0,,,,,,,1,0.023598,0.018047,0.012190,0.043689,0.031047,0.012521,1,0.023598,0.018047,0.012190,0.043689,0.031047,0.012521,1,0.023598,0.018047,0.012190,0.043689,0.031047,0.012521
LS,E43,LAGO MAYOR,2015-07-21,-15.560300,-69.741100,9.000000,1,0.024533,0.018976,0.012690,0.043713,0.031147,0.012355,1,0.024533,0.018976,0.012690,0.043713,0.031147,0.012355,1,0.024533,0.018976,0.012690,0.043713,0.031147,0.012355,1,0.024533,0.018976,0.012690,0.043713,0.031147,0.012355
LS,E44,LAGO MAYOR,2015-07-21,-15.433300,-69.479800,8.000000,1,0.022211,0.018009,0.012317,0.043702,0.031599,0.012521,1,0.022211,0.018009,0.012317,0.043702,0.031599,0.012521,1,0.022211,0.018009,0.012317,0.043702,0.031599,0.012521,1,0.022211,0.018009,0.012317,0.043702,0.031599,0.012521
LS,E45,LAGO MAYOR,2015-07-21,-15.493200,-69.473300,10.000000,1,0.022388,0.016779,0.011547,0.043002,0.030980,0.011959,1,0.022388,0.016779,0.011547,0.043002,0.030980,0.011959,1,0.022388,0.016779,0.011547,0.043002,0.030980,0.011959,1,0.022388,0.016779,0.011547,0.043002,0.030980,0.011959
LS,E46,LAGO MAYOR,2015-07-21,-15.501600,-69.408200,9.000000,1,0.022533,0.017318,0.011678,0.043421,0.031089,0.012073,1,0.022533,0.017318,0.011678,0.043421,0.031089,0.012073,1,0.022533,0.017318,0.011678,0.043421,0.031089,0.012073,1,0.022533,0.017318,0.011678,0.043421,0.031089,0.012073
LS,E48,LAGO MAYOR,2015-07-22,-15.535800,-69.359700,10.000000,1,0.021902,0.017045,0.011409,0.043379,0.031157,0.012189,1,0.021902,0.017045,0.011409,0.043379,0.031157,0.012189,1,0.021902,0.017045,0.011409,0.043379,0.031157,0.012189,1,0.021902,0.017045,0.011409,0.043379,0.031157,0.012189
LS,E49,LAGO MAYOR,2015-07-22,-15.606700,-69.445600,9.000000,1,0.023855,0.018327,0.012565,0.043916,0.031624,0.012613,1,0.023855,0.018327,0.012565,0.043916,0.031624,0.012613,1,0.023855,0.018327,0.012565,0.043916,0.031624,0.012613,1,0.023855,0.018327,0.012565,0.043916,0.031624,0.012613
LS,E50,LAGO MAYOR,2015-07-22,-15.668800,-69.521300,10.000000,1,0.024104,0.018437,0.012611,0.043810,0.031253,0.012638,1,0.024104,0.018437,0.012611,0.043810,0.031253,0.012638,1,0.024104,0.018437,0.012611,0.043810,0.031253,0.012638,1,0.024104,0.018437,0.012611,0.043810,0.031253,0.012638
LS,E51,LAGO MAYOR,2015-07-23,-15.737100,-69.603800,10.000000,0,,,,,,,1,0.024099,0.018110,0.011968,0.043273,0.031092,0.012233,1,0.024099,0.018110,0.011968,0.043273,0.031092,0.012233,1,0.024099,0.018110,0.011968,0.043273,0.031092,0.012233
LS,E52,LAGO MAYOR,2015-07-23,-15.802800,-69.684300,9.000000,0,,,,,,,1,0.024692,0.018833,0.012809,0.043950,0.031209,0.012434,1,0.024692,0.018833,0.012809,0.043950,0.031209,0.012434,1,0.024692,0.018833,0.012809,0.043950,0.031209,0.012434
LS,E53,LAGO MAYOR,2015-07-23,-15.868600,-69.763400,8.000000,0,,,,,,,1,0.026019,0.021257,0.013499,0.044107,0.031310,0.012405,1,0.026019,0.021257,0.013499,0.044107,0.031310,0.012405,1,0.026019,0.021257,0.013499,0.044107,0.031310,0.012405
LS,E54,LAGO MAYOR,2015-07-23,-15.898300,-69.731700,8.000000,0,,,,,,,1,0.025210,0.020675,0.013366,0.044223,0.031345,0.012686,1,0.025210,0.020675,0.013366,0.044223,0.031345,0.012686,1,0.025210,0.020675,0.013366,0.044223,0.031345,0.012686
LS,E55,LAGO MAYOR,2015-07-24,-15.873800,-69.677600,11.000000,0,,,,,,,1,0.024361,0.018611,0.012372,0.043490,0.031078,0.012117,1,0.024361,0.018611,0.012372,0.043490,0.031078,0.012117,1,0.024361,0.018611,0.012372,0.043490,0.031078,0.012117
LS,E56,LAGO MAYOR,2015-07-25,-15.924700,-69.680500,9.000000,0,,,,,,,0,,,,,,,1,0.025608,0.020953,0.013528,0.044469,0.031346,0.012721,1,0.025608,0.020953,0.013528,0.044469,0.031346,0.012721
