row_id,station,zona,date,lat,lon,secchi,chl,tss,temp_insitu,ph,do,matched,n_img,B1,B2,B3,B4,B5,B6,B7,B8,B8A,B11,B12
156,E49,LAGO MAYOR,2018-07-22,-15.6063,-69.4449,13.0,1.7,10.57,12.5,8.42,5.52,0,,,,,,,,,,,,
157,E50,LAGO MAYOR,2018-07-22,-15.6687,-69.5211,11.0,1.7,15.43,12.3,8.3,4.99,0,,,,,,,,,,,,
158,E51,LAGO MAYOR,2018-07-23,-15.7371,-69.6038,10.5,1.7,16.57,12.4,8.35,4.99,0,,,,,,,,,,,,
159,E52,LAGO MAYOR,2018-07-23,-15.8028,-69.6843,12.0,2.21,6.57,12.7,8.55,6.47,0,,,,,,,,,,,,
160,E53,LAGO MAYOR,2018-07-23,-15.8686,-69.7634,9.5,3.31,12.57,13.3,8.57,6.71,0,,,,,,,,,,,,
161,E58,LAGO MAYOR,2018-07-24,-15.9519,-69.5453,,2.8,19.14,11.9,8.25,6.54,0,,,,,,,,,,,,
162,E59,LAGO MAYOR,2017-07-16,-15.8876,-69.4615,10.0,1.62,34.29,12.0,8.49,5.09,1,4.0,0.01382,0.01346,0.01023,0.00439,0.00373,0.00263,0.00326,0.00241,0.00281,0.00208,0.00189
163,E60,LAGO MAYOR,2018-07-24,-15.8271,-69.3776,13.5,2.21,15.71,12.2,8.37,4.49,0,,,,,,,,,,,,
164,E61,LAGO MAYOR,2018-07-24,-15.7585,-69.3045,13.0,2.21,8.57,12.5,8.45,5.4,0,,,,,,,,,,,,
165,E65,LAGO MAYOR,2018-07-24,-15.6901,-69.2315,,2.29,4.0,12.5,8.56,6.82,0,,,,,,,,,,,,
166,E72,LAGO MAYOR,2018-07-24,-15.6921,-69.1709,4.0,1.1,23.71,11.8,8.61,6.9,0,,,,,,,,,,,,
167,E76,LAGO MAYOR,2018-07-24,-15.8125,-69.0449,13.0,0.59,4.57,13.1,8.46,5.77,0,,,,,,,,,,,,
168,E78,LAGO MAYOR,2018-07-24,-15.8903,-69.1327,13.0,1.1,6.86,13.1,8.58,5.87,0,,,,,,,,,,,,
169,E79,LAGO MAYOR,2018-07-25,-15.96,-69.2272,10.5,1.62,1.14,12.3,8.52,5.76,0,,,,,,,,,,,,
170,E80,LAGO MAYOR,2018-07-25,-16.0316,-69.3198,12.3,2.21,0.29,13.0,8.56,5.85,0,,,,,,,,,,,,
171,E82,LAGO MAYOR,2018-07-25,-16.1109,-69.4173,11.0,1.19,0.57,13.3,8.63,6.43,0,,,,,,,,,,,,
172,E83,LAGO MAYOR,2018-07-25,-16.1837,-69.5067,7.0,1.1,0.57,12.9,8.65,6.81,0,,,,,,,,,,,,
173,E88,LAGO MAYOR,2018-07-25,-16.2064,-69.3781,9.4,1.1,0.29,13.5,8.63,6.59,0,,,,,,,,,,,,
174,E94,LAGO MAYOR,2018-07-26,-16.251,-69.2884,9.0,1.7,0.57,12.6,8.6,6.83,0,,,,,,,,,,,,
175,E97,LAGO MAYOR,2018-07-26,-16.1757,-69.1958,10.5,2.21,0.57,12.4,8.52,5.84,0
176,E98,LAGO MAYOR,2018-07-26,-16.1056,-69.1103,12.0,2.88,6.86,12.7,8.53,5.78,0
177,E99,LAGO MAYOR,2018-07-28,-16.0745,-69.0742,11.0,1.19,10.0,12.4,8.37,6.07,0
178,E100,LAGO MAYOR,2018-07-28,-16.0055,-68.9959,13.0,2.29,0.29,12.1,8.31,5.11,0
179,E103,LAGO MAYOR,2018-07-28,-15.9394,-68.9017,,2.2,0.29,12.4,8.31,5.7,0
180,E104,LAGO MAYOR,2018-07-28,-16.0297,-68.8837,12.0,0.59,0.57,13.1,8.54,5.56,0
181,E105,LAGO MAYOR,2018-07-28,-15.9864,-68.8016,,0.51,0.29,12.6,8.72,7.35,0
182,E113,LAGO MAYOR,2018-07-26,-16.2174,-69.1367,,1.7,8.86,13.4,8.65,7.29,0
183,E117,LAGO MAYOR,2018-07-26,-16.1653,-69.1027,9.1,1.11,0.29,13.3,8.58,6.51,0
184,E120,LAGO MAYOR,2018-07-28,-16.1264,-68.9337,9.5,1.19,10.29,13.1,8.59,6.17,0
185,E121,LAGO MAYOR,2018-07-28,-16.2068,-68.8643,8.0,1.7,0.29,13.3,8.59,6.65,0
186,E122,LAGO MENOR,2018-07-29,-16.2276,-68.8361,9.0,3.39,0.57,11.8,8.12,6.6,0
187,E123,LAGO MENOR,2018-07-29,-16.1925,-68.797,9.0,0.59,12.29,11.4,8.53,7.42,0
188,E125,LAGO MENOR,2018-07-29,-16.2626,-68.7843,7.5,1.78,9.43,11.4,8.61,7.36,0
189,E127,LAGO MENOR,2018-07-29,-16.2135,-68.733,,1.1,6.0,10.1,8.91,8.6,0
190,E126,LAGO MENOR,2018-07-29,-16.2677,-68.7154,,2.88,21.71,10.2,8.83,8.82,0
191,E124,LAGO MENOR,2018-07-29,-16.218,-68.6226,,0.59,17.43,11.3,8.83,7.64,0
192,E132,LAGO MENOR,2018-07-29,-16.3339,-68.7808,7.0,0.59,6.0,11.5,9.0,9.44,0
193,E129,LAGO MENOR,2018-07-29,-16.217,-68.9353,,0.59,0.57,11.6,8.77,8.46,0
194,E130,LAGO MENOR,2018-07-29,-16.3144,-68.8451,6.0,1.1,5.43,11.5,8.44,6.77,0
195,E136,LAGO MENOR,2018-07-29,-16.2659,-69.0601,8.0,1.58,3.14,11.8,8.5,6.8,0
196,E135,LAGO MENOR,2018-07-29,-16.3028,-68.9852,,1.19,4.86,12.0,8.65,8.73,0
197,E137,LAGO MENOR,2018-07-29,-16.4011,-68.8334,5.0,2.05,6.29,11.7,8.5,6.97,0
198,E138,LAGO MENOR,2018-07-30,-16.3653,-68.9031,,2.21,2.29,10.5,8.27,7.52,0
199,E141,LAGO MENOR,2018-07-30,-16.3764,-69.0073,5.5,3.39,1.71,10.3,8.36,6.9,0
200,E142,LAGO MENOR,2018-07-30,-16.4515,-68.998,7.0,1.35,1.71,10.5,8.43,7.15,0,,,,,,,,,,,,
201,E148,LAGO MENOR,2018-07-30,-16.5187,-68.8773,,2.22,1.43,11.0,8.64,7.7,0,,,,,,,,,,,,
202,E145,LAGO MENOR,2018-07-30,-16.5139,-68.977,6.5,2.21,0.57,10.5,8.58,7.34,0,,,,,,,,,,,,
203,E144,LAGO MENOR,2018-07-30,-16.56,-68.9168,,1.35,0.29,10.6,8.8,7.75,0,,,,,,,,,,,,
204,E147,LAGO MENOR,2018-07-30,-16.493,-69.0596,,2.22,2.0,11.3,8.52,7.18,0,,,,,,,,,,,,
205,E150,LAGO MENOR,2018-07-30,-16.5583,-69.0356,,1.19,0.57,11.0,8.6,7.23,0,,,,,,,,,,,,
206,E01,BAHIA PUNO,2019-07-11,-15.8522,-69.9607,8.0,1.62,10.5,13.1,8.43,7.2,1,4.0,0.01351,0.01679,0.01655,0.00785,0.0067,0.00635,0.00683,0.00668,0.00648,0.00614,0.00508
207,E02,BAHIA PUNO,2019-07-11,-15.8464,-69.9276,8.0,1.1,12.0,13.0,8.56,7.05,1,8.0,0.0144,0.01314,0.01339,0.00482,0.00502,0.00403,0.00392,0.00282,0.00275,0.00118,0.00121
208,E03,BAHIA PUNO,2019-07-11,-15.8744,-69.9078,,1.62,8.5,14.0,8.54,7.65,1,8.0,0.01486,0.01566,0.02011,0.0047,0.00428,0.00236,0.00325,0.00216,0.00236,0.00237,0.00226
