row_id,station,zona,campaign_date,date,year,month,lat,lon,sensor,event_id,secchi,chl,tss,temp_insitu,B2,B3,B4,B8,B11,B12,NDWI,NDTI,B2_B3,B4_B3,B3_B2,B2_B4
269,E109,LAGO MAYOR,2015-08-04,2015-08-04,2015,8,-16.2611,-69.2611,LS,E109|2015-08-04|10.0,10.0,1.19,3.33,13.3,0.015074223092618955,0.012274196058103447,0.0053681324590095615,0.003216173263679338,0.0016918641179918849,0.0016828494200483756,0.5847518559118361,-0.39144850981243856,1.228122949408485,0.43735100826538476,0.8142506030617833,2.8080939506672022
270,E110,LAGO MAYOR,2015-08-04,2015-08-04,2015,8,-16.2345,-69.2054,LS,E110|2015-08-04|9.0,9.0,1.1,4.33,13.28,0.014921967404753291,0.012127884365673396,0.0052487214069104485,0.002705394440511325,0.0014764050591445747,0.0016828494200483756,0.635226332158406,-0.39588643794464135,1.2303849314892297,0.4327812515252131,0.812753655329423,2.8429713457711316
271,E111,LAGO MAYOR,2015-08-04,2015-08-04,2015,8,-16.2565,-69.1846,LS,E111|2015-08-04|8.0,8.0,1.18,8.0,13.37,0.015004546760883822,0.01250696465969671,0.005184751200428782,0.002989160453382444,0.0019150181432265947,0.001953410437239291,0.6142053915191733,-0.4138780604030077,1.1996952073863516,0.41454908740466717,0.8335449264456875,2.8939756773029455
272,E112,LAGO MAYOR,2015-08-04,2015-08-04,2015,8,-16.2462,-69.1419,LS,E112|2015-08-04|9.5,9.5,0.75,8.33,13.5,0.015125835190200537,0.012693179540971319,0.00532548565468845,0.0031468082383108407,0.0017688137818659237,0.0018857701829415622,0.6026753828984154,-0.4088923012546598,1.1916505198501703,0.41955486550425514,0.8391720881649344,2.8402728559809756
273,E113,LAGO MAYOR,2015-08-04,2015-08-04,2015,8,-16.2174,-69.1367,LS,E113|2015-08-04|9.5,9.5,0.67,10.33,13.34,0.014937451034027768,0.012260894995155262,0.004907546972341557,0.0027180062633055946,0.0015533547230186136,0.0016336565078318458,0.6370886575789859,-0.42830605179136017,1.2183001177018478,0.40026006046219725,0.8208156897993538,3.0437707625506114
274,E115,LAGO MAYOR,2015-08-04,2015-08-04,2015,8,-16.1709,-69.1375,LS,E115|2015-08-04|10.0,10.0,0.52,8.33,13.14,0.014565843931440385,0.011895115764080134,0.004826518044131445,0.0028189008456597706,0.001422540294432749,0.0014922268852093227,0.616841379366869,-0.4227216896566522,1.2245229887465323,0.4057562561055437,0.8166444047749348,3.017877646033732
275,E116,LAGO MAYOR,2015-08-05,2015-08-05,2015,8,-16.1501,-69.1207,LS,E116|2015-08-05|9.0,9.0,2.21,2.33,12.88,0.014612294819263807,0.0123207497784221,0.004984311220119558,0.0028315126684540434,0.0013532855969461133,0.0015844635956153152,0.6262587199092291,-0.42394754545928837,1.1859906171347119,0.4045460629598005,0.8431768649372198,2.9316572024280823
276,E117,LAGO MAYOR,2015-08-04,2015-08-04,2015,8,-16.1653,-69.1027,LS,E117|2015-08-04|9.0,9.0,0.59,6.0,13.71,0.014994224341367504,0.012826190170453184,0.005125045674379225,0.0029197954280139465,0.0017688137818659237,0.0018058317005897016,0.6291377603105304,-0.42900355906623083,1.169031721272693,0.39957658561845244,0.8554086575627927,2.9256756658091683
277,E118,LAGO MAYOR,2015-08-05,2015-08-05,2015,8,-16.0851,-69.1499,LS,E118|2015-08-05|9.0,9.0,1.11,10.33,13.06,0.01524970422439633,0.012992453457305514,0.005444896706787562,0.0031972555294879287,0.0015456597566312104,0.0015537180254799844,0.6050261515374826,-0.409362314756845,1.1737354380966554,0.4190814541378636,0.8519806295350754,2.8007329146672824
278,E119,LAGO MAYOR,2015-08-05,2015-08-05,2015,8,-16.0439,-69.1309,LS,E119|2015-08-05|9.0,9.0,1.03,9.33,13.11,0.014645842682691833,0.012274196058103447,0.004988575900551669,0.0028378185798511764,0.0015456597566312104,0.0017197441042107733,0.6244287793451134,-0.4220422857324873,1.193222058710767,0.4064278809389167,0.8380668484539985,2.9358758970062584
279,E120,LAGO MAYOR,2015-08-05,2015-08-05,2015,8,-16.1421,-68.9605,LS,E120|2015-08-05|10.0,10.0,0.59,6.0,13.66,0.014692293570515257,0.013112163023839192,0.005611219243639897,0.0034368801625790923,0.0019073231768391916,0.0019411122091851588,0.5846430012677443,-0.40061903733113186,1.1205086775762747,0.4279399825565142,0.8924516834935301,2.6183776313482627
280,E121,LAGO MAYOR,2015-08-05,2015-08-05,2015,8,-16.2068,-68.8643,LS,E121|2015-08-05|9.0,9.0,0.59,5.33,13.58,0.014491006389947093,0.013012405051727793,0.0054107792633306725,0.0035314688335361354,0.002284376529821979,0.002076392717780616,0.5730783316450598,-0.41261191582238593,1.113630049073282,0.41581697049887456,0.8979641443530657,2.678173144112671
281,E125,LAGO MENOR,2015-08-06,2015-08-06,2015,8,-16.2135,-68.733,LS,E125|2015-08-06|8.0,8.0,1.19,2.0,13.53,0.014444555502123669,0.0144755219760283,0.005645336687096786,0.003783705289421572,0.002107392302911692,0.0020026033494558206,0.5855568773866414,-0.4388572574319148,0.9978607008564794,0.389991898492756,1.0021437469471686,2.5586698799504473
286,E130,LAGO MENOR,2015-08-07,2015-08-07,2015,8,-16.217,-68.9353,LS,E130|2015-08-07|4.5,4.5,1.19,5.0,12.67,0.01438778219478393,0.013657506604714834,0.00566239540882523,0.0032918442004449683,0.001714949017154098,0.0017320423322649062,0.6115668919630485,-0.41382770867360713,1.0534705607498247,0.41459946958919963,0.9492432864616804,2.540935172316723
287,E131,LAGO MENOR,2015-08-07,2015-08-07,2015,8,-16.2875,-68.9046,LS,E131|2015-08-07|5.0,5.0,1.7,8.67,12.56,0.014312944653290638,0.013857022548937632,0.005717836254442676,0.003216173263679338,0.0018688483449021721,0.0016767003060213096,0.6232487917783963,-0.41579793552796895,1.0329018062748374,0.4126309112667303,0.9681461024587775,2.503209520727385
288,E132,LAGO MENOR,2015-08-07,2015-08-07,2015,8,-16.3144,-68.8451,LS,E132|2015-08-07|5.0,5.0,2.29,6.33,12.62,0.015076803697498035,0.018339480762476455,0.005965187719505122,0.003077443212942347,0.0018303735129651527,0.00192266486710396,0.7126157264430377,-0.5091323316346719,0.8220954055717086,0.3252647919261389,1.2164036830376834,2.527464663137903
290,E135,LAGO MENOR,2015-08-07,2015-08-07,2015,8,-16.2659,-69.0601,LS,E135|2015-08-07|8.0,8.0,1.86,5.0,12.78,0.014005852672680232,0.012593421568859921,0.004928870374502113,0.0025162170985972426,0.0018765433112895719,0.002100989173888881,0.6669387683656519,-0.43741713593832876,1.1121561748680509,0.39138449834041594,0.8991541581949128,2.841594273515613
291,E136,LAGO MENOR,2015-08-07,2015-08-07,2015,8,-16.3028,-68.9852,LS,E136|2015-08-07|5.0,5.0,1.7,9.0,12.38,0.014689712965636178,0.0143757640039169,0.005641072006664675,0.003115278681325162,0.0015610496894060168,0.0015721653675611832,0.643785786899194,-0.4363672438674887,1.021838696002177,0.3924015177715883,0.9786279050460953,2.604063614897545
292,E137,LAGO MENOR,2015-08-08,2015-08-08,2015,8,-16.3653,-68.9031,LS,E137|2015-08-08|6.0,6.0,1.7,6.33,11.82,0.01460455300462657,0.014947709710688917,0.005683718810985786,0.003008078187573846,0.0016533892860548655,0.0016644020779671767,0.6649460845616335,-0.44902321916039245,0.9770427918559489,0.38024008632448525,1.0234964865037057,2.569541337417467
294,E139,LAGO MENOR,2015-08-08,2015-08-08,2015,8,-16.4224,-68.903,LS,E139|2015-08-08|4.0,4.0,1.7,10.33,12.77,0.01522389817560554,0.018239722790365055,0.0059907758020977895,0.0027684535544826826,0.0017072540507666913,0.0018550246128062305,0.7364403385368749,-0.5055177232943818,0.8346561795879501,0.32844662950775355,1.198097976081713,2.541222729291899
295,E141,LAGO MENOR,2015-08-08,2015-08-08,2015,8,-16.4109,-69.0216,LS,E141|2015-08-08|4.0,4.0,1.1,6.67,12.61,0.015959370566143067,0.018938028595144846,0.00643856724746946,0.0032350909978707473,0.0018149835801903463,0.0017135949901837073,0.7081970050810275,-0.49255861316618077,0.8427154729040334,0.33998084199425477,1.1866399949808073,2.478714203645438
296,E142,LAGO MENOR,2015-08-08,2015-08-08,2015,8,-16.4626,-69.0104,LS,E142|2015-08-08|5.0,5.0,2.22,4.33,12.01,0.015043255834070006,0.015566209137779587,0.0059566583586409,0.0032477028206650167,0.001699559084379288,0.0017320423322649062,0.6547551455310323,-0.44648095028489676,0.9664045198490314,0.38266593511955355,1.034763237075445,2.525451755478988
297,E143,LAGO MENOR,2015-08-09,2015-08-09,2015,8,-16.4818,-68.9406,LS,E143|2015-08-09|6.0,6.0,1.7,4.67,11.61,0.015187769707298434,0.01726874519514745,0.005747689017467454,0.0031341964155165714,0.0018688483449021721,0.0017504896743461042,0.6927701091627422,-0.5005578001655749,0.8794946393714574,0.33283765668422216,1.1370164540901984,2.642412806038984
299,E145,LAGO MENOR,2015-08-09,2015-08-09,2015,8,-16.5139,-68.977,LS,E145|2015-08-09|6.0,6.0,1.7,9.33,11.55,0.014723260829064205,0.015586160732201863,0.005888423471727121,0.0030648313901480706,0.0016610842524422686,0.0017381914462919722,0.6713492016170004,-0.45159136571822805,0.9446367285311266,0.3777981759012109,1.0586078623851047,2.500373554888402
301,E147,LAGO MENOR,2015-08-09,2015-08-09,2015,8,-16.56,-68.9168,LS,E147|2015-08-09|6.0,6.0,1.03,9.0,11.74,0.01484454925838092,0.015745773487580102,0.005645336687096786,0.0030459136559566648,0.0018688483449021721,0.0020210506915370203,0.6758232541226713,-0.47217915507074554,0.9427639948793851,0.35853026420197337,1.0607107129224325,2.629523702773392
304,E01,BAHIA PUNO,2016-08-03,2016-08-03,2016,8,-15.853,-69.9605,LS,E01|2016-08-03|8.5,8.5,0.18,30.0,12.9,0.014589069375352096,0.013870323611885817,0.005359603098145338,0.003102666858530889,0.0031000429668867867,0.003041803620030017,0.6343994676555723,-0.44257683346884985,1.0518188855400235,0.3864079066723907,0.9507338887966031,2.722042357643648
305,E02,BAHIA PUNO,2016-08-03,2016-08-03,2016,8,-15.8482,-69.9182,LS,E02|2016-08-03|9.5,9.5,0.03,38.75,13.0,0.015257446039033567,0.013890275206308096,0.00525298608734256,0.002680170794922776,0.001761118815478517,0.0018488754987791645,0.6765118895436327,-0.45119212109580253,1.0984263964531238,0.3781772233554997,0.9103931457715176,2.904527611689252
307,E04,BAHIA PUNO,2016-08-03,2016-08-03,2016,8,-15.8789,-69.8907,LS,E04|2016-08-03|7.0,7.0,1.27,1.5,13.2,0.015572279834281211,0.014621833668458348,0.005427837985059117,0.0029576308963967617,0.0018611533785147655,0.002057945375699417,0.6635129338277881,-0.45856088736622136,1.0650017721697487,0.37121456425491106,0.9389654491890151,2.868964955877667
308,E05,BAHIA PUNO,2016-08-03,2016-08-03,2016,8,-15.8398,-69.8918,LS,E05|2016-08-03|7.0,7.0,0.37,37.25,13.0,0.015267768458549883,0.012925948142564581,0.00488195888974889,0.002547746655582925,0.0016226094205052492,0.0017443405603190382,0.6706995938374415,-0.4517088272367205,1.1811719425905673,0.37768668558913127,0.8466166703431658,3.1273850673392567
310,E07,BAHIA PUNO,2016-08-03,2016-08-03,2016,8,-15.7748,-69.8851,LS,E07|2016-08-03|5.0,5.0,0.25,39.5,12.6,0.01557486043916029,0.015399945850927254,0.0052273980047498935,0.0025036052758029732,0.0016072194877304428,0.0017074458761566413,0.7203230109777983,-0.4931583738649538,1.0113580644093265,0.3394426003772308,0.9887693647281355,2.9794665425402083
311,E08,BAHIA PUNO,2016-08-03,2016-08-03,2016,8,-15.801,-69.8724,LS,E08|2016-08-03|8.5,8.5,0.76,21.5,12.7,0.015629053141620948,0.013384834814277012,0.005351073737281117,0.0027684535544826826,0.0015841345885682298,0.001781235244481436,0.6572272072539175,-0.42878948870287364,1.1676686481988916,0.3997862813956495,0.8564072203597102,2.920731611676587
312,E09,BAHIA PUNO,2016-08-03,2016-08-03,2016,8,-15.8342,-69.8592,LS,E09|2016-08-03|6.0,6.0,0.49,44.0,12.8,0.016101303834492414,0.018538996706699253,0.005338279695984783,0.0024405461618316124,0.001591829554955633,0.0018119808146167676,0.7673403504742149,-0.5528568767740071,0.8685099426207947,0.28794866801540964,1.1513971629792876,3.0161965530593204
314,E13,BAHIA PUNO,2016-08-04,2016-08-04,2016,8,-15.7895,-69.7698,LS,E13|2016-08-04|9.0,9.0,0.88,20.0,12.5,0.014989063131609347,0.011895115764080134,0.005073869509193891,0.0027180062633055946,0.0014994899583067878,0.0016828494200483756,0.6280046697462394,-0.40198313234713584,1.2601022275688836,0.42655062659960874,0.7935862879521204,2.954167455485719
315,E14,BAHIA PUNO,2016-08-04,2016-08-04,2016,8,-15.7489,-69.783,LS,E14|2016-08-04|9.5,9.5,0.21,17.0,12.7,0.015260026643912647,0.012959200799935048,0.005406514582898561,0.0029387131622053524,0.0016610842524422686,0.0017381914462919722,0.6303020025954772,-0.41123831271270006,1.1775437160017936,0.4171950299381602,0.8492252505915074,2.8225252308865785
316,E15,BAHIA PUNO,2016-08-04,2016-08-04,2016,8,-15.715,-69.8226,LS,E15|2016-08-04|8.5,8.5,0.51,33.5,12.5,0.015022610995037374,0.01410309221347908,0.005444896706787562,0.0027684535544826826,0.0015995245213430397,0.001928813981131026,0.6718197693954367,-0.44291999034207685,1.0651997237513444,0.3860781903918485,0.9387909518090428,2.7590253856028033
317,E16,BAHIA PUNO,2016-08-04,2016-08-04,2016,8,-15.6737,-69.8541,LS,E16|2016-08-04|6.5,6.5,0.01,26.5,12.4,0.014857452282776316,0.015938638900328806,0.006293568112777681,0.002774759465879819,0.0019150181432265947,0.002076392717780616,0.703446721615925,-0.43383323788015554,0.932165628666334,0.3948623064536296,1.0727705884026482,2.360735540762012
318,E17,BAHIA PUNO,2016-08-04,2016-08-04,2016,8,-15.6048,-69.9059,LS,E17|2016-08-04|3.5,3.5,1.98,25.75,12.5,0.015069061882860797,0.017102481908295115,0.006907682095001686,0.002875654048233995,0.0024305808911826536,0.002396146647188061,0.7121198483631184,-0.42460348822649063,0.8811037533943062,0.4038993713393097,1.1349399787658383,2.1814929370116274
320,E27,LAGO MAYOR,2016-08-05,2016-08-05,2016,8,-15.4508,-69.8379,LS,E27|2016-08-05|9.8,9.8,0.04,24.75,12.9,0.015672923424565294,0.013830420423041258,0.0054107792633306725,0.0027684535544826826,0.001507184924694191,0.0017381914462919722,0.6664287117974722,-0.43758397913670793,1.1332209587232431,0.3912230219041917,0.8824403186276999,2.8966105925206493
321,E28,LAGO MAYOR,2016-08-05,2016-08-05,2016,8,-15.3928,-69.7822,LS,E28|2016-08-05|8.8,8.8,0.28,25.25,12.9,0.015577441044039369,0.014109742744953172,0.0052487214069104485,0.0024279343390373395,0.001676474185217075,0.0018058317005897016,0.7063753657911954,-0.4577336719894697,1.1040201243634329,0.3719926812127847,0.905780468003872,2.9678538578321776
322,E32,LAGO MAYOR,2016-08-05,2016-08-05,2016,8,-15.3384,-69.7205,LS,E32|2016-08-05|9.8,9.8,0.62,19.0,13.1,0.016483233356596114,0.01657043939036766,0.00554724903715823,0.0025414407441857884,0.00156874465579342,0.001756638788373171,0.7340459344327992,-0.4983879708289446,0.994737192753052,0.3347677494668655,1.0052905292665848,2.9714242635870467
323,E33,LAGO MAYOR,2016-08-05,2016-08-05,2016,8,-15.333,-69.756,LS,E33|2016-08-05|4.6,4.6,0.32,23.75,13.2,0.020596717533848105,0.03977414370347887,0.01950554809145803,0.0029387131622053524,0.0014610151263697684,0.0018734719548874294,0.8623967672008042,-0.34191465333895904,0.5178418715826365,0.4904077318789451,1.9310912870958103,1.0559414368328615
324,E36,LAGO MAYOR,2016-08-05,2016-08-05,2016,8,-15.2971,-69.6814,LS,E36|2016-08-05|9.0,9.0,0.02,14.75,12.8,0.015835501531947273,0.01472824217204384,0.0054107792633306725,0.002743229908894137,0.0018149835801903463,0.0018857701829415622,0.6859760598106519,-0.4626571591849908,1.0751792557312712,0.3673743840406607,0.9300773462875842,2.926657665118253
325,E39,LAGO MAYOR,2016-08-06,2016-08-06,2016,8,-15.3748,-69.5276,LS,E39|2016-08-06|5.0,5.0,1.76,17.0,12.5,0.016021305083240962,0.01841263660869148,0.0057135715740105645,0.0025981939467600093,0.0024921406222818826,0.002543725383837652,0.7526804743636261,-0.5263597334547634,0.8701254770624652,0.3103070671044727,1.1492593995162455,2.804078337276641
326,E41,LAGO MAYOR,2016-08-06,2016-08-06,2016,8,-15.4392,-69.6009,LS,E41|2016-08-06|11.0,11.0,0.27,16.5,12.4,0.014921967404753291,0.011482782812686354,0.004707106992032332,0.0023648752250659787,0.0015379647902438072,0.0016767003060213096,0.6584439696819931,-0.4185127560390458,1.2995078239013151,0.4099273372047507,0.7695219894064775,3.170092428304499
327,E42,LAGO MAYOR,2016-08-06,2016-08-06,2016,8,-15.4967,-69.6685,LS,E42|2016-08-06|11.0,11.0,0.37,23.25,12.5,0.015030352809674612,0.012034776925036092,0.004958723137526891,0.0025981939467600093,0.0016841691516044782,0.0017135949901837073,0.6448849256974485,-0.41639764292585274,1.2489098596831432,0.41203279100075463,0.8006981789936074,3.0310927554785967
328,E43,LAGO MAYOR,2016-08-04,2016-08-04,2016,8,-15.5603,-69.7411,LS,E43|2016-08-04|11.0,11.0,0.43,0.75,13.1,0.014885838936446185,0.01186186310670967,0.004822253363699334,0.002434240250434476,0.0014764050591445747,0.0016889985340754416,0.65945397576536,-0.4219347984989801,1.254932513349736,0.4065341939781307,0.7968554785858827,3.086904549976226
329,E22,LAGO MAYOR,2016-08-05,2016-08-05,2016,8,-15.6181,-69.807,LS,E22|2016-08-05|10.2,10.2,0.09,20.0,12.6,0.015285832692703437,0.012706480603919507,0.005415043943762784,0.0031657259725022466,0.0019457980087762144,0.0020087524634828866,0.6010981513113589,-0.4023632911573101,1.2029949099354373,0.42616391480804816,0.8312585927180954,2.8228450274101844
330,E48,LAGO MAYOR,2016-08-08,2016-08-08,2016,8,-15.5361,-69.3597,LS,E48|2016-08-08|14.5,14.5,0.24,17.25,13.4,0.014194236828853003,0.010298988210297764,0.004596225300797442,0.002522523009994379,0.0018303735129651527,0.001953410437239291,0.6065170056926558,-0.38285872991304865,1.3782164966888648,0.4462792616776182,0.7255752886824778,3.0882371536819915
331,E49,LAGO MAYOR,2016-08-08,2016-08-08,2016,8,-15.6063,-69.4449,LS,E49|2016-08-08|12.8,12.8,0.15,26.75,12.8,0.015241962409759093,0.012294147652525726,0.005231662685182005,0.003077443212942347,0.0017303389499289043,0.0017012967621295753,0.5995933615885609,-0.4029762064223756,1.2397737200475256,0.42554086769621136,0.8065986856164512,2.913406389812467
332,E50,LAGO MAYOR,2016-08-08,2016-08-08,2016,8,-15.6687,-69.5211,LS,E50|2016-08-08|11.9,11.9,0.6,17.5,12.4,0.014932289824269609,0.012187739148940235,0.004997105261415891,0.002680170794922776,0.0015379647902438072,0.001793533472535568,0.639469014168522,-0.4184287793005716,1.2251893822636202,0.4100108141746365,0.816200226232627,2.9881873714725975
333,E51,LAGO MAYOR,2016-08-06,2016-08-06,2016,8,-15.7371,-69.6038,LS,E51|2016-08-06|9.4,9.4,0.26,16.25,12.7,0.015130996399958694,0.012121233834199302,0.005099457591786559,0.0027558417316884097,0.0015456597566312104,0.0017504896743461042,0.6295183103369383,-0.4077522592423142,1.2483048638961716,0.42070446299734743,0.8010862412964523,2.9671770301908964
334,E52,LAGO MAYOR,2016-08-06,2016-08-06,2016,8,-15.8028,-69.6843,LS,E52|2016-08-06|10.3,10.3,0.4,26.5,13.0,0.014733583248580522,0.012021475862087905,0.005014163983144335,0.0026612530607313736,0.0016841691516044782,0.0018796210689144954,0.6374988064589588,-0.4113324495746636,1.2256050914214858,0.41710049777307223,0.8159233801677341,2.938392194534698
336,E58,LAGO MAYOR,2016-08-09,2016-08-09,2016,8,-15.9519,-69.5453,LS,E58|2016-08-09|5.0,5.0,0.33,27.25,12.9,0.015719374312388717,0.015872133585587873,0.00558563116104723,0.0024405461618316124,0.0015379647902438072,0.0017443405603190382,0.7334582854915418,-0.4793836667805789,0.9903755684293488,0.3519143018179208,1.0097178335756616,2.8142516118429013
337,E59,LAGO MAYOR,2016-08-09,2016-08-09,2016,8,-15.8876,-69.4615,LS,E59|2016-08-09|13.0,13.0,0.19,14.75,13.0,0.014841968653501842,0.011449530155315888,0.005009899302712224,0.0027369239974970004,0.0017457288827037107,0.0018119808146167676,0.6141496282171205,-0.39124262950804134,1.2962948833595587,0.4375637076096504,0.7714292929183065,2.9625277464038158
338,E60,LAGO MAYOR,2016-08-09,2016-08-09,2016,8,-15.8271,-69.3776,LS,E60|2016-08-09|12.0,12.0,0.21,16.25,12.6,0.014976160107213952,0.011954970547346972,0.005078134189626003,0.002894571782425401,0.0015533547230186136,0.0017135949901837073,0.6101466263111309,-0.40373355651716164,1.2527139899833084,0.424771750356272,0.7982666894247228,2.9491456111307115
339,E61,LAGO MAYOR,2016-08-08,2016-08-08,2016,8,-15.7585,-69.3045,LS,E61|2016-08-08|10.2,10.2,0.27,19.25,13.2,0.014408427033816562,0.010751224350536102,0.004711371672464443,0.0024972993644058333,0.001953492975163614,0.002100989173888881,0.623007101826314,-0.39061049506026735,1.3401660335487338,0.43821718165636947,0.7461760800902772,3.0582227379350453
341,E68,LAGO MAYOR,2016-08-08,2016-08-08,2016,8,-15.9935,-69.4278,LS,E68|2016-08-08|5.5,5.5,0.28,17.0,13.3,0.014429071872849196,0.011143605707507602,0.004728430394192888,0.0024657698074201546,0.0014302352608201521,0.001768937016427303,0.6376365508419114,-0.4041809675852766,1.2948296051338684,0.4243177741554069,0.7723022681849664,3.0515557211150237
343,E72,LAGO MAYOR,2016-08-09,2016-08-09,2016,8,-15.6921,-69.1709,LS,E72|2016-08-09|5.8,5.8,0.72,23.25,11.9,0.015507764712304235,0.01941021632980546,0.0060590106890115675,0.0024972993644058333,0.002522920487831499,0.002574470953972982,0.7720143365162238,-0.5242092783860521,0.7989485356504075,0.31215573664430957,1.2516449300239898,2.559454496585413
344,E76,LAGO MAYOR,2016-08-11,2016-08-11,2016,8,-15.8125,-69.0449,LS,E76|2016-08-11|12.5,12.5,0.17,18.25,13.4,0.013951659970219573,0.010824380196751127,0.004527990413883664,0.0024657698074201546,0.0018534584121273658,0.0019657086652934237,0.6289326875749958,-0.41012489422193704,1.2889106283883536,0.4183140201347227,0.7758488555489012,3.0812028325498115
345,E78,LAGO MAYOR,2016-08-11,2016-08-11,2016,8,-15.8903,-69.1327,LS,E78|2016-08-11|13.5,13.5,0.22,13.75,12.9,0.014439394292365512,0.01122341208519672,0.004847841446292001,0.002774759465879819,0.0021612570676235177,0.0023223572788632655,0.6035539702407191,-0.3967064690819836,1.2865421759634381,0.4319400354858301,0.7772771544754948,2.9785197131168855
346,E79,LAGO MAYOR,2016-08-11,2016-08-11,2016,8,-15.96,-69.2272,LS,E79|2016-08-11|11.5,11.5,0.61,18.75,12.4,0.014367137355751299,0.011269965805515371,0.0049928405809837794,0.0029702427191910345,0.0022689865970471727,0.0023715501910797953,0.5828371465970726,-0.3859804199453691,1.2748162974819246,0.4430217645841113,0.7844266218125407,2.8775472088822864
347,E80,LAGO MAYOR,2016-08-11,2016-08-11,2016,8,-16.0316,-69.3198,LS,E80|2016-08-11|10.5,10.5,0.34,41.5,12.3,0.01511551277068422,0.012234292869258888,0.0053425443764168945,0.0030396077445595283,0.0016687792188296718,0.0016213582797777138,0.6019866670072601,-0.39209261623247216,1.2355034897980481,0.436685961078727,0.8093865054713975,2.8292717619970498
348,E82,LAGO MAYOR,2016-08-10,2016-08-10,2016,8,-16.1109,-69.4173,LS,E82|2016-08-10|8.2,8.2,1.08,10.25,12.3,0.014346492516718667,0.011010595078025738,0.0046260780638222206,0.002446852073228749,0.0015148798910815942,0.0018919192969686282,0.6363571242144216,-0.4083040265651394,1.302971466308759,0.42014783132901035,0.7674763917186145,3.101220778718191
349,E83,LAGO MAYOR,2016-08-10,2016-08-10,2016,8,-16.1837,-69.5067,LS,E83|2016-08-10|5.5,5.5,0.65,11.5,12.3,0.015285832692703437,0.014349161878020529,0.005496072871972896,0.0028567363140425857,0.0020304426390376565,0.002094840059861815,0.6679351910465261,-0.4461065173312726,1.0652769658164283,0.3830239379602806,0.9387228833236606,2.781227663378615
350,E84,LAGO MAYOR,2016-08-10,2016-08-10,2016,8,-16.2007,-69.4624,LS,E84|2016-08-10|4.7,4.7,1.77,21.75,12.7,0.015634214351379107,0.01727539572662154,0.006046216647715234,0.0029008776938225372,0.0025383104206063087,0.0027896899449203006,0.7124465960987173,-0.481492377849937,0.9049988604479713,0.34999003168465365,1.1049736324053936,2.585784247658868
351,E85,LAGO MAYOR,2016-08-10,2016-08-10,2016,8,-16.1599,-69.4444,LS,E85|2016-08-10|9.8,9.8,0.26,27.5,12.4,0.014749066877854995,0.012001524267665625,0.00510798695265078,0.0027495358202912733,0.0017226439835415011,0.0018058317005897016,0.6272083338416845,-0.40290671214046825,1.2289327022117569,0.4256114817682934,0.8137140846497376,2.8874513829268125
