station,zona,campaign_date,year,month,sensor,lat,lon,secchi,B2,B3,B4,B8,B11,B12,NDWI,NDTI,B2_B3,B4_B3,B3_B2,B2_B4
E59,LAGO MAYOR,2017-07-16,2017,7,S2,-15.8876,-69.4615,10.0,0.01346,0.01023,0.00439,0.00241,0.00208,0.00189,0.6186708371304719,-0.39945277705521365,1.3157378967998148,0.42912996782698265,0.7600296612162213,3.0660585270937295
E01,BAHIA PUNO,2019-07-11,2019,7,S2,-15.8522,-69.9607,8.0,0.01679,0.01655,0.00785,0.00668,0.00614,0.00508,0.42488160030643124,-0.3565573624361737,1.014501449274837,0.47432021303201133,0.9857057185404575,2.138853230719334
E02,BAHIA PUNO,2019-07-11,2019,7,S2,-15.8464,-69.9276,8.0,0.01314,0.01339,0.00482,0.00282,0.00118,0.00121,0.6520665853135975,-0.47062051232177315,0.9813292769731683,0.35997010007691554,1.0190257976388282,2.7261405132488563
E04,BAHIA PUNO,2019-07-11,2019,7,S2,-15.8752,-69.8717,1.5,0.01449,0.02084,0.00506,0.00235,0.00161,0.00153,0.7973263994253385,-0.6092663857426107,0.6952974714348622,0.24280229161217412,1.4382331650632738,2.863635797700435
E05,BAHIA PUNO,2019-07-11,2019,7,S2,-15.84,-69.892,8.0,0.01623,0.01335,0.00552,0.00314,0.00118,0.00129,0.6191630916214014,-0.41494433413119586,1.2157302460127157,0.4134831150948977,0.8225507811120899,2.9402168586563664
E08,BAHIA PUNO,2019-07-11,2019,7,S2,-15.7798,-69.8691,10.0,0.01555,0.01249,0.00498,0.00277,0.0013,0.00128,0.636959329163871,-0.42987976932571437,1.2449958971180228,0.39871894325709023,0.803215382429879,3.122489332833467
E14,BAHIA PUNO,2019-07-12,2019,7,S2,-15.7489,-69.783,9.0,0.00922,0.00798,0.0025,0.00127,0.00125,0.00129,0.7254053269832078,-0.5229007134636723,1.1553883263924405,0.31328316876150775,0.8655096675152203,3.6879985248005904
E16,BAHIA PUNO,2019-07-11,2019,7,S2,-15.6728,-69.8539,3.5,0.01362,0.01614,0.00457,0.00129,0.00369,0.00322,0.8519792970751981,-0.558667283502304,0.8438661187195713,0.28314744218417337,1.185021939425702,2.980305693587375
E17,BAHIA PUNO,2019-07-12,2019,7,S2,-15.6054,-69.9049,3.0,0.01274,0.01669,0.00937,0.00496,0.00463,0.0042,0.5418013606558264,-0.28089024248310657,0.7633312903935716,0.5614139867337335,1.3100469929319474,1.3596583394174664
E25,LAGO MAYOR,2019-07-12,2019,7,S2,-15.4911,-69.8931,6.1,0.01447,0.01407,0.00612,0.00427,0.00384,0.0041,0.5343511159023383,-0.39375926727294364,1.0284292090668652,0.4349679861430003,0.9723565326636812,2.3643786986309316
E28,LAGO MAYOR,2019-07-12,2019,7,S2,-15.3928,-69.7822,7.0,0.01056,0.0105,0.00162,0.0006,0.00134,0.00128,0.8918918115412783,-0.732673206875148,1.005714189931982,0.15428569959183813,0.9943180876592721,6.51851449474414
E32,LAGO MAYOR,2019-07-12,2019,7,S2,-15.3382,-69.7205,6.0,0.00335,0.00491,0.0001,0.0001,0.00064,0.00139,0.9600796486866967,-0.9600796486866967,0.6822809201057188,0.020366594630021457,1.4656712042772526,33.49966500334997
E36,LAGO MAYOR,2019-07-12,2019,7,S2,-15.2964,-69.6816,11.0,0.0042,0.00697,0.00022,0.0001,0.00066,0.00083,0.9717113194184837,-0.9388037637268757,0.6025824099594821,0.031563840521687155,1.6595234143991868,19.090822314444026
E39,LAGO MAYOR,2019-07-13,2019,7,S2,-15.3423,-69.529,8.0,0.02988,0.05142,0.07505,0.1224,0.19788,0.14181,-0.4083534667566823,0.1868427280236995,0.5810968381739238,1.4595487853063247,1.7208834765433911,0.3981345716437765
E41,LAGO MAYOR,2019-07-13,2019,7,S2,-15.4395,-69.6006,9.5,0.00179,0.0027,0.00011,0.0001,0.00097,0.00128,0.9285710969388941,-0.9217078570434674,0.6629627174212157,0.04074072565158309,1.5083790455982988,16.272579340187814
E42,LAGO MAYOR,2019-07-13,2019,7,S2,-15.4967,-69.6687,10.0,0.00863,0.00718,0.00217,0.00105,0.00127,0.00128,0.7448358754755924,-0.5358288196974524,1.2019496933217697,0.30222837016317966,0.8319813636174549,3.9769566926466857
E43,LAGO MAYOR,2019-07-13,2019,7,S2,-15.5603,-69.7413,12.0,0.00973,0.00774,0.00181,0.00078,0.00092,0.00131,0.8169013125702685,-0.6209423433568227,1.2571057807356871,0.2338500989857753,0.7954778216364007,5.375687637741637
E22,LAGO MAYOR,2019-07-13,2019,7,S2,-15.62,-69.8133,6.0,0.00516,0.00449,0.00024,0.0001,0.00326,0.00355,0.9564268068786911,-0.8985198946046735,1.1492202340266737,0.05345210390821739,0.8701548701250252,21.499910417039928
E49,LAGO MAYOR,2019-07-14,2019,7,S2,-15.6063,-69.4449,12.0,0.00963,0.00818,0.00292,0.00163,0.0018,0.00175,0.6676859665967415,-0.4738738311825378,1.1772614697724366,0.35696817151978344,0.8494287799139377,3.2979440760465493
E50,LAGO MAYOR,2019-07-14,2019,7,S2,-15.6685,-69.521,12.0,0.03032,0.02802,0.02202,0.02097,0.02097,0.01641,0.14390691684207152,-0.11990407434244453,1.082084186934897,0.7858672096407135,0.9241424497314495,1.3769300010476837
E51,LAGO MAYOR,2019-07-14,2019,7,S2,-15.7371,-69.6037,11.0,0.01394,0.01154,0.00576,0.00359,0.00272,0.00272,0.5254460987808264,-0.3341040269304031,1.2079721656869873,0.4991334056210221,0.8278335130678973,2.42013846872596
E52,LAGO MAYOR,2019-07-14,2019,7,S2,-15.8017,-69.6838,10.0,0.01071,0.00929,0.00338,0.00229,0.00297,0.00277,0.60449044866231,-0.4664561589221658,1.1528524055056617,0.3638320383388549,0.8674135511285199,3.1686381157875396
E53,LAGO MAYOR,2019-07-14,2019,7,S2,-15.8703,-69.7694,9.0,0.01187,0.01016,0.00319,0.00208,0.0023,0.00228,0.6601306650220045,-0.5220973391687387,1.1683069716233296,0.31397634704957217,0.8559392707717548,3.721001968337941
E59,LAGO MAYOR,2019-07-15,2019,7,S2,-15.8874,-69.4614,11.0,0.0103,0.00847,0.00318,0.00197,0.00111,0.00127,0.622605304348151,-0.4540772142422992,1.216056527029926,0.37544269475292863,0.8223300172495129,3.238992692140663
E60,LAGO MAYOR,2019-07-15,2019,7,S2,-15.8267,-69.3764,11.0,0.01331,0.01139,0.00549,0.00403,0.00369,0.00333,0.4773021739752158,-0.3495260456441917,1.1685688175093225,0.482001713608278,0.8557474939333213,2.424407572967655
E61,LAGO MAYOR,2019-07-15,2019,7,S2,-15.7589,-69.3042,11.0,0.00944,0.00786,0.00262,0.00133,0.00162,0.00165,0.7105548737154654,-0.499999952290081,1.2010176589036057,0.3333332909245177,0.8326270304420519,3.6030520599037943
E72,LAGO MAYOR,2019-07-15,2019,7,S2,-15.6931,-69.1707,6.0,0.00957,0.01309,0.00482,0.00137,0.00538,0.00488,0.8105117005178631,-0.4617531847150651,0.7310923811235768,0.3682199871489697,1.3678159490265465,1.9854767664985962
E76,LAGO MAYOR,2019-07-19,2019,7,S2,-15.8077,-69.0414,9.9,0.00961,0.00905,0.0024,0.00057,0.00235,0.00245,0.8814967898651987,-0.5807859754772076,1.0618783357040513,0.26519334086261426,0.9417272693311896,4.004164998264585
E78,LAGO MAYOR,2019-07-19,2019,7,S2,-15.8894,-69.1325,12.0,0.01236,0.00882,0.00364,0.00191,0.00213,0.0015,0.6439887563850181,-0.4157303037134588,1.4013603853332897,0.4126983659072148,0.7135921752757141,3.395603462746301
E79,LAGO MAYOR,2019-07-19,2019,7,S2,-15.9605,-69.2275,9.0,0.01337,0.01019,0.0047,0.00312,0.00244,0.00206,0.5311795243291116,-0.36870380331069147,1.312070528746759,0.4612364611151658,0.7621540192854137,2.844680245812713
E80,LAGO MAYOR,2019-07-16,2019,7,S2,-16.0317,-69.3194,11.0,0.01016,0.00814,0.00291,0.00175,0.00102,0.00186,0.6461071136393213,-0.4733031245879526,1.248157094820996,0.3574938135756986,0.8011810235058048,3.491407734911432
E82,LAGO MAYOR,2019-07-16,2019,7,S2,-16.1121,-69.4175,9.0,0.01139,0.00873,0.00331,0.00205,0.00136,0.00122,0.6196659907545464,-0.4501660755676017,1.3046962995765983,0.37915230479355044,0.766461741311524,3.4410865736898573
E83,LAGO MAYOR,2019-07-16,2019,7,S2,-16.1849,-69.5079,10.0,0.01522,0.01269,0.00612,0.00398,0.00447,0.00385,0.5224954695563605,-0.3492822780817503,1.1993694878353438,0.4822694655422013,0.833771298700966,2.486927698214428
E88,LAGO MAYOR,2019-07-17,2019,7,S2,-16.2031,-69.3822,11.0,0.01535,0.01193,0.00514,0.00296,0.0017,0.0015,0.6024176895622774,-0.3977738489880581,1.2866721469679678,0.43084656908243346,0.7771986464365702,2.9863807419492723
E94,LAGO MAYOR,2019-07-17,2019,7,S2,-16.2545,-69.2917,8.0,0.01343,0.01009,0.00377,0.00174,0.00299,0.00274,0.7058325692449223,-0.45598842308885834,1.331020680770993,0.3736372275879854,0.7513029969245721,3.562333272590644
E97,LAGO MAYOR,2019-07-17,2019,7,S2,-16.1754,-69.1951,10.0,0.01376,0.0104,0.00437,0.00204,0.00121,0.00109,0.6720256694513127,-0.4082599588178769,1.3230767958580005,0.4201922672892051,0.7558138985600364,3.148740698228673
E98,LAGO MAYOR,2019-07-18,2019,7,S2,-16.1034,-69.1089,7.0,0.01034,0.00677,0.00174,0.00056,0.00187,0.00211,0.8472031586353126,-0.5910692607439176,1.527326214575153,0.2570162101896292,0.6547388148221649,5.942525320387747
E99,LAGO MAYOR,2019-07-20,2019,7,S2,-16.0824,-69.0817,13.0,0.01257,0.01067,0.00591,0.00497,0.00841,0.00704,0.36445010457480154,-0.287092865675943,1.1780692429175967,0.5538893576486076,0.8488463922954343,2.126903193417395
E100,LAGO MAYOR,2019-07-20,2019,7,S2,-16.005,-68.9964,11.0,0.0078,0.00494,0.00131,0.00048,0.00085,0.00068,0.8228780769597642,-0.5807999070720148,1.578947048796144,0.2651821325542242,0.6333332521367625,5.954193928096238
E104,LAGO MAYOR,2019-07-20,2019,7,S2,-16.0384,-68.8577,10.0,0.0075,0.00697,0.00218,0.00141,0.0018,0.00173,0.663484407698758,-0.5234972105467529,1.0760400177847893,0.31276896516944547,0.9293332094222387,3.4403653943278005
E113,LAGO MAYOR,2019-07-17,2019,7,S2,-16.2298,-69.1135,9.0,0.01535,0.01528,0.00556,0.00346,0.00197,0.00195,0.6307363590855732,-0.46641072617990753,1.0045810860876254,0.3638743217359737,0.9954396745641906,2.760790870361354
E117,LAGO MAYOR,2019-07-18,2019,7,S2,-16.1686,-69.0979,10.0,0.01452,0.01257,0.00464,0.00144,0.00178,0.00213,0.7944324914751969,-0.46077859030920454,1.1551311730205909,0.3691328266401888,0.8657024197174642,3.129309670407398
E120,LAGO MAYOR,2019-07-20,2019,7,S2,-16.1262,-68.9334,11.5,0.01409,0.0101,0.00451,0.00285,0.00127,0.00154,0.5598455166142459,-0.3826146213131676,1.3950493668267956,0.4465346092539991,0.7168203891539823,3.1241678216922786
E121,LAGO MAYOR,2019-07-21,2019,7,S2,-16.2077,-68.8626,11.0,0.00045,0.00141,0.0001,0.0001,0.00159,0.00201,0.8675490943383481,-0.8675490943383481,0.31914870982361004,0.0709219355163578,3.1333263703858436,4.499955000449995
E122,LAGO MENOR,2019-07-21,2019,7,S2,-16.2281,-68.8351,11.0,0.00018,0.00035,0.0001,0.0001,0.00166,0.00292,0.5555543209903978,-0.5555543209903978,0.5142842449021574,0.28571346939008746,1.944433642035322,1.7999820001799982
E123,LAGO MENOR,2019-07-21,2019,7,S2,-16.1922,-68.7968,9.0,0.00538,0.0063,0.0027,0.0021,0.00258,0.0019,0.4999999404761977,-0.39999995555556045,0.853968118417759,0.4285713605442285,1.1710034998134757,1.9925918545956094
E125,LAGO MENOR,2019-07-21,2019,7,S2,-16.2132,-68.7325,8.5,0.00525,0.00603,0.00277,0.00242,0.00297,0.00244,0.4272188843527948,-0.37045450335744284,0.8706466217833132,0.4593697413980528,1.14857120979596,1.8953061749797204
E132,LAGO MENOR,2019-07-21,2019,7,S2,-16.315,-68.8479,7.0,0.01627,0.0169,0.00355,0.00062,0.00279,0.00245,0.9292236912543557,-0.6528117040189875,0.9627218365253353,0.21005915916809714,1.038721509605316,4.583097300535972
E130,LAGO MENOR,2019-07-22,2019,7,S2,-16.2142,-68.9393,10.0,0.01381,0.01412,0.00502,0.00191,0.0013,0.00108,0.7616967709484236,-0.4754440712934132,0.9780452565123755,0.35552405414135596,1.0224474277735391,2.7509954679291893
E136,LAGO MENOR,2019-07-22,2019,7,S2,-16.3034,-68.9854,6.5,0.01736,0.01899,0.00904,0.00541,0.0025,0.00205,0.5565573542394527,-0.35497679789594017,0.9141653020450078,0.47603999599578745,1.0938939462042658,1.920353769872371
E137,LAGO MENOR,2019-07-22,2019,7,S2,-16.3655,-68.9025,5.0,0.01733,0.02129,0.00772,0.0035,0.00211,0.00165,0.7176280468887436,-0.46776971844985454,0.813997143541703,0.362611537688514,1.2285054109344828,2.2448183620701605
E141,LAGO MENOR,2019-07-23,2019,7,S2,-16.376,-69.0078,10.0,0.0161,0.01635,0.00572,0.00233,0.00094,0.00109,0.7505352917272328,-0.481649275865461,0.9847094198954484,0.34984707340384874,1.0155278872342928,2.814684822607548
E142,LAGO MENOR,2019-07-23,2019,7,S2,-16.4489,-68.9969,11.0,0.01793,0.01909,0.00647,0.00243,0.00118,0.00094,0.7741635327990926,-0.49374019977542255,0.9392351524758957,0.33892088324144143,1.064695980775461,2.771251503670556
E145,LAGO MENOR,2019-07-23,2019,7,S2,-16.5179,-68.9781,6.0,0.01881,0.02077,0.00583,0.00191,0.0007,0.00077,0.8315696282376709,-0.5616541142235296,0.9056330810961444,0.28069329414091027,1.1041998349707691,3.226414540923749
E147,LAGO MENOR,2019-07-24,2019,7,S2,-16.559,-68.9174,5.5,0.01812,0.01934,0.00604,0.00276,0.00096,0.00122,0.7502262103970042,-0.5240346523232997,0.936918255588508,0.31230608519616937,1.0673288594189372,2.9999995033113405
E01,BAHIA PUNO,2022-08-12,2022,8,S2,-15.853,-69.9605,5.5,0.0163,0.01961,0.01081,0.01028,0.00813,0.00636,0.3121445195000161,-0.28928335669679955,0.8312085246706514,0.5512493344594934,1.20306741085476,1.5078629502439453
E02,BAHIA PUNO,2022-08-12,2022,8,S2,-15.8461,-69.9271,8.0,0.01873,0.01847,0.00974,0.00676,0.00272,0.00211,0.46412998556757884,-0.30946471784953145,1.0140768265253477,0.5273416065326688,0.9861184737790457,1.922997749178876
E05,BAHIA PUNO,2022-08-12,2022,8,S2,-15.84,-69.8923,8.5,0.0186,0.01579,0.00746,0.00549,0.00258,0.00185,0.4840225336455576,-0.3582795544825998,1.1779606600404902,0.472450888381831,0.8489246855416835,2.4932972529092154
E08,BAHIA PUNO,2022-08-12,2022,8,S2,-15.7802,-69.8681,11.0,0.01842,0.01468,0.00702,0.00529,0.00255,0.00196,0.4702052844163602,-0.35299537543800114,1.254768306895892,0.4782016023023432,0.7969597830097839,2.623931250152243
E28,LAGO MAYOR,2022-08-14,2022,8,S2,-15.3928,-69.7822,10.0,0.02489,0.01998,0.00812,0.00497,0.00228,0.00151,0.6016031823004737,-0.42206404191942914,1.2457456833961118,0.40640638606574647,0.8027319886407398,3.065270558464217
E32,LAGO MAYOR,2022-08-14,2022,8,S2,-15.3384,-69.7205,9.0,0.02833,0.02217,0.00814,0.00449,0.00238,0.00317,0.6631657665729269,-0.46288352151489537,1.2778528968041094,0.3671628160954977,0.7825626268068256,3.480343552783348
E36,LAGO MAYOR,2022-08-14,2022,8,S2,-15.2971,-69.6814,9.0,0.02604,0.02145,0.00926,0.00616,0.00327,0.00258,0.553784840500368,-0.39693909485707934,1.213985957389932,0.43170161157568243,0.8237326872606495,2.8120947287154725
E39,LAGO MAYOR,2022-08-15,2022,8,S2,-15.3748,-69.5276,7.0,0.0208,0.02376,0.0073,0.00307,0.00511,0.00463,0.7711516671206983,-0.529942030587829,0.875420838576564,0.30723904430812105,1.142307637389056,2.849314678176071
341,LAGO MAYOR,2022-08-15,2022,8,S2,-15.4392,-69.6009,14.0,0.0174,0.0117,0.00397,0.00244,0.00189,0.00173,0.6548797273776714,-0.4932992665412083,1.4871793600701402,0.33931621031485376,0.6724137544589797,4.382870432526339
E42,LAGO MAYOR,2022-08-15,2022,8,S2,-15.4967,-69.6685,16.0,0.01855,0.01281,0.00524,0.00315,0.00154,0.00123,0.6052631199709824,-0.41939055848251755,1.4480873186504826,0.4090553935163627,0.6905660005085714,3.5400756602909045
E43,LAGO MAYOR,2022-08-15,2022,8,S2,-15.5603,-69.7411,14.0,0.01898,0.01349,0.00591,0.00368,0.00192,0.00167,0.5713453365553094,-0.3907216293442459,1.4069680202395833,0.4381022655224414,0.7107481185064216,3.211505378763895
E22,LAGO MAYOR,2022-08-15,2022,8,S2,-15.6181,-69.807,14.0,0.01904,0.01378,0.00655,0.0047,0.00299,0.00255,0.49134196475422276,-0.35563205333831516,1.3817125267262318,0.47532652573827827,0.7237394577867932,2.90686978521072
E48,LAGO MAYOR,2022-08-16,2022,8,S2,-15.5361,-69.3597,8.0,0.0206,0.01515,0.00764,0.00592,0.00393,0.00314,0.4380635767411687,-0.3295304813720719,1.3597358838458162,0.5042903957564095,0.7354368575030652,2.696334725610638
E49,LAGO MAYOR,2022-08-16,2022,8,S2,-15.6063,-69.4449,15.0,0.02127,0.01492,0.00811,0.00523,0.00324,0.00279,0.4808932763824676,-0.2957012463872668,1.42560312160837,0.5435656472140987,0.7014574188313389,2.6226877160680995
E50,LAGO MAYOR,2022-08-16,2022,8,S2,-15.6687,-69.5211,16.0,0.02002,0.0143,0.00759,0.00588,0.00405,0.00353,0.4172447761523897,-0.30653264931326407,1.399999902097909,0.530769193652504,0.714285678607109,2.637680811899761
E51,LAGO MAYOR,2022-08-17,2022,8,S2,-15.7371,-69.6038,12.0,0.0188,0.0129,0.00614,0.00418,0.00211,0.0019,0.5105386117951634,-0.35504199815955895,1.4573642281113002,0.4759689553512438,0.6861701762675438,3.0618887521353826
E52,LAGO MAYOR,2022-08-17,2022,8,S2,-15.8028,-69.6843,9.0,0.01849,0.01346,0.0061,0.00426,0.00258,0.00235,0.5191873296169679,-0.3762780993722853,1.3736997493536591,0.4531946171475025,0.7279610206619243,3.0311470440742547
E53,LAGO MAYOR,2022-08-17,2022,8,S2,-15.8686,-69.7634,11.0,0.02244,0.0166,0.00947,0.00689,0.00363,0.00274,0.4133673727812953,-0.2734944275606281,1.3518071474814972,0.5704818933444642,0.7397504126670938,2.3695879229579813
E58,LAGO MAYOR,2022-08-18,2022,8,S2,-15.9519,-69.5453,11.0,0.02173,0.01824,0.00841,0.00583,0.00282,0.00232,0.5155795381977757,-0.3688555208684607,1.1913376539836813,0.46107453612529964,0.8393925062405657,2.583828468034665
E59,LAGO MAYOR,2022-08-18,2022,8,S2,-15.8876,-69.4615,15.0,0.01954,0.01404,0.00687,0.00445,0.0019,0.0015,0.5186587064002864,-0.34289811846493934,1.3917377926112682,0.48931620446465784,0.7185260635350019,2.8442499498908367
E60,LAGO MAYOR,2022-08-18,2022,8,S2,-15.8271,-69.3776,16.5,0.0204,0.01425,0.0073,0.00448,0.00253,0.00206,0.5216230367526409,-0.32250578549857145,1.4315788469067476,0.5122806658048655,0.6985293775230698,2.794520165134224
E61,LAGO MAYOR,2022-08-18,2022,8,S2,-15.7585,-69.3045,15.0,0.02009,0.01458,0.00664,0.0048,0.00331,0.00301,0.5046439368088785,-0.3741752886816546,1.3779148574818343,0.4554183501084808,0.725734159993322,3.025601953975609
E72,LAGO MAYOR,2022-08-19,2022,8,S2,-15.6921,-69.1709,5.0,0.02088,0.02083,0.00897,0.00602,0.00688,0.00633,0.5515828472408623,-0.39798656382595426,1.002400335938534,0.4306288799506059,0.9976053162066421,2.3277589378195165
E76,LAGO MAYOR,2022-08-19,2022,8,S2,-15.8125,-69.0449,10.0,0.01673,0.01334,0.00723,0.00524,0.00371,0.00368,0.4359526137808066,-0.2970345018456732,1.2541228445185273,0.541978969866644,0.7973699463616291,2.3139692511799095
E78,LAGO MAYOR,2022-08-19,2022,8,S2,-15.8903,-69.1327,14.0,0.01745,0.01269,0.00677,0.00452,0.00332,0.00284,0.47472397009157646,-0.3042137562068985,1.3750983943972896,0.5334908957059972,0.7272205886979606,2.5775476251776035
E79,LAGO MAYOR,2022-08-19,2022,8,S2,-15.96,-69.2272,14.0,0.0172,0.01265,0.00628,0.00445,0.00328,0.00312,0.479532135699875,-0.33650288766492936,1.3596836869815268,0.4964426485025575,0.7354650735194724,2.7388530670616134
E80,LAGO MAYOR,2022-08-20,2022,8,S2,-16.0316,-69.3198,15.0,0.01937,0.01347,0.00696,0.00455,0.00293,0.00254,0.4950055219197823,-0.31864902992417865,1.4380102867104465,0.5167037478319415,0.695405229973917,2.7830455771486236
E82,LAGO MAYOR,2022-08-20,2022,8,S2,-16.1109,-69.4173,15.0,0.02103,0.01519,0.00791,0.00543,0.00237,0.00186,0.4733268441645566,-0.315151501508593,1.3844633716613974,0.520737292907354,0.7223014397384004,2.658659588032922
E83,LAGO MAYOR,2022-08-20,2022,8,S2,-16.1837,-69.5067,16.0,0.02017,0.01656,0.00948,0.00612,0.00363,0.00301,0.46031744002127684,-0.2718893904804381,1.2179950955316974,0.5724637335468761,0.8210212780852117,2.1276369063674148
E88,LAGO MAYOR,2022-08-20,2022,8,S2,-16.2064,-69.3781,14.0,0.01943,0.0149,0.00778,0.0054,0.00245,0.00213,0.4679802725132871,-0.31393296675780574,1.3040267581190095,0.5221476159632472,0.7668553388134155,2.4974289849063003
E94,LAGO MAYOR,2022-08-20,2022,8,S2,-16.251,-69.2884,15.0,0.02249,0.01866,0.01148,0.01167,0.00919,0.00736,0.23046487865265813,-0.23822162447838005,1.205251811079753,0.6152196883590736,0.8297020529256535,1.959059062799733
E97,LAGO MAYOR,2022-08-21,2022,8,S2,-16.1757,-69.1958,16.0,0.01454,0.01149,0.00585,0.00373,0.00203,0.00156,0.5098554198518122,-0.3252594968131778,1.265448105705126,0.5091383368896139,0.7902337833401799,2.485469660603477
E98,LAGO MAYOR,2022-08-22,2022,8,S2,-16.1056,-69.1103,15.0,0.01713,0.01301,0.00767,0.00544,0.00378,0.00303,0.41029808074265145,-0.25822049041486994,1.3166793761199556,0.5895464573753684,0.7594862370410838,2.2333765015154494
E99,LAGO MAYOR,2022-08-22,2022,8,S2,-16.0745,-69.0742,15.0,0.0153,0.01239,0.00659,0.00462,0.00212,0.00176,0.456790096602581,-0.3055848100324125,1.2348667284207644,0.5318805059014927,0.8098038686402701,2.3216991924583925
E100,LAGO MAYOR,2022-08-22,2022,8,S2,-16.0055,-68.9959,13.0,0.01257,0.00941,0.0041,0.00244,0.00137,0.0013,0.588185604372523,-0.393042161876968,1.3358128229741952,0.4357066487028004,0.748607736785383,3.0658529107675823
E103,LAGO MAYOR,2022-08-22,2022,8,S2,-15.9394,-68.9017,10.0,0.01436,0.01222,0.00486,0.003,0.00395,0.00397,0.6057818261641374,-0.43091332371701857,1.1751226534269514,0.39770864175870363,0.8509748711020285,2.9547319023185383
E104,LAGO MAYOR,2022-08-22,2022,8,S2,-16.0297,-68.8837,13.0,0.01201,0.00914,0.00362,0.00267,0.00168,0.00175,0.547840766482577,-0.43260184697477694,1.3140042326034755,0.39606122581387027,0.7610324095726554,3.3176786415252373
E113,LAGO MAYOR,2022-08-21,2022,8,S2,-16.2174,-69.1367,14.0,0.0155,0.01265,0.00651,0.0042,0.00182,0.00134,0.5014836497635816,-0.3204592734624596,1.225296345826376,0.5146244652470778,0.816128979604582,2.380952015214744
E117,LAGO MAYOR,2022-08-21,2022,8,S2,-16.1653,-69.1027,14.0,0.01867,0.01438,0.008,0.00603,0.0034,0.00278,0.4091131597690759,-0.28507594794119984,1.2983309250117576,0.5563281949702229,0.7702195623878114,2.3337497082812866
E120,LAGO MAYOR,2022-08-22,2022,8,S2,-16.1264,-68.9337,14.0,0.01419,0.01072,0.00543,0.00416,0.0024,0.00254,0.44086018542606287,-0.3275541592845722,1.3236939063718371,0.5065298034953541,0.755461539431886,2.613259187245085
E121,LAGO MAYOR,2022-08-23,2022,8,S2,-16.2068,-68.8643,11.0,0.00924,0.007,0.0022,0.00161,0.00279,0.00292,0.626016187454566,-0.5217390737240138,1.3199998114285982,0.31428566938776153,0.7575756755870482,4.199998090909959
E122,LAGO MENOR,2022-08-23,2022,8,S2,-16.2276,-68.8361,10.0,0.00764,0.00527,0.00061,0.0,0.00355,0.00429,0.9999998102467152,-0.79251687202094,1.4497150949307218,0.11574950365284559,0.6897904856295176,12.524569631853064
E123,LAGO MENOR,2022-08-23,2022,8,S2,-16.1925,-68.797,6.0,0.01679,0.025,0.00674,0.00363,0.00221,0.00199,0.7464198132581273,-0.5752992887429336,0.6715999731360011,0.2695999892160004,1.4889814479463106,2.4910975532496207
E125,LAGO MENOR,2022-08-23,2022,8,S2,-16.2626,-68.7843,8.0,0.02056,0.04403,0.01005,0.00329,0.00174,0.00207,0.8609467273679896,-0.6283283907483654,0.46695433870192277,0.22825345836353716,2.141536860820192,2.045770940719309
E132,LAGO MENOR,2022-08-23,2022,8,S2,-16.3339,-68.7808,4.0,0.0214,0.04063,0.0115,0.0041,0.00202,0.00191,0.8166778265889152,-0.5587953086745577,0.5267043926481814,0.28304208016140586,1.898598042121587,1.8608694034026605
E130,LAGO MENOR,2022-08-23,2022,8,S2,-16.3144,-68.8451,5.5,0.02589,0.03135,0.01236,0.00753,0.00542,0.00455,0.6126543052300847,-0.43445434833094615,0.8258372942316652,0.3942583606297173,1.2108921896140523,2.094660024703882
E136,LAGO MENOR,2022-08-24,2022,8,S2,-16.2659,-69.0601,5.5,0.01649,0.01819,0.00971,0.00629,0.00316,0.00339,0.4861110912536319,-0.3039426414357477,0.9065420062373829,0.5338097562501508,1.1030927166105085,1.6982490527034964
E135,LAGO MENOR,2022-08-24,2022,8,S2,-16.3028,-68.9852,11.0,0.02062,0.02118,0.01028,0.00617,0.00301,0.0023,0.5488116801165748,-0.3464716990949874,0.9735599162625157,0.4853635276032328,1.0271580491193963,2.005836380755216
E137,LAGO MENOR,2022-08-24,2022,8,S2,-16.4011,-68.8334,5.0,0.02808,0.04004,0.01633,0.00887,0.00403,0.0031,0.6372929740892871,-0.42061379420589323,0.7012986837837492,0.40784214765629007,1.4259258751450898,1.7195344935986225
E141,LAGO MENOR,2022-08-24,2022,8,S2,-16.3764,-69.0073,5.0,0.02526,0.02581,0.01315,0.00811,0.00422,0.00312,0.521816022352122,-0.32494865695716996,0.9786903921468272,0.5094924250487244,1.0217735145774538,1.9209124014515286
E142,LAGO MENOR,2022-08-24,2022,8,S2,-16.4515,-68.998,5.0,0.02558,0.02702,0.01338,0.00859,0.00431,0.00342,0.5175512351151015,-0.337623754019214,0.9467061085600996,0.49518873074801145,1.0562939383778758,1.9118085267706633
E145,LAGO MENOR,2022-08-24,2022,8,S2,-16.5139,-68.977,5.5,0.02377,0.02637,0.01021,0.00534,0.00229,0.00164,0.6631977085084292,-0.4417714477372486,0.9014030754113358,0.3871823895645662,1.109381526740365,2.328109468353627
E147,LAGO MENOR,2022-08-24,2022,8,S2,-16.493,-69.0596,5.0,0.02693,0.03478,0.01444,0.00704,0.00282,0.00208,0.6633189702697521,-0.41324663930827626,0.7742955499052459,0.41518112664804124,1.29149642437815,1.8649583196012245
E01,BAHIA PUNO,2024-08-21,2024,8,S2,-15.853,-69.9605,6.0,0.01999,0.02499,0.00755,0.0043,0.00819,0.00716,0.7063844074296891,-0.5359557303025282,0.7999199359775937,0.30212083624966646,1.2501249999937467,2.647681768518971
