station,zona,campaign_date,year,month,sensor,lat,lon,secchi,B2,B3,B4,B8,B11,B12,NDWI,NDTI,B2_B3,B4_B3,B3_B2,B2_B4
E02,BAHIA PUNO,2024-08-21,2024,8,S2,-15.8461,-69.9271,9.0,0.01849,0.01526,0.00564,0.00363,0.00269,0.00227,0.6156696338978489,-0.4602870593164087,1.2116644029053472,0.3695936848234807,0.8253109342719884,3.278368213055281
E03,BAHIA PUNO,2024-08-21,2024,8,S2,-15.8653,-69.8942,8.0,0.01828,0.01606,0.00557,0.00375,0.00303,0.00224,0.621403300282519,-0.4849745499318285,1.1382315605086202,0.34682438687270317,0.8785557506260531,3.2818665562178535
E05,BAHIA PUNO,2024-08-21,2024,8,S2,-15.84,-69.8923,10.0,0.01709,0.01397,0.00494,0.00315,0.003,0.00235,0.6320093088779609,-0.47752509373214735,1.2233356318299478,0.35361486373551443,0.8174370498866559,3.4595134697341154
E08,BAHIA PUNO,2024-08-21,2024,8,S2,-15.7802,-69.8681,9.0,0.0179,0.01334,0.0049,0.00325,0.00267,0.0024,0.6081976728030336,-0.46271927287723286,1.341828984870391,0.36731631429412936,0.7452513550138908,3.653060478967249
E15,LAGO MAYOR,2024-08-21,2024,8,S2,-15.715,-69.8226,9.0,0.0146,0.01195,0.00299,0.0007,0.00225,0.00247,0.8893279929384987,-0.5997322222401459,1.2217572199366342,0.2502091840829135,0.8184930946237607,4.882941510721903
E16,LAGO MAYOR,2024-08-21,2024,8,S2,-15.6737,-69.8541,6.0,0.01056,0.00984,0.00019,0.0,0.00263,0.0039,0.9999998983739942,-0.9621135630993458,1.073170622645262,0.01930894112714013,0.9318180935778321,55.57865484918501
E22,LAGO MAYOR,2024-08-22,2024,8,S2,-15.6181,-69.807,14.0,0.01514,0.01067,0.00228,0.00032,0.00251,0.00304,0.9417651554353815,-0.6478763978473826,1.4189314508967712,0.21368320396596024,0.704755567717598,6.640347964759665
E27,LAGO MAYOR,2024-08-22,2024,8,S2,-15.4437,-69.8425,4.0,0.01904,0.02053,0.00689,0.00382,0.00238,0.00219,0.6862422716122271,-0.49744710074955867,0.9274232378264377,0.3356064132680754,1.078256245889903,2.7634248529136642
E28,LAGO MAYOR,2024-08-22,2024,8,S2,-15.3928,-69.7822,9.0,0.01541,0.01311,0.00426,0.00289,0.00188,0.00142,0.6387499600781275,-0.5094991071100111,1.1754385068315403,0.3249427669761429,0.8507462134493048,3.6173700428708817
E32,LAGO MAYOR,2024-08-22,2024,8,S2,-15.3384,-69.7205,12.5,0.01697,0.01413,0.0046,0.0025,0.00162,0.0028,0.6993385027457305,-0.5088093695243263,1.20099071472111,0.3255484553751978,0.8326457965441488,3.6891296327979055
E36,LAGO MAYOR,2024-08-22,2024,8,S2,-15.2971,-69.6814,11.5,0.01384,0.01185,0.00406,0.00295,0.00219,0.00223,0.6013513107195061,-0.48962913327283886,1.1679323908917814,0.3426160048425313,0.8562138109672102,3.4088661554516855
E36B,LAGO MAYOR,2024-08-22,2024,8,S2,-15.2621,-69.7034,13.0,0.01351,0.01143,0.00438,0.0033,0.00187,0.00184,0.5519347894137956,-0.4459202754003621,1.1819771494333204,0.38320206621154285,0.8460399077690668,3.0844741816268986
E39,LAGO MAYOR,2024-08-23,2024,8,S2,-15.3748,-69.5276,8.0,0.01706,0.01886,0.00361,0.00059,0.0054,0.00614,0.9393315712425927,-0.6786826578245369,0.9045598672025521,0.19141038221578038,1.105509900028728,4.725760463778265
E41,LAGO MAYOR,2024-08-23,2024,8,S2,-15.4392,-69.6009,10.5,0.01232,0.00953,0.00293,0.00153,0.00159,0.00154,0.7233272402054937,-0.5296949815654108,1.2927595705393944,0.3074501251363982,0.7735388982517128,4.204776721919208
E42,LAGO MAYOR,2024-08-23,2024,8,S2,-15.4967,-69.6685,10.0,0.01311,0.01017,0.00353,0.00169,0.00165,0.00165,0.7150083714158203,-0.48467149746923377,1.2890854189689853,0.34709927757135917,0.7757436479219186,3.713879967739386
E43,LAGO MAYOR,2024-08-23,2024,8,S2,-15.5603,-69.7411,12.5,0.0156,0.012,0.00495,0.0031,0.00281,0.00264,0.5894039344765606,-0.4159291790012284,1.2999998916666757,0.4124999656250029,0.7692307199211078,3.151514514845552
E48,LAGO MAYOR,2024-08-24,2024,8,S2,-15.5361,-69.3597,9.0,0.015,0.01146,0.00507,0.00324,0.0031,0.00297,0.5591836354296847,-0.3865698495723019,1.308900409345514,0.44240833835878374,0.7639999490666701,2.958579298110592
E49,LAGO MAYOR,2024-08-24,2024,8,S2,-15.6063,-69.4449,11.0,0.01941,0.01594,0.00909,0.00683,0.00577,0.00527,0.4000878172996128,-0.2736715831533526,1.2176912661423298,0.5702634523046769,0.8212261297668145,2.1353132964451818
E50,LAGO MAYOR,2024-08-24,2024,8,S2,-15.6687,-69.5211,12.0,0.01897,0.0151,0.0083,0.00604,0.00614,0.00607,0.4285714082984197,-0.2905982781795608,1.256291307530377,0.5496688377702756,0.7959936322618012,2.285541893308206
E51,LAGO MAYOR,2024-08-24,2024,8,S2,-15.7371,-69.6038,11.5,0.0183,0.01478,0.00817,0.0062,0.00444,0.00418,0.4089608956643997,-0.2880174166441213,1.2381595914641685,0.5527739815443856,0.8076502290901514,2.239901806621566
E52,LAGO MAYOR,2024-08-24,2024,8,S2,-15.8028,-69.6843,11.0,0.01678,0.01348,0.00567,0.00388,0.00296,0.00255,0.5529953598504977,-0.40783287687556785,1.244807029316986,0.4206231141970983,0.8033372584423566,2.959435104156066
E53,LAGO MAYOR,2024-08-24,2024,8,S2,-15.8686,-69.7634,9.0,0.02348,0.01892,0.00823,0.00629,0.00467,0.00388,0.5009916500994982,-0.3937384753687486,1.2410147335615893,0.4349894061844923,0.8057921292252074,2.8529765670745366
E58,LAGO MAYOR,2024-08-26,2024,8,S2,-15.9519,-69.5453,9.0,0.01865,0.01679,0.00843,0.00467,0.0045,0.00493,0.5647716419025329,-0.3314829368959977,1.1107801601679477,0.5020845442474959,0.9002680482430001,2.2123366296160585
E59,LAGO MAYOR,2024-08-26,2024,8,S2,-15.8876,-69.4615,10.5,0.01616,0.0131,0.00635,0.00423,0.00389,0.00377,0.5118291683883919,-0.34704368395662294,1.2335876920925426,0.48473278742497805,0.8106435141928519,2.544881488995041
E60,LAGO MAYOR,2024-08-25,2024,8,S2,-15.8271,-69.3776,12.0,0.01762,0.01433,0.00763,0.00538,0.00432,0.00342,0.45408419816924406,-0.30510016825591224,1.2295881905381583,0.5324493696825282,0.8132803170669514,2.309305070864342
E61,LAGO MAYOR,2024-08-25,2024,8,S2,-15.7585,-69.3045,12.0,0.01683,0.01482,0.0082,0.00671,0.00554,0.00478,0.3766836796709856,-0.2875760083589918,1.1356274537363393,0.5533063054449188,0.8805703576607036,2.0524387740928325
E72,LAGO MAYOR,2024-08-25,2024,8,S2,-15.6921,-69.1709,4.8,0.02105,0.02437,0.00852,0.00054,0.00612,0.00681,0.9566438797011692,-0.4819093803007181,0.8637668911051748,0.3496101621005268,1.157719659965812,2.4706569870120907
E76,LAGO MAYOR,2024-08-25,2024,8,S2,-15.8125,-69.0449,12.0,0.01791,0.0149,0.00874,0.00696,0.00534,0.00441,0.36322047743730657,-0.26057528508564787,1.2020133421467556,0.5865771418404603,0.8319374186522939,2.049198850206081
B03,LAGO MAYOR,2024-08-27,2024,8,S2,-15.9948,-69.427,11.0,0.01882,0.01389,0.00682,0.00558,0.00548,0.00487,0.4268104557364943,-0.3413809588903448,1.3549315079242976,0.49100068459318325,0.7380445941527846,2.7595303871656323
E78,LAGO MAYOR,2024-08-27,2024,8,S2,-15.8903,-69.1327,10.5,0.01848,0.0147,0.00883,0.00677,0.00565,0.00455,0.36935256779913517,-0.24946875267876106,1.2571427716229409,0.6006802312462428,0.7954545024104707,2.0928649951455274
E79,LAGO MAYOR,2024-08-27,2024,8,S2,-15.96,-69.2272,9.5,0.01758,0.01581,0.00971,0.00729,0.00664,0.00596,0.3688311528644523,-0.23902820379983533,1.11195438887069,0.6141682090975199,0.8993173549876364,1.8105044479398096
E80,LAGO MAYOR,2024-08-27,2024,8,S2,-16.0316,-69.3198,15.0,0.01502,0.01112,0.00362,0.00176,0.00197,0.00209,0.7267080181127317,-0.5088195041506443,1.3507193029928686,0.32553953907018535,0.7403461557692306,4.14917012453864
E82,LAGO MAYOR,2024-08-28,2024,8,S2,-16.1109,-69.4173,9.0,0.01962,0.01594,0.00875,0.00732,0.00561,0.00483,0.37059327727457964,-0.29121100481121887,1.2308656693308866,0.5489334661898705,0.8124362480919344,2.2422854580245186
E83,LAGO MAYOR,2024-08-28,2024,8,S2,-16.1837,-69.5067,8.5,0.02196,0.01905,0.00951,0.00713,0.00788,0.00736,0.4553093790943705,-0.3340336017495238,1.152755844999693,0.4992125722198124,0.8674862992947951,2.3091480221716068
E88,LAGO MAYOR,2024-08-29,2024,8,S2,-16.2064,-69.3781,9.5,0.01803,0.01473,0.00697,0.00516,0.00549,0.00518,0.4811462804853555,-0.3576036701565129,1.2240325034601154,0.4731839461518027,0.8169716684985209,2.5868002027546337
E94,LAGO MAYOR,2024-08-29,2024,8,S2,-16.251,-69.2884,9.5,0.01662,0.01346,0.00689,0.00662,0.00768,0.00602,0.3406374332351876,-0.3228501069852527,1.2347695962281133,0.5118870347780807,0.8098675806337197,2.4121912319025784
E97,LAGO MAYOR,2024-08-29,2024,8,S2,-16.1757,-69.1958,13.5,0.01356,0.00947,0.00379,0.00248,0.00248,0.00263,0.5849371895450051,-0.42835592546335405,1.4318900283115072,0.4002111509808711,0.6983775296181763,3.5778354675895865
E98,LAGO MAYOR,2024-08-29,2024,8,S2,-16.1056,-69.1103,13.0,0.01335,0.00761,0.00233,0.00069,0.0044,0.00566,0.8337348393090556,-0.5311870692970756,1.7542704659302937,0.3061760438664857,0.5700374104840891,5.729611274844947
E99,LAGO MAYOR,2024-08-30,2024,8,S2,-16.0745,-69.0742,9.5,0.01504,0.01241,0.00596,0.00424,0.00414,0.00388,0.49069066121978017,-0.3511159308047942,1.2119257685797125,0.4802578178680244,0.8251329238608428,2.523489509481626
E100,LAGO MAYOR,2024-08-30,2024,8,S2,-16.0055,-68.9959,11.0,0.01277,0.00741,0.00061,9e-05,0.00315,0.00357,0.9759998698666841,-0.847880193531148,1.7233465960395957,0.08232117647487497,0.5802662035813466,20.934391910832932
E103,LAGO MAYOR,2024-08-30,2024,8,S2,-15.9394,-68.9017,11.0,0.00675,0.00464,0.0,0.0,0.00534,0.00676,0.999999784482805,-0.999999784482805,1.4547410657885633,0.0,0.6874073055692881,6749999.999999999
E105,LAGO MAYOR,2024-08-30,2024,8,S2,-15.9864,-68.8016,8.5,0.02166,0.02831,0.01273,0.00467,0.00673,0.00618,0.7167980376956327,-0.3796296203793952,0.7651006441151309,0.4496644136466121,1.3070174835171984,1.7014924036533854
E113,LAGO MAYOR,2024-08-29,2024,8,S2,-16.2174,-69.1367,13.5,0.01311,0.00901,0.00411,0.00255,0.0026,0.00214,0.5588234810706332,-0.373475581289971,1.4550497830133426,0.45615977179136824,0.6872615799190253,3.1897802457955606
E117,LAGO MAYOR,2024-08-29,2024,8,S2,-16.1653,-69.1027,12.0,0.01572,0.01219,0.00629,0.00516,0.00382,0.00317,0.4051872965309916,-0.319264051987876,1.2895815184920825,0.5159966762923154,0.7754452432922873,2.4992046901105422
E120,LAGO MAYOR,2024-08-30,2024,8,S2,-16.1264,-68.9337,10.5,0.01393,0.00879,0.00289,0.00176,0.002,0.00195,0.6663506477392751,-0.5051369430533439,1.5847552235773354,0.32878267021812635,0.6310121585777345,4.820067536308811
E121,LAGO MAYOR,2024-08-30,2024,8,S2,-16.2068,-68.8643,12.7,0.0139,0.01029,0.00341,0.00195,0.00368,0.00393,0.6813724933519205,-0.5021897443657122,1.3508259134279967,0.33138966653161644,0.7402877165260636,4.076245138931045
E122,LAGO MENOR,2024-08-31,2024,8,S2,-16.2276,-68.8361,11.0,0.01005,0.00539,0.0,0.0,0.00314,0.00491,0.9999998144712774,-0.9999998144712774,1.8645636614909717,0.0,0.5363183545951886,10050000.0
E125,LAGO MENOR,2024-09-01,2024,9,S2,-16.2626,-68.7843,2.5,0.02921,0.04478,0.01223,0.00098,0.00166,0.0016,0.9571678112507034,-0.5709524544649631,0.6523001194216141,0.2731129907746094,1.533036578807375,2.3883890115789854
P02,LAGO MENOR,2024-09-01,2024,9,S2,-16.2135,-68.733,9.5,0.01748,0.01951,0.0059,0.00382,0.0036,0.00299,0.6725246175514523,-0.5356158781733225,0.8959507485417351,0.3024090055146589,1.1161326592601455,2.9627113622523114
P03,LAGO MENOR,2024-09-01,2024,9,S2,-16.2158,-68.6912,3.5,0.01556,0.02821,0.00372,0.0,0.0026,0.00289,0.9999999645515787,-0.766990267241144,0.5515774352507112,0.1318681271936148,1.8129818886258426,4.182794574517587
P04,LAGO MENOR,2024-09-01,2024,9,S2,-16.2544,-68.6012,1.5,0.01101,0.03497,0.00627,0.00031,0.00255,0.00257,0.9824262760083257,-0.695926268285008,0.31484128353327756,0.1792965347641826,3.1762031629243266,1.7559805811833202
E127,LAGO MENOR,2024-09-01,2024,9,S2,-16.218,-68.6226,2.0,0.03663,0.06118,0.01389,0.00621,0.00341,0.00323,0.815699646598907,-0.6299453759165395,0.5987250637671615,0.22703497504029135,1.6702156246187378,2.6371488382182267
E129,LAGO MENOR,2024-08-31,2024,8,S2,-16.3339,-68.7808,4.5,0.01905,0.03743,0.0137,0.00257,0.00176,0.00159,0.8714999782125005,-0.46411108030293213,0.5089500264774239,0.3660165544745778,1.964829293184814,1.3905108474079675
E135,LAGO MENOR,2024-08-31,2024,8,S2,-16.2659,-69.0601,4.0,0.01607,0.01671,0.0078,0.00503,0.00465,0.00472,0.5372584849467118,-0.36352507696756114,0.961699523536833,0.4667863275412132,1.039825697583964,2.060256146121007
E138,LAGO MENOR,2024-08-31,2024,8,S2,-16.4011,-68.8334,4.5,0.02133,0.03814,0.01385,0.00462,0.00297,0.00266,0.7839101781124842,-0.4672052227888974,0.559255360271228,0.36313580589575756,1.7880918055278106,1.540072090969524
P15,LAGO MENOR,2024-08-31,2024,8,S2,-16.3119,-68.8495,4.0,0.01241,0.02183,0.00079,0.0,0.00335,0.00426,0.9999999541914817,-0.9301502683399528,0.5684837119338657,0.03618872944623319,1.759065128197814,15.708840874884967
E142,LAGO MENOR,2024-08-31,2024,8,S2,-16.4515,-68.998,4.0,0.01884,0.02229,0.00797,0.00338,0.00226,0.00198,0.7366575482408434,-0.4732319737861212,0.8452220347589935,0.35755942765547655,1.183120956309928,2.36386419524916
E145,LAGO MENOR,2024-09-02,2024,9,S2,-16.5139,-68.977,3.5,0.02033,0.02436,0.0081,0.00375,0.00246,0.00232,0.7331910091358588,-0.5009241989856993,0.8345648261672897,0.3325123016210057,1.1982291589656096,2.5098762333486135
P10,LAGO MENOR,2024-09-02,2024,9,S2,-16.5821,-68.8723,3.0,0.0152,0.02351,0.00848,0.00401,0.00294,0.00316,0.7085755556476906,-0.46983430853909636,0.6465333625464329,0.3606975601574836,1.5467104245585248,1.7924526188145498
E40,LAGO MAYOR,2013-10-10,2013,10,LS,-15.9142,-69.6607,5.0,0.04343,0.06006,0.0521,0.08916,0.08106,0.06362,-0.19501407187364914,-0.07097004216324856,0.7231102110704261,0.8674658530225465,1.3829150038472253,0.8335892354397461
E41,LAGO MAYOR,2013-10-10,2013,10,LS,-15.8575,-69.5897,7.0,0.01755,0.0264,0.01764,0.05327,0.0499,0.03415,-0.3372662189372886,-0.19891007722729165,0.6647727020919431,0.6681817928719018,1.5042734185599191,0.9948979027835656
E42,LAGO MAYOR,2013-10-10,2013,10,LS,-15.7993,-69.5168,8.5,0.01957,0.02689,0.01904,0.0542,0.05006,0.03397,-0.3367862826885401,-0.17091225406243732,0.7277798167430339,0.7080698881342549,1.3740418306570348,1.027836080470794
E43,LAGO MAYOR,2013-10-10,2013,10,LS,-15.744,-69.4477,6.5,0.02309,0.0263,0.01785,0.05154,0.04503,0.02847,-0.3242548776431799,-0.1913929741473845,0.8779467346788313,0.6787071985282435,1.139021171978295,1.2935573505009887
E44,LAGO MAYOR,2013-10-10,2013,10,LS,-15.6857,-69.3748,8.0,0.03124,0.04245,0.03548,0.07002,0.06399,0.04757,-0.24513203302985653,-0.08943923919621154,0.7359245998604335,0.8358068118773424,1.3588347836480543,0.8804960292983082
E45,LAGO MAYOR,2013-10-10,2013,10,LS,-15.6276,-69.302,9.0,0.06241,0.07406,0.07177,0.10381,0.08495,0.06417,-0.16725698449847087,-0.015703215965828597,0.8426951006927478,0.9690791119487022,1.1866687840623493,0.8695833792729082
E47,LAGO MAYOR,2013-10-11,2013,10,LS,-15.7629,-69.3059,7.0,0.035,0.04587,0.03803,0.07126,0.06602,0.04872,-0.21676769216453776,-0.09344457576347347,0.7630259262475273,0.8290821707198132,1.3105713911265315,0.9203260341749663
E48,LAGO MAYOR,2013-10-11,2013,10,LS,-15.8221,-69.3801,8.1,0.00191,0.01732,0.00787,0.04698,0.04713,0.03135,-0.4612752649879431,-0.37514885370588114,0.1102771298916207,0.45438796452725383,9.068058079550743,0.24269374298681792
E49,LAGO MAYOR,2013-10-11,2013,10,LS,-15.8882,-69.4619,7.5,0.02862,0.04205,0.03294,0.06891,0.06305,0.04719,-0.2420692119496286,-0.12148286276193009,0.6806182953479597,0.783353132381614,1.469252219802508,0.8688524326395741
E50,LAGO MAYOR,2013-10-11,2013,10,LS,-15.9464,-69.5329,5.7,0.02849,0.03401,0.02382,0.05708,0.0517,0.03365,-0.2532659978782962,-0.17620611834331454,0.8376947710175017,0.7003822199240748,1.1937521518514513,1.196053686143842
E51,LAGO MAYOR,2013-10-12,2013,10,LS,-15.9831,-69.4194,7.0,0.02673,0.03243,0.02426,0.05735,0.05206,0.03463,-0.2775673838542283,-0.14411712569911578,0.8242367923454581,0.7480727490572695,1.2132435011880471,1.1018136396614329
E52,LAGO MAYOR,2013-10-12,2013,10,LS,-15.9384,-69.3637,6.8,0.02321,0.03772,0.02915,0.06603,0.06153,0.04573,-0.27286746724947025,-0.1281591127836232,0.6153234195301321,0.7727995553340521,1.6251614982696465,0.7962263877795408
E53,LAGO MAYOR,2013-10-12,2013,10,LS,-15.8862,-69.2987,8.0,0.02093,0.02701,0.01855,0.05237,0.04644,0.02991,-0.3194759344989174,-0.18568919697784902,0.774898157167784,0.6867826476570661,1.2904920549215453,1.1283018259675566
E54,LAGO MAYOR,2013-10-12,2013,10,LS,-15.8353,-69.2353,8.1,0.03167,0.04304,0.03501,0.06944,0.0635,0.04693,-0.2347083905164617,-0.10288276613859366,0.7358271204501132,0.8134293491303589,1.3590147976313611,0.9045986602513949
E55,LAGO MAYOR,2013-10-12,2013,10,LS,-15.7906,-69.1805,8.0,0.03631,0.04964,0.04233,0.07545,0.07231,0.05404,-0.20633143971275533,-0.07948243906184145,0.7314665444910045,0.8527397088489181,1.36711645918159,0.8577840572222052
E56,LAGO MAYOR,2013-10-12,2013,10,LS,-15.7456,-69.1236,5.5,0.02401,0.03467,0.0272,0.06202,0.05976,0.04175,-0.2828627543400274,-0.12073702730342613,0.6925295444900622,0.7845399254531317,1.443981614161532,0.8827205557823325
E57,LAGO MAYOR,2013-10-12,2013,10,LS,-15.8116,-69.0456,8.0,0.05586,0.06067,0.05672,0.08687,0.07392,0.05159,-0.17757896043392327,-0.033648521733976325,0.9207186266570195,0.9348936717505576,1.0861081080181147,0.984837782354764
E58,LAGO MAYOR,2013-10-12,2013,10,LS,-15.885,-69.1365,9.0,0.03505,0.04658,0.03872,0.07111,0.06782,0.0502,-0.2084289216719439,-0.09214536820462647,0.7524688546056493,0.8312580328197072,1.328958592611738,0.9052169187702243
E60,LAGO MAYOR,2013-10-13,2013,10,LS,-16.0334,-69.32,7.0,0.02414,0.02512,0.01758,0.04946,0.04109,0.02344,-0.3263609503035539,-0.17658079211754588,0.9609872228906361,0.6998407364713082,1.0405964771915295,1.3731512301961761
E61,LAGO MAYOR,2013-10-13,2013,10,LS,-16.1084,-69.4127,6.0,0.02783,0.04553,0.03587,0.0719,0.06977,0.0516,-0.2245593100182295,-0.11867321721531676,0.6112453193225276,0.7878321812468223,1.636004253108004,0.7758572407065168
E62,LAGO MAYOR,2013-10-13,2013,10,LS,-16.177,-69.4757,7.0,0.07322,0.0825,0.07827,0.11023,0.09461,0.07125,-0.14388003868686738,-0.02631087873166087,0.8875151407573921,0.9487272612275484,1.1267413121177097,0.9354797376328127
E63,LAGO MAYOR,2013-10-13,2013,10,LS,-16.1566,-69.3562,7.0,0.02261,0.02833,0.02027,0.05442,0.04919,0.0318,-0.31528700525332926,-0.16584361798675684,0.7980938652278904,0.7154959154431374,1.2529853492708825,1.1154414841913427
E64,LAGO MAYOR,2013-10-13,2013,10,LS,-16.2292,-69.2727,7.0,0.02052,0.0268,0.01954,0.05469,0.0498,0.03252,-0.3422505786936976,-0.15666810192774927,0.7656716132212085,0.7291044504065503,1.3060428213429425,1.0501534774742336
E65,LAGO MAYOR,2013-10-14,2013,10,LS,-16.1167,-69.2402,7.0,0.02139,0.02956,0.02044,0.05553,0.04862,0.03266,-0.3052062486166853,-0.18239999635200005,0.7236129660482759,0.6914749427782496,1.3819541195907379,1.0464774439101054
E66,LAGO MAYOR,2013-10-14,2013,10,LS,-16.2076,-69.1457,6.5,0.02412,0.03388,0.02537,0.06241,0.05755,0.04117,-0.2962924468138701,-0.14362868955900948,0.7119244181840491,0.7488193403536204,1.404643391183939,0.9507291702511166
E67,LAGO MAYOR,2013-10-14,2013,10,LS,-16.0704,-69.1489,7.0,-0.07859,-0.02008,-0.02873,0.02874,0.04073,0.02544,-5.63741274394772,0.1772177868719071,3.913844816426534,1.4307769636841117,0.2555032479387104,2.7354682469707012
E68,LAGO MAYOR,2013-10-14,2013,10,LS,-16.0033,-69.1365,7.2,0.03113,0.04387,0.0354,0.07057,0.06544,0.0493,-0.2333100294188218,-0.10685000495963155,0.7095965190427054,0.8069295462290963,1.4092514805894159,0.8793785062322457
E69,LAGO MAYOR,2013-10-14,2013,10,LS,-15.9483,-69.0667,6.5,0.04046,0.05293,0.0445,0.0779,0.07071,0.05409,-0.1908583643594102,-0.08652365712281991,0.7644058045644097,0.8407330277586808,1.3082056028619473,0.9092134627143044
E70,LAGO MAYOR,2013-10-14,2013,10,LS,-15.8933,-68.9958,6.0,0.03262,0.04558,0.03694,0.07219,0.06717,0.04953,-0.2259488814982688,-0.1047018891819936,0.7156647495466268,0.810443159051269,1.3973022257111518,0.883053576528057
E71,LAGO MAYOR,2013-10-14,2013,10,LS,-15.9833,-68.8583,5.0,0.04382,0.05393,0.04777,0.07973,0.07245,0.0535,-0.19302708220090464,-0.06057030422251421,0.8125347522244623,0.8857778437645496,1.230716539691544,0.9173121013750868
E72,LAGO MAYOR,2013-10-15,2013,10,LS,-16.0383,-68.9258,6.0,0.02554,0.0282,0.02127,0.05424,0.04571,0.02857,-0.3158660805935701,-0.14008489710764305,0.9056737267491587,0.7542552924022946,1.1041503091562135,1.200752176739437
E73,LAGO MAYOR,2013-10-15,2013,10,LS,-16.0577,-69.036,5.5,0.02409,0.02489,0.0193,0.05238,0.04389,0.02639,-0.35576549300161137,-0.1264992051029824,0.9678585388566276,0.7754117808191331,1.0332087574425588,1.2481864638245355
E74,LAGO MAYOR,2013-10-15,2013,10,LS,-16.1232,-68.9602,8.4,0.01962,0.02226,0.01492,0.04862,0.04284,0.02557,-0.37189615728137476,-0.1974179613389467,0.8814015776549157,0.6702605269424741,1.1345565170970175,1.3150133166881155
E75,LAGO MAYOR,2013-10-15,2013,10,LS,-16.1806,-68.8926,6.0,0.03648,0.03556,0.02909,0.06141,0.05191,0.03386,-0.26657728919689294,-0.10007733797250831,1.0258717371802097,0.8180539702459514,0.9747806750334246,1.2540391456157047
E76,LAGO MENOR,2013-10-15,2013,10,LS,-16.232,-68.8295,5.5,0.06981,0.07871,0.07333,0.09989,0.08862,0.06603,-0.11858902509188678,-0.03538542465544969,0.886926681655105,0.9316478092790268,1.1274888822877973,0.9519978051002617
E77,LAGO MENOR,2013-10-15,2013,10,LS,-16.1883,-68.7958,5.0,0.04928,0.0567,0.05023,0.07862,0.0704,0.04989,-0.1619864014041797,-0.060506873089807636,0.8691357871404622,0.8858906369331456,1.1505681584706138,0.9810869802690229
E79,LAGO MENOR,2013-10-15,2013,10,LS,-16.2425,-68.7686,5.4,0.02316,0.03828,0.03082,0.06291,0.06069,0.0424,-0.24340349596399344,-0.10795947745355318,0.6050156581761844,0.805120146156736,1.6528496695660766,0.7514600664678759
E80,LAGO MENOR,2013-10-15,2013,10,LS,-16.2703,-68.8273,5.1,0.03188,0.03916,0.01657,0.0432,0.03427,0.01681,-0.049052937723980866,-0.4053472024879382,0.8140959955542391,0.42313584210582633,1.2283562977303546,1.9239588458685064
E81,LAGO MENOR,2013-10-15,2013,10,LS,-16.3066,-68.8716,4.5,0.04604,0.04595,0.03426,0.06374,0.05167,0.03201,-0.16218433620034342,-0.14574242431439438,1.0019586289018796,0.7455930196824152,0.9980451564282112,1.34384117501923
E82,LAGO MENOR,2013-10-16,2013,10,LS,-16.2682,-68.9598,5.5,0.02322,0.02253,0.01267,0.04459,0.03518,0.01745,-0.3286650725765036,-0.28011362840586285,1.030625786479104,0.562361271089158,0.9702841959395265,1.8326754670342962
E83,LAGO MENOR,2013-10-16,2013,10,LS,-16.313,-69.0149,6.0,0.01951,0.03512,0.02579,0.06159,0.05762,0.03901,-0.2737048880808098,-0.1531768157416382,0.5555239021775654,0.734339386835439,1.8001024192669186,0.75649473608008
E84,LAGO MENOR,2013-10-15,2013,10,LS,-16.3419,-68.9102,6.0,0.02149,0.02266,0.01268,0.04549,0.0375,0.02006,-0.33499632670585,-0.2823995392643028,0.9483671249617333,0.5595763212896593,1.0544438783413739,1.6947948190224906
E85,LAGO MENOR,2013-10-16,2013,10,LS,-16.4203,-68.9214,6.3,0.02562,0.02605,0.01498,0.04676,0.03766,0.01973,-0.28443894678699433,-0.2698025768997666,0.9834932443956529,0.5750479625701358,1.0167837229982934,1.710280259660864
E87,LAGO MENOR,2013-10-16,2013,10,LS,-16.4964,-68.971,6.0,0.02742,0.0301,0.01815,0.04983,0.04196,0.02408,-0.24684098277441535,-0.2476683886493598,0.9109634248849361,0.6029900131897006,1.097738836698073,1.5107437184163242
E03,BAHIA PUNO,2014-07-19,2014,7,LS,-15.8461,-69.9271,6.0,0.02551,0.0217,0.01321,0.04345,0.0311,0.01237,-0.333844968014659,-0.24319678478382176,1.175575982692351,0.608755732315404,0.8506467718288212,1.9311126471527142
E07,BAHIA PUNO,2014-07-19,2014,7,LS,-15.7682,-69.8518,7.0,0.02485,0.02202,0.0131,0.04385,0.03279,0.01428,-0.3314103486957591,-0.25398632534207505,1.1285194764523399,0.5949136877877526,0.886116664542589,1.896946420080426
E08,BAHIA PUNO,2014-07-20,2014,7,LS,-15.7236,-69.8072,6.5,0.02694,0.02786,0.01397,0.04425,0.03184,0.01325,-0.2272916346236079,-0.332058323402861,0.9669777111637576,0.5014357321810577,1.0341499244933214,1.9284179006143236
E09,LAGO MAYOR,2014-07-20,2014,7,LS,-15.7954,-69.7922,8.0,0.0242,0.02231,0.01517,0.04743,0.03621,0.01788,-0.36019500487245476,-0.19050159577103534,1.084715325651487,0.679964111162523,0.9219007883512071,1.5952536852172918
E10,LAGO MAYOR,2014-07-20,2014,7,LS,-15.774,-69.74,8.5,0.02252,0.01927,0.01234,0.04416,0.03307,0.01464,-0.39240106586156287,-0.21923441255190088,1.1686558812321806,0.6403736045472962,0.8556837985930819,1.824959333471691
