observed,predicted_unbounded,predicted_bounded
13.0,10.35877357339848,8.738802786399253
14.0,9.65543485568303,8.675953328147916
5.5,6.920252335227221,8.340126017021234
11.0,7.145783734553292,8.375676853870033
5.0,5.2296509319973765,7.98982383299942
5.0,6.945854767027618,8.34426017991755
5.0,7.137244657405971,8.374365487979727
5.5,6.700343811077509,8.303508050515294
5.0,5.631740557286915,8.090409080015249
9.5,9.47873400938682,8.659037608589369
11.0,9.445760307039254,8.655826489707946
11.0,7.731707014998545,8.459827045341834
8.5,6.067709493967227,8.18543777070853
10.5,9.355566658320061,8.646952845152228
12.7,9.004004542946163,8.611041712985783
9.8,7.639540993498798,7.75319018337336
8.8,7.6680237507389215,7.783571172631929
9.8,7.450935325336324,7.549387668938858
4.6,5.5423228330111485,5.176522495737254
9.0,7.081740360754702,7.1365832554756325
10.2,8.610956370509879,8.735549760641694
12.5,7.273283527981823,7.353111306227737
13.5,7.306889044995512,7.390569382232278
11.5,7.4431086240877855,7.54082989056383
10.5,8.641842156527018,8.765092972012086
11.5,8.032221802063525,8.1632735006797
6.0,7.800949124105975,7.924016346063115
6.6,8.216611355434354,8.349579794326125
4.2,6.412353654759586,6.336169058569927
9.0,7.664629156347542,7.779955717849736
10.3,10.741641149326252,10.575655883150914
9.5,9.865472711484458,9.863839195548605
11.0,8.894159211458232,9.002882374357503
10.0,9.514689205588184,9.562311016977599
10.2,8.052246247200623,8.18369353384856
8.5,9.413442103824739,9.47337098220192
9.0,8.695280118421485,8.815980428778563
3.0,6.051575956547782,5.873305378638066
6.1,7.745472675880886,7.865667428891492
7.0,7.585625712534833,7.69539972360948
6.0,5.602381582848378,5.2615649700541836
11.0,5.188591822156393,4.658596123859703
12.0,8.869036988400286,8.979485859477753
12.0,8.13496322808925,8.267557686317508
11.0,9.118266150463391,9.208950461247744
10.0,8.675334089269814,8.797019980669713
9.0,8.797530505955736,8.912556942320824
11.0,9.18491393756604,9.269335640049151
11.0,8.799614114172225,8.914514212451179
11.0,9.061281993365078,9.15699808391262
6.0,5.869353756798413,5.630142123129534
11.0,3.916181556668146,2.4991534457811113
11.0,4.760365684102714,3.988671360244517
9.0,6.590192551027572,6.555856039947955
8.5,6.693697676925138,6.681291573065793
7.0,7.291040276784764,7.372923106007655
5.5,7.119109296784122,7.179237281716997
8.0,10.44541332653947,10.341230716804985
15.0,11.07430455196231,10.831843875238857
16.0,10.825844226973688,10.641193340073633
5.0,7.562551410193871,7.670553233262532
10.0,9.50468253522389,9.553559686524617
14.0,10.589098875467831,10.45570060644925
14.0,10.444928178594362,10.340841740725235
16.0,9.601741877196957,9.638086524825654
14.0,9.261625130024255,9.338341470423819
14.0,9.888664891951732,9.883423758185542
9.5,9.251098394577252,9.328903324651803
9.5,9.34087422197393,9.409079757024909
13.5,11.136108437645756,10.878647786685328
13.0,14.768103320639442,13.273487522515897
13.5,11.366523786251522,11.05102881584642
12.0,9.81157121883004,9.81815718590639
3.5,6.471528668286533,6.40986574292315
3.0,5.413466833008157,4.991298550913986
7.0,6.409124355308084,6.3321298626904765
6.8,5.2529571419012475,4.755092552649693
8.0,6.118126373009224,5.960498040083443
8.1,5.895817707246762,5.665867395293345
8.0,5.871441372896954,5.632965486470965
5.5,5.657561652569941,5.338995555492476
8.0,7.012996593711111,7.057585519303349
9.0,5.989645141666044,5.791398582111096
11.4,10.31028473829741,10.232234804636258
10.4,9.69463380927862,9.718248356427468
11.6,8.008354363173206,8.1388739571905
10.8,2.1226894908050173,0.05
11.5,9.211695287332699,9.293486972233753
13.0,9.356101303738374,9.422608199898262
11.0,9.616237035535761,9.650642279420522
10.5,8.825242469320253,8.938553909018655
9.5,9.532010356556809,9.577439169119927
9.2,9.349577712271152,9.416814825904828
10.0,9.766674773081021,9.779929485850005
9.0,9.913582455948795,9.904417999275568
10.0,9.965070732535988,9.9476450210092
10.0,10.179200444563712,10.125226288141395
9.0,10.00310698703965,9.979445758942365
8.0,9.249950264895382,9.327873327229272
8.0,9.214612523760774,9.296113822023507
9.0,9.552650627129196,9.595433118842585
11.0,9.764467204043072,9.778045631844785
7.0,9.61077974775542,9.645917211255002
9.5,9.497949012573956,9.547666100076242
9.0,9.250227948785382,9.328122450726061
7.5,9.937997969343247,9.924941911224733
9.8,9.689486405093366,9.713824973113939
8.8,9.347029814185948,9.41455111489797
9.8,9.013299970466342,9.113019502835032
4.6,6.11356703103665,5.9545514073785615
9.0,9.29392847050341,9.367242715763977
10.2,9.971089844657694,9.952684862492548
12.5,9.253846250810783,9.331367973235118
