observed,predicted_unbounded,predicted_bounded
9.0,10.014635182239829,8.751500429597558
11.0,9.306677374828135,8.663914625121064
12.0,9.60055770062394,8.701648033224116
11.5,9.46148310915495,8.684049557641378
11.0,9.512257424241678,8.690527098062072
9.0,9.48326107822748,8.68683538546834
11.0,10.390184396392632,8.79372423072363
10.5,9.6071338923814,8.702469069469467
9.5,8.542711799753585,8.555009879029772
15.0,10.355292951653567,8.789912183575998
9.0,9.406052963540777,8.676907522710676
8.5,8.830558587069568,8.598048877524073
8.0,9.663528907331614,8.709469672542138
10.5,8.374789380849904,8.52864531381793
12.0,10.33973679143623,8.788205517811049
12.4,10.087465327842114,8.759900121954585
8.5,7.858483562924824,8.440976549690202
9.4,9.165613880001867,8.64504116835575
10.0,10.088050652639176,8.75996720461945
10.2,9.862531317136094,8.733612037438974
10.6,10.247871456862944,8.778036617898675
9.5,9.767294595439775,8.722165392252103
8.0,9.45880558286369,8.683706267342245
10.0,9.574868667382551,8.698431264456422
11.0,9.820708764726794,8.72860914753797
11.0,8.659796691569365,8.572832896510523
11.0,9.13812896153851,8.641303276970444
7.4,8.655962139876271,8.572256214130446
10.0,8.824770807904525,8.597208794736092
10.2,9.504580066366428,8.689551578646274
10.0,9.432437001070227,8.680316302578436
10.6,9.495469467713368,8.688392139739847
11.2,9.205786974953348,8.650468670262326
11.0,8.966540137277757,8.617502768694381
10.0,8.951474637817608,8.615373837611964
10.2,9.558535608291391,8.696378139529417
9.5,9.294143465433178,8.66225835043708
8.0,8.354478205074066,8.525389627760864
7.0,8.89543858844196,8.607398046683706
8.0,8.689490666916155,8.57728279921694
10.0,8.978007060796868,8.619118851199035
10.0,9.007665285984954,8.62328147851962
9.0,9.141654318828676,8.641783843900681
6.0,7.539562841082249,8.381080960569697
10.0,9.655972250296315,8.70853578913509
11.0,9.943461187861265,8.743189008101178
10.0,10.003238909588847,8.750176505229886
9.0,9.212606026442788,8.651385741613876
9.0,9.644758129169663,8.707147536040019
9.0,9.69443051787087,8.713275343016129
10.0,9.826651643690242,8.729322305460144
10.5,9.326045035492594,8.666466146236276
9.0,9.644793446869082,8.70715191264232
11.0,9.365162620938953,8.671590937829277
2.2,7.371202247239431,8.347410577793054
10.5,9.144245449314573,8.64213684787396
8.5,8.345074250428347,8.523877257534313
9.5,9.160748434469433,8.64438094141657
7.0,9.129772389124753,8.640162803322442
7.0,9.812869066879866,8.727667216173883
5.0,8.721098676622502,8.581989025775783
8.5,10.002939561447239,8.750141694265974
6.0,7.947879723235804,8.456930271017272
9.0,10.191223584772644,8.771687766174791
9.5,9.777371615602359,8.723385759274608
8.5,8.745555444004633,8.585609119402843
6.5,7.740009516602429,8.419286829357976
3.5,7.527662147943183,8.378749913772218
11.0,10.05061877875082,8.75566365677382
14.5,10.246362410001986,8.777868271968615
12.8,10.265989619254723,8.780054524494489
11.9,9.862838311722701,8.73364862413543
10.2,10.209300962703677,8.773720375469273
5.5,9.89564470248385,8.737547011959535
6.5,7.916261141860216,8.451327105612823
6.5,6.439070667489984,8.128295839576094
7.0,7.562114088407453,8.385478362021814
1.5,6.952256805868395,8.25650242143765
11.0,10.008107339137336,8.750742398150615
13.0,10.663894130199875,8.822889162044097
11.0,10.583922893860333,8.814500489294447
13.5,10.39070746884521,8.793781212326538
13.0,10.617060333461634,8.817989473707078
4.0,8.504590650517272,8.54910937680647
13.0,9.691226798220647,8.712881778561513
13.0,10.197121638159176,8.772351620408916
8.0,8.879457574100286,8.605106706897788
8.0,8.79064258595227,8.592234692382124
1.5,6.743577050764363,8.206871752940406
8.0,9.075480483172598,8.632707371181969
10.0,7.925794322801485,8.453021001388153
3.5,7.37592850644785,8.348376620203219
8.0,6.82347158000596,8.22624928312804
9.5,9.666960755630237,8.709893372104975
10.0,9.68971348376506,8.712695794545203
12.0,9.742231628461035,8.719120610133224
6.0,8.84638806005537,8.600341382368002
11.0,8.928943769880235,8.61217784194554
8.0,8.627020279901535,8.567888436408772
10.0,8.98249932965415,8.619750949832074
9.0,8.481217513173792,8.545467357279076
10.0,10.01159170485172,8.751147118883349
9.0,8.967517727076082,8.617640690180695
9.0,9.055038435230651,8.629879435305398
8.0,7.704143156083209,8.412593163621924
10.5,10.338248663701393,8.788042025199799
10.0,10.289369271774511,8.782649421363566
12.5,10.446224805141945,8.799801365994979
9.0,9.457520823379822,8.683541485098889
11.0,10.183574122471688,8.77082579787136
12.0,10.218080263007124,8.77470528494615
11.5,10.034572365096865,8.753810308936421
11.0,9.912610386884069,8.739554247238855
9.0,9.243822317100964,8.655568485467489
11.0,9.512231455377245,8.690523800683275
10.5,9.102904562870872,8.636483259391495
9.5,8.940987482917748,8.613888051248221
15.0,9.802858131988426,8.726462504259041
9.0,9.219255039348994,8.652278777968476
8.5,8.692677446352855,8.577758710189102
