feature,value,shap,label
NDTI,-0.322506,0.051829,NDTI
NDTI,-0.374175,-0.080483,NDTI
NDTI,-0.397987,-0.079450,NDTI
NDTI,-0.297035,0.081810,NDTI
NDTI,-0.304214,0.036632,NDTI
NDTI,-0.336503,-0.020394,NDTI
NDTI,-0.318649,0.058968,NDTI
NDTI,-0.315152,0.056096,NDTI
NDTI,-0.271889,0.160802,NDTI
NDTI,-0.313933,0.180715,NDTI
NDTI,-0.238222,0.075999,NDTI
NDTI,-0.325259,0.027671,NDTI
NDTI,-0.258220,0.145879,NDTI
NDTI,-0.305585,0.192148,NDTI
NDTI,-0.393042,-0.153913,NDTI
NDTI,-0.430913,-0.121081,NDTI
NDTI,-0.432602,-0.165958,NDTI
NDTI,-0.320459,0.061951,NDTI
NDTI,-0.285076,0.110656,NDTI
NDTI,-0.327554,0.066858,NDTI
NDTI,-0.521739,-0.121529,NDTI
NDTI,-0.792517,-0.060949,NDTI
NDTI,-0.575299,-0.065533,NDTI
NDTI,-0.628328,-0.120339,NDTI
NDTI,-0.558795,-0.059830,NDTI
NDTI,-0.434454,-0.048083,NDTI
NDTI,-0.303943,-0.074393,NDTI
NDTI,-0.346472,-0.094558,NDTI
NDTI,-0.420614,-0.057819,NDTI
NDTI,-0.324949,-0.063845,NDTI
NDTI,-0.337624,-0.077573,NDTI
NDTI,-0.441771,-0.093577,NDTI
NDTI,-0.413247,-0.060375,NDTI
NDTI,-0.535956,-0.007476,NDTI
NDTI,-0.460287,-0.159145,NDTI
NDTI,-0.484975,-0.164763,NDTI
NDTI,-0.477525,-0.164885,NDTI
NDTI,-0.462719,-0.085201,NDTI
NDTI,-0.599732,-0.190378,NDTI
NDTI,-0.962114,-0.130829,NDTI
NDTI,-0.647876,-0.101816,NDTI
NDTI,-0.497447,-0.076537,NDTI
NDTI,-0.509499,-0.176897,NDTI
NDTI,-0.508809,-0.207773,NDTI
NDTI,-0.489629,-0.171287,NDTI
NDTI,-0.445920,-0.157112,NDTI
NDTI,-0.678683,-0.104336,NDTI
NDTI,-0.529695,-0.174946,NDTI
NDTI,-0.484671,-0.124529,NDTI
NDTI,-0.415929,-0.165936,NDTI
NDTI,-0.386570,-0.151797,NDTI
NDTI,-0.273672,0.219684,NDTI
NDTI,-0.290598,0.161101,NDTI
NDTI,-0.288017,0.172994,NDTI
NDTI,-0.407833,-0.206585,NDTI
NDTI,-0.393738,-0.167608,NDTI
NDTI,-0.331483,-0.054625,NDTI
NDTI,-0.347044,-0.114689,NDTI
NDTI,-0.305100,0.030680,NDTI
NDTI,-0.287576,-0.035515,NDTI
NDTI,-0.481909,-0.060208,NDTI
NDTI,-0.260575,0.061362,NDTI
NDTI,-0.341381,-0.070946,NDTI
NDTI,-0.249469,0.189322,NDTI
NDTI,-0.239028,0.081443,NDTI
NDTI,-0.508820,-0.123900,NDTI
NDTI,-0.291211,0.172749,NDTI
NDTI,-0.334034,-0.116754,NDTI
NDTI,-0.357604,-0.090386,NDTI
NDTI,-0.322850,0.021083,NDTI
NDTI,-0.428356,-0.033114,NDTI
NDTI,-0.531187,-0.037303,NDTI
NDTI,-0.351116,-0.125682,NDTI
NDTI,-0.847880,-0.185449,NDTI
NDTI,-1.000000,-0.190762,NDTI
NDTI,-0.379630,-0.084190,NDTI
NDTI,-0.373476,-0.044394,NDTI
NDTI,-0.319264,0.088969,NDTI
NDTI,-0.505137,-0.131621,NDTI
NDTI,-0.502190,-0.118050,NDTI
NDTI,-1.000000,-0.066959,NDTI
NDTI,-0.570952,-0.056358,NDTI
NDTI,-0.535616,-0.058005,NDTI
NDTI,-0.766990,-0.001796,NDTI
NDTI,-0.695926,-0.005544,NDTI
NDTI,-0.629945,0.007428,NDTI
NDTI,-0.464111,-0.061789,NDTI
NDTI,-0.363525,-0.051554,NDTI
NDTI,-0.467205,-0.058629,NDTI
NDTI,-0.930150,-0.115098,NDTI
NDTI,-0.473232,-0.072732,NDTI
NDTI,-0.500924,-0.057135,NDTI
NDTI,-0.469834,-0.045466,NDTI
NDTI,-0.070970,0.234292,NDTI
NDTI,-0.198910,0.111709,NDTI
NDTI,-0.170912,0.089456,NDTI
NDTI,-0.191393,0.065098,NDTI
NDTI,-0.089439,0.257995,NDTI
NDTI,-0.015703,0.245641,NDTI
NDTI,-0.093445,0.355814,NDTI
NDTI,-0.375149,-0.073324,NDTI
NDTI,-0.121483,0.137545,NDTI
NDTI,-0.176206,0.068729,NDTI
NDTI,-0.144117,0.144031,NDTI
NDTI,-0.128159,0.162175,NDTI
NDTI,-0.185689,0.067739,NDTI
NDTI,-0.102883,0.196024,NDTI
NDTI,-0.079482,0.208232,NDTI
NDTI,-0.120737,0.155550,NDTI
NDTI,-0.033649,0.205823,NDTI
NDTI,-0.092145,0.218739,NDTI
NDTI,-0.176581,0.172873,NDTI
NDTI,-0.118673,0.153993,NDTI
NDTI,-0.026311,0.366044,NDTI
NDTI,-0.165844,0.068697,NDTI
NDTI,-0.156668,0.078156,NDTI
NDTI,-0.182400,0.080484,NDTI
NDTI,-0.143629,0.100102,NDTI
NDTI,0.177218,0.148955,NDTI
NDTI,-0.106850,0.185819,NDTI
NDTI,-0.086524,0.361012,NDTI
NDTI,-0.104702,0.247330,NDTI
NDTI,-0.060570,0.353397,NDTI
NDTI,-0.140085,0.186860,NDTI
NDTI,-0.126499,0.220929,NDTI
NDTI,-0.197418,0.048834,NDTI
NDTI,-0.100077,0.466448,NDTI
NDTI,-0.035385,0.365447,NDTI
NDTI,-0.060507,0.353955,NDTI
NDTI,-0.107959,0.183249,NDTI
NDTI,-0.405347,-0.097605,NDTI
NDTI,-0.145742,0.190233,NDTI
NDTI,-0.280114,-0.070212,NDTI
NDTI,-0.153177,0.116485,NDTI
NDTI,-0.282400,-0.112755,NDTI
NDTI,-0.269803,-0.073800,NDTI
NDTI,-0.247668,-0.052425,NDTI
NDTI,-0.243197,-0.037260,NDTI
NDTI,-0.253986,-0.044940,NDTI
NDTI,-0.332058,-0.027370,NDTI
NDTI,-0.190502,0.169422,NDTI
NDTI,-0.219234,0.012323,NDTI
NDTI,-0.216123,0.049530,NDTI
NDTI,-0.273142,-0.128557,NDTI
NDTI,-0.237705,0.007906,NDTI
NDTI,-0.219226,0.064699,NDTI
NDTI,-0.096300,0.187599,NDTI
NDTI,-0.205374,0.055051,NDTI
NDTI,-0.193004,0.046604,NDTI
NDTI,-0.196653,0.054054,NDTI
NDTI,-0.098805,0.254564,NDTI
NDTI,-0.199017,0.039697,NDTI
NDTI,-0.185872,0.035298,NDTI
NDTI,-0.198092,0.029601,NDTI
NDTI,-0.201563,0.069466,NDTI
NDTI,-0.192626,-0.005175,NDTI
NDTI,-0.192810,0.008886,NDTI
NDTI,-0.205711,0.035721,NDTI
NDTI,-0.178215,0.077941,NDTI
NDTI,-0.220930,0.001726,NDTI
NDTI,-0.232341,0.027186,NDTI
NDTI,-0.096928,0.236015,NDTI
NDTI,-0.233225,-0.014665,NDTI
NDTI,-0.191694,0.021346,NDTI
NDTI,-0.195357,-0.010735,NDTI
NDTI,-0.173657,0.059690,NDTI
NDTI,-0.165273,0.121501,NDTI
NDTI,-0.198663,0.043493,NDTI
NDTI,-0.181429,0.080355,NDTI
NDTI,-0.197690,0.057185,NDTI
NDTI,-0.169811,0.146795,NDTI
NDTI,-0.239514,0.014370,NDTI
NDTI,-0.193739,0.009800,NDTI
NDTI,-0.180061,0.049248,NDTI
NDTI,-0.207015,0.024549,NDTI
NDTI,-0.194762,0.023705,NDTI
NDTI,-0.258012,-0.002830,NDTI
NDTI,-0.206486,0.051216,NDTI
NDTI,-0.186730,0.035358,NDTI
NDTI,-0.258877,-0.097685,NDTI
NDTI,-0.196384,0.009830,NDTI
NDTI,-0.172262,0.068007,NDTI
NDTI,-0.216224,0.006658,NDTI
NDTI,-0.190535,-0.003366,NDTI
NDTI,-0.184490,0.064273,NDTI
NDTI,-0.190435,0.001312,NDTI
NDTI,-0.176543,0.177357,NDTI
NDTI,-0.190006,0.008659,NDTI
NDTI,-0.212620,0.128559,NDTI
NDTI,-0.196446,0.050202,NDTI
NDTI,-0.153464,0.134679,NDTI
NDTI,-0.164985,0.168912,NDTI
NDTI,-0.178800,0.177698,NDTI
NDTI,-0.165294,0.186172,NDTI
NDTI,-0.195363,0.060912,NDTI
NDTI,-0.177395,0.128136,NDTI
NDTI,-0.154414,0.160676,NDTI
NDTI,-0.185185,0.156946,NDTI
NDTI,-0.182888,0.155325,NDTI
NDTI,-0.216461,0.016095,NDTI
NDTI,-0.240971,-0.033613,NDTI
NDTI,-0.259134,-0.055646,NDTI
NDTI,-0.273527,-0.017891,NDTI
NDTI,-0.231061,-0.024558,NDTI
NDTI,-0.271208,-0.073496,NDTI
NDTI,-0.283150,-0.074384,NDTI
NDTI,-0.233994,0.048264,NDTI
NDTI,-0.236628,0.037135,NDTI
NDTI,-0.225960,0.045626,NDTI
NDTI,-0.206844,0.034993,NDTI
NDTI,-0.197040,0.031168,NDTI
NDTI,-0.206418,0.025232,NDTI
NDTI,-0.225028,0.020150,NDTI
NDTI,-0.206906,0.056899,NDTI
NDTI,-0.177424,0.096497,NDTI
NDTI,-0.195366,0.015318,NDTI
NDTI,-0.200600,0.044213,NDTI
NDTI,-0.202832,0.103769,NDTI
NDTI,-0.204326,0.042130,NDTI
NDTI,-0.202948,0.049793,NDTI
NDTI,-0.225992,-0.028886,NDTI
NDTI,-0.239976,-0.036656,NDTI
NDTI,-0.274797,-0.012353,NDTI
NDTI,-0.277102,-0.018560,NDTI
NDTI,-0.317323,-0.074811,NDTI
NDTI,-0.302232,-0.081566,NDTI
NDTI,-0.283509,-0.062563,NDTI
NDTI,-0.271964,-0.073078,NDTI
NDTI,-0.259812,-0.038503,NDTI
NDTI,-0.246301,-0.025515,NDTI
NDTI,-0.348818,-0.084197,NDTI
NDTI,-0.205214,0.037830,NDTI
NDTI,-0.188247,0.001774,NDTI
NDTI,-0.193783,0.011662,NDTI
NDTI,-0.198611,0.035271,NDTI
NDTI,-0.187603,-0.007355,NDTI
NDTI,-0.184610,0.109591,NDTI
NDTI,-0.194483,0.020455,NDTI
NDTI,-0.198173,0.009639,NDTI
NDTI,-0.186408,-0.004395,NDTI
NDTI,-0.187762,-0.027278,NDTI
NDTI,-0.204122,0.043890,NDTI
NDTI,-0.190265,-0.030388,NDTI
NDTI,-0.223245,-0.029941,NDTI
NDTI,-0.214454,0.014130,NDTI
NDTI,-0.201420,0.089335,NDTI
NDTI,-0.215197,0.020531,NDTI
NDTI,-0.187439,0.015482,NDTI
NDTI,-0.204468,0.028391,NDTI
NDTI,-0.168831,0.194899,NDTI
NDTI,-0.183211,0.147093,NDTI
NDTI,-0.182109,0.108955,NDTI
NDTI,-0.179539,0.098536,NDTI
NDTI,-0.175787,0.100356,NDTI
NDTI,-0.181340,0.050722,NDTI
NDTI,-0.181648,0.052461,NDTI
NDTI,-0.200527,0.026416,NDTI
NDTI,-0.190332,0.015310,NDTI
NDTI,-0.350333,-0.038903,NDTI
NDTI,-0.350031,-0.034023,NDTI
NDTI,-0.259447,-0.012876,NDTI
NDTI,-0.265417,-0.044170,NDTI
NDTI,-0.255079,-0.028660,NDTI
NDTI,-0.215723,0.017590,NDTI
NDTI,-0.214866,0.014845,NDTI
NDTI,-0.229005,0.060227,NDTI
NDTI,-0.188655,-0.014623,NDTI
NDTI,-0.184219,0.135194,NDTI
NDTI,-0.196517,0.021543,NDTI
NDTI,-0.225253,0.015873,NDTI
NDTI,-0.191542,-0.001262,NDTI
NDTI,-0.182473,0.110053,NDTI
NDTI,-0.201717,0.032572,NDTI
NDTI,-0.233344,0.046083,NDTI
NDTI,-0.202839,0.037563,NDTI
NDTI,-0.210619,0.078481,NDTI
NDTI,-0.197407,0.041592,NDTI
NDTI,-0.245221,0.108120,NDTI
NDTI,-0.186768,0.058338,NDTI
NDTI,-0.196936,0.033204,NDTI
NDTI,-0.216106,0.100947,NDTI
NDTI,-0.205290,0.025218,NDTI
NDTI,-0.192523,-0.004813,NDTI
NDTI,-0.203485,0.036150,NDTI
NDTI,-0.188838,-0.002523,NDTI
NDTI,-0.186173,0.030232,NDTI
NDTI,-0.261494,-0.058151,NDTI
NDTI,-0.186178,0.026001,NDTI
NDTI,-0.180006,0.102045,NDTI
NDTI,-0.184536,0.115164,NDTI
NDTI,-0.203698,0.026352,NDTI
NDTI,-0.198594,0.030351,NDTI
NDTI,-0.218702,0.037881,NDTI
NDTI,-0.212465,0.016801,NDTI
NDTI,-0.214155,0.005236,NDTI
NDTI,-0.219959,0.020017,NDTI
NDTI,-0.199312,0.070690,NDTI
NDTI,-0.212103,0.019776,NDTI
NDTI,-0.190181,0.100241,NDTI
NDTI,-0.202757,0.089607,NDTI
NDTI,-0.231834,-0.008958,NDTI
NDTI,-0.204508,0.134495,NDTI
NDTI,-0.206737,0.125594,NDTI
NDTI,-0.312033,-0.071197,NDTI
NDTI,-0.228675,0.090457,NDTI
NDTI,-0.229083,0.030156,NDTI
NDTI,-0.243159,-0.058913,NDTI
NDTI,-0.307902,-0.046857,NDTI
NDTI,-0.293888,-0.079181,NDTI
NDTI,-0.240861,-0.055300,NDTI
NDTI,-0.301595,-0.069265,NDTI
NDTI,-0.246420,-0.086397,NDTI
NDTI,-0.268997,-0.066900,NDTI
NDTI,-0.235343,-0.016663,NDTI
NDTI,-0.244618,-0.028608,NDTI
NDTI,-0.253219,-0.027702,NDTI
NDTI,-0.244245,0.009417,NDTI
NDTI,-0.291732,-0.061428,NDTI
NDTI,-0.220204,0.038336,NDTI
NDTI,-0.361732,-0.076197,NDTI
NDTI,-0.190726,0.056068,NDTI
NDTI,-0.201267,0.045042,NDTI
NDTI,-0.235906,-0.013023,NDTI
NDTI,-0.227416,0.001505,NDTI
NDTI,-0.218076,0.025738,NDTI
NDTI,-0.229958,-0.011530,NDTI
NDTI,-0.251870,-0.051866,NDTI
NDTI,-0.298592,-0.079374,NDTI
NDTI,-0.131810,0.150135,NDTI
NDTI,-0.257754,-0.041323,NDTI
NDTI,-0.331501,-0.060692,NDTI
NDTI,-0.207645,0.062334,NDTI
NDTI,-0.205946,0.052388,NDTI
NDTI,-0.211605,0.060114,NDTI
NDTI,-0.191737,0.022342,NDTI
NDTI,-0.169615,0.087772,NDTI
NDTI,-0.192077,0.048204,NDTI
NDTI,-0.208218,0.032296,NDTI
NDTI,-0.196947,0.055293,NDTI
NDTI,-0.200617,0.010759,NDTI
NDTI,-0.277005,-0.104764,NDTI
NDTI,-0.179194,0.082065,NDTI
NDTI,-0.192604,0.024917,NDTI
NDTI,-0.177972,0.110963,NDTI
NDTI,-0.192371,-0.008725,NDTI
NDTI,-0.329852,-0.038306,NDTI
NDTI,-0.198235,0.033878,NDTI
NDTI,-0.184680,0.037728,NDTI
NDTI,-0.173607,0.084995,NDTI
NDTI,-0.180651,0.036759,NDTI
NDTI,-0.196530,0.034191,NDTI
NDTI,-0.239536,-0.063760,NDTI
NDTI,-0.280431,-0.084372,NDTI
NDTI,-0.191777,-0.025294,NDTI
NDTI,-0.194322,0.025452,NDTI
NDTI,-0.255632,-0.099971,NDTI
NDTI,-0.165490,0.121541,NDTI
NDTI,-0.192735,-0.019679,NDTI
NDTI,-0.200935,0.079087,NDTI
NDTI,-0.195486,0.054423,NDTI
NDTI,-0.155070,0.070745,NDTI
NDTI,-0.191799,-0.044168,NDTI
NDTI,-0.203557,0.025247,NDTI
NDTI,-0.199156,0.034005,NDTI
NDTI,-0.179090,0.108423,NDTI
NDTI,-0.161500,0.115916,NDTI
NDTI,-0.192569,0.176780,NDTI
NDTI,-0.246791,-0.009017,NDTI
NDTI,-0.239111,-0.039092,NDTI
NDTI,-0.203247,0.064458,NDTI
NDTI,-0.237431,0.021972,NDTI
NDTI,-0.239928,-0.024969,NDTI
NDTI,-0.258220,-0.039561,NDTI
NDTI,-0.261335,-0.056591,NDTI
NDTI,-0.226297,0.057678,NDTI
NDTI,-0.235553,0.029385,NDTI
NDTI,-0.343887,-0.081024,NDTI
NDTI,-0.183471,0.148430,NDTI
NDTI,-0.231823,0.087364,NDTI
NDTI,-0.215043,0.117801,NDTI
NDTI,-0.209713,0.035704,NDTI
NDTI,-0.157182,0.153522,NDTI
NDTI,-0.159631,0.107278,NDTI
NDTI,-0.159822,0.139096,NDTI
NDTI,-0.194310,0.033279,NDTI
NDTI,-0.176211,0.127313,NDTI
NDTI,-0.188793,-0.037276,NDTI
NDTI,-0.193480,-0.012386,NDTI
NDTI,-0.186250,0.038711,NDTI
NDTI,-0.330847,-0.046872,NDTI
NDTI,-0.193528,-0.023435,NDTI
NDTI,-0.181787,0.048462,NDTI
NDTI,-0.187633,-0.002264,NDTI
NDTI,-0.175802,0.067457,NDTI
NDTI,-0.176651,0.091670,NDTI
NDTI,-0.202017,0.054328,NDTI
NDTI,-0.189511,0.038855,NDTI
NDTI,-0.151287,0.235180,NDTI
NDTI,-0.175008,0.141785,NDTI
NDTI,-0.172578,0.078192,NDTI
NDTI,-0.177481,0.066621,NDTI
NDTI,-0.182425,0.051142,NDTI
NDTI,-0.157296,0.067126,NDTI
NDTI,-0.181392,0.080221,NDTI
NDTI,-0.189925,-0.004209,NDTI
NDTI,-0.139778,0.259740,NDTI
NDTI,-0.155143,0.128722,NDTI
NDTI,-0.139726,0.223798,NDTI
NDTI,-0.188871,0.122448,NDTI
NDTI,-0.384096,-0.039811,NDTI
NDTI,-0.327324,-0.034769,NDTI
NDTI,-0.210693,0.068777,NDTI
NDTI,-0.230769,0.025688,NDTI
NDTI,-0.305901,-0.082603,NDTI
NDTI,-0.254363,-0.112141,NDTI
NDTI,-0.371497,-0.032117,NDTI
NDTI,-0.245436,-0.055851,NDTI
NDTI,-0.325740,-0.066800,NDTI
NDTI,-0.243190,-0.067721,NDTI
NDTI,-0.180397,0.097613,NDTI
NDTI,-0.123775,0.245862,NDTI
NDTI,-0.236308,-0.008338,NDTI
NDTI,-0.139104,0.204133,NDTI
NDTI,-0.284822,-0.031842,NDTI
NDTI,-0.285464,-0.011821,NDTI
NDTI,-0.277647,-0.053903,NDTI
NDTI,-0.332030,-0.049350,NDTI
NDTI,-0.191724,-0.033026,NDTI
NDTI,-0.189189,0.056395,NDTI
NDTI,-0.180308,0.057734,NDTI
NDTI,-0.153671,0.148365,NDTI
NDTI,-0.164842,0.126517,NDTI
NDTI,-0.183451,0.078090,NDTI
NDTI,-0.185232,0.060868,NDTI
NDTI,-0.161158,0.035572,NDTI
NDTI,-0.194639,0.023946,NDTI
NDTI,-0.233523,-0.025810,NDTI
NDTI,-0.188793,-0.037276,NDTI
NDTI,-0.176619,0.120522,NDTI
NDTI,-0.186820,0.042711,NDTI
NDTI,-0.292086,-0.071013,NDTI
NDTI,-0.183236,0.132502,NDTI
NDTI,-0.174917,0.125192,NDTI
NDTI,-0.173439,0.094486,NDTI
NDTI,-0.180392,0.039715,NDTI
NDTI,-0.184145,0.037389,NDTI
NDTI,-0.198844,-0.003478,NDTI
NDTI,-0.193999,-0.003439,NDTI
NDTI,-0.127051,0.355828,NDTI
NDTI,-0.179124,0.054789,NDTI
NDTI,-0.166179,0.058644,NDTI
NDTI,-0.171177,0.111366,NDTI
NDTI,-0.173414,0.181593,NDTI
NDTI,-0.149623,0.204090,NDTI
NDTI,-0.195618,0.011285,NDTI
NDTI,-0.186441,0.066012,NDTI
NDTI,-0.192320,0.016904,NDTI
NDTI,-0.186452,0.056704,NDTI
NDTI,-0.190250,-0.028200,NDTI
NDTI,-0.223389,0.025203,NDTI
NDTI,-0.333896,-0.048185,NDTI
NDTI,-0.250231,-0.047921,NDTI
NDTI,-0.213470,0.054522,NDTI
NDTI,-0.317098,-0.048913,NDTI
NDTI,-0.218916,0.073763,NDTI
NDTI,-0.234141,0.033616,NDTI
NDTI,-0.249809,-0.098071,NDTI
NDTI,-0.165194,0.148369,NDTI
NDTI,-0.241541,-0.076624,NDTI
NDTI,-0.351290,-0.070175,NDTI
NDTI,-0.249638,-0.052364,NDTI
NDTI,-0.100912,0.295483,NDTI
NDTI,-0.191755,0.065701,NDTI
NDTI,-0.143835,0.227696,NDTI
NDTI,-0.106860,0.152429,NDTI
NDTI,-0.244759,-0.030674,NDTI
NDTI,-0.268012,-0.048065,NDTI
NDTI,-0.248419,-0.040570,NDTI
NDTI,-0.142264,0.126982,NDTI
NDTI,0.099944,0.366822,NDTI
NDTI,-0.233333,0.044193,NDTI
NDTI,-0.228292,0.018756,NDTI
NDTI,-0.238953,-0.018732,NDTI
NDTI,-0.224816,0.019057,NDTI
NDTI,-0.198907,0.092086,NDTI
NDTI,-0.231018,-0.061598,NDTI
NDTI,-0.026800,0.266269,NDTI
NDTI,0.012593,0.277828,NDTI
NDTI,-0.228228,-0.047703,NDTI
NDTI,-0.227393,-0.053782,NDTI
NDTI,-0.265136,0.094051,NDTI
NDTI,-0.229370,-0.004617,NDTI
NDTI,-0.254510,-0.062629,NDTI
NDTI,-0.207173,0.089488,NDTI
NDTI,-0.264261,-0.086486,NDTI
NDTI,-0.236842,-0.008467,NDTI
NDTI,-0.246730,-0.083780,NDTI
NDTI,-0.257310,-0.018007,NDTI
NDTI,-0.237020,-0.071426,NDTI
NDTI,-0.223487,0.007835,NDTI
NDTI,-0.184938,0.122658,NDTI
NDTI,-0.227926,0.032978,NDTI
NDTI,-0.315042,-0.054551,NDTI
NDTI,-0.224793,0.023373,NDTI
NDTI,-0.236342,-0.020973,NDTI
NDTI,-0.170143,0.109796,NDTI
NDTI,-0.154822,0.084506,NDTI
NDTI,-0.193941,0.031742,NDTI
NDTI,-0.160891,0.075132,NDTI
NDTI,-0.118215,0.239963,NDTI
NDTI,-0.311849,-0.047564,NDTI
NDTI,-0.217661,-0.043765,NDTI
NDTI,-0.209563,0.001237,NDTI
NDTI,-0.243257,-0.019883,NDTI
NDTI,-0.266908,-0.077819,NDTI
NDTI,-0.276356,-0.094680,NDTI
NDTI,-0.303953,-0.065105,NDTI
NDTI,-0.276852,-0.045264,NDTI
NDTI,-0.178614,0.163111,NDTI
NDTI,-0.219721,0.017578,NDTI
NDTI,-0.218828,-0.014079,NDTI
NDTI,-0.211268,0.107275,NDTI
NDTI,-0.245122,0.036685,NDTI
NDTI,-0.325006,-0.097497,NDTI
NDTI,-0.314353,-0.083959,NDTI
NDTI,-0.321035,-0.073891,NDTI
NDTI,-0.212287,0.035373,NDTI
NDTI,-0.204804,0.025955,NDTI
NDTI,-0.203564,0.041970,NDTI
NDTI,-0.203075,0.071225,NDTI
NDTI,-0.183172,0.075148,NDTI
NDTI,-0.186062,0.040563,NDTI
NDTI,-0.189771,0.002998,NDTI
NDTI,-0.194500,0.056828,NDTI
NDTI,-0.201262,0.042325,NDTI
NDTI,-0.211132,0.032766,NDTI
NDTI,-0.231888,0.028044,NDTI
NDTI,-0.178940,0.061389,NDTI
NDTI,-0.201545,0.048795,NDTI
NDTI,-0.176734,0.053815,NDTI
NDTI,-0.251443,-0.041241,NDTI
NDTI,-0.158521,0.087797,NDTI
NDTI,-0.165292,-0.006640,NDTI
NDTI,-0.187970,0.000193,NDTI
NDTI,-0.170878,0.057531,NDTI
NDTI,-0.176280,0.102489,NDTI
NDTI,-0.140330,0.143578,NDTI
NDTI,-0.146510,0.226403,NDTI
NDTI,-0.144157,0.238723,NDTI
NDTI,-0.152364,0.057636,NDTI
NDTI,-0.121924,0.180021,NDTI
NDTI,-0.136245,0.178630,NDTI
NDTI,-0.158580,0.096383,NDTI
NDTI,-0.155517,0.135446,NDTI
NDTI,-0.139184,0.185042,NDTI
NDTI,-0.150437,0.128069,NDTI
NDTI,-0.156988,0.089899,NDTI
NDTI,-0.132244,0.180091,NDTI
NDTI,-0.137868,0.288679,NDTI
NDTI,-0.145006,0.296789,NDTI
NDTI,-0.322174,-0.040837,NDTI
NDTI,-0.400720,-0.064813,NDTI
NDTI,-0.369541,-0.051444,NDTI
NDTI,-0.333610,-0.043489,NDTI
NDTI,-0.165981,0.106780,NDTI
NDTI,-0.198735,0.126898,NDTI
NDTI,-0.328956,-0.036764,NDTI
NDTI,-0.252915,-0.075963,NDTI
NDTI,-0.246416,-0.057402,NDTI
NDTI,-0.292051,-0.091415,NDTI
NDTI,-0.308102,-0.097091,NDTI
NDTI,-0.253190,-0.082261,NDTI
NDTI,-0.289981,-0.048782,NDTI
NDTI,-0.266035,-0.036322,NDTI
NDTI,-0.244772,-0.026436,NDTI
NDTI,-0.239749,-0.013584,NDTI
NDTI,-0.244457,-0.044285,NDTI
NDTI,-0.245799,-0.041653,NDTI
NDTI,-0.218058,0.054300,NDTI
NDTI,-0.426655,-0.044614,NDTI
NDTI,-0.274342,-0.134311,NDTI
NDTI,-0.243787,-0.097700,NDTI
NDTI,-0.242871,-0.055248,NDTI
NDTI,-0.217336,0.050413,NDTI
NDTI,-0.346525,-0.057928,NDTI
NDTI,-0.191751,0.041971,NDTI
NDTI,-0.205310,0.043104,NDTI
NDTI,-0.197230,0.049366,NDTI
NDTI,-0.202685,0.013353,NDTI
NDTI,-0.202040,0.055636,NDTI
NDTI,-0.205402,0.056234,NDTI
NDTI,-0.197067,0.063216,NDTI
NDTI,-0.220435,0.085509,NDTI
NDTI,-0.276976,-0.104722,NDTI
NDTI,-0.310715,-0.048226,NDTI
NDTI,-0.220359,0.024390,NDTI
NDTI,-0.223387,-0.013011,NDTI
NDTI,-0.214731,-0.012913,NDTI
NDTI,-0.215217,-0.002201,NDTI
NDTI,-0.121444,0.274655,NDTI
NDTI,-0.238204,-0.022146,NDTI
NDTI,-0.207403,0.007759,NDTI
NDTI,-0.210478,0.026591,NDTI
NDTI,-0.216615,0.056108,NDTI
NDTI,-0.224393,-0.021269,NDTI
NDTI,-0.284576,-0.087422,NDTI
NDTI,-0.242594,-0.074139,NDTI
NDTI,-0.247439,-0.074974,NDTI
NDTI,-0.220054,-0.014305,NDTI
NDTI,-0.218479,0.069834,NDTI
NDTI,-0.236051,-0.002658,NDTI
NDTI,-0.211645,0.027602,NDTI
NDTI,-0.166585,0.171242,NDTI
NDTI,-0.242089,-0.092227,NDTI
NDTI,-0.241162,-0.016494,NDTI
NDTI,-0.210716,0.048892,NDTI
NDTI,-0.203653,0.031274,NDTI
NDTI,-0.167039,0.103231,NDTI
NDTI,-0.192247,0.082818,NDTI
NDTI,-0.430737,-0.041196,NDTI
NDTI,-0.198347,0.057170,NDTI
NDTI,-0.308414,-0.078030,NDTI
NDTI,-0.258902,-0.084031,NDTI
NDTI,-0.406959,-0.037053,NDTI
NDTI,-0.261234,-0.057779,NDTI
NDTI,-0.216107,0.015422,NDTI
NDTI,-0.317342,-0.043645,NDTI
NDTI,-0.303308,-0.071892,NDTI
NDTI,-0.314249,-0.042291,NDTI
NDTI,-0.305744,-0.062466,NDTI
NDTI,-0.282542,-0.072480,NDTI
B2_B3,1.289647,0.107881,Blue/Green
B2_B3,0.790232,-0.564500,Blue/Green
B2_B3,1.058296,-0.371535,Blue/Green
B2_B3,0.983508,-0.411934,Blue/Green
B2_B3,1.085980,-0.282238,Blue/Green
B2_B3,0.878830,-0.676975,Blue/Green
B2_B3,1.075021,-0.244458,Blue/Green
B2_B3,0.774930,-0.714176,Blue/Green
B2_B3,1.100783,-0.169968,Blue/Green
B2_B3,1.070057,-0.228889,Blue/Green
B2_B3,1.045527,-0.400707,Blue/Green
B2_B3,0.897176,-0.619050,Blue/Green
B2_B3,0.729609,-0.776135,Blue/Green
B2_B3,1.013423,-0.401751,Blue/Green
B2_B3,1.017476,-0.651238,Blue/Green
B2_B3,0.986243,-0.483936,Blue/Green
B2_B3,0.671028,-1.612342,Blue/Green
B2_B3,0.931238,-0.908729,Blue/Green
B2_B3,0.807790,-0.522307,Blue/Green
B2_B3,1.079678,-0.177303,Blue/Green
