feature,value,shap,label
B4,0.012340,0.076623,Red
B4,0.012300,0.007052,Red
B4,0.012570,-0.057209,Red
B4,0.012500,-0.006058,Red
B4,0.012510,0.016994,Red
B4,0.012540,0.008485,Red
B4,0.013070,-0.073089,Red
B4,0.012470,-0.101349,Red
B4,0.011820,0.084829,Red
B4,0.016490,0.551159,Red
B4,0.012740,-0.039544,Red
B4,0.012820,-0.026029,Red
B4,0.013630,0.002590,Red
B4,0.012250,-0.023092,Red
B4,0.015800,0.024801,Red
B4,0.012850,-0.100055,Red
B4,0.012960,-0.016025,Red
B4,0.013040,-0.032014,Red
B4,0.012610,-0.027822,Red
B4,0.012790,-0.084836,Red
B4,0.013680,0.050674,Red
B4,0.015780,0.007863,Red
B4,0.016240,0.026151,Red
B4,0.013430,0.043580,Red
B4,0.020470,-0.027495,Red
B4,0.014700,0.041875,Red
B4,0.013280,-0.020875,Red
B4,0.014700,0.055376,Red
B4,0.024560,0.122188,Red
B4,0.014570,-0.073937,Red
B4,0.014330,0.068710,Red
B4,0.012940,-0.179206,Red
B4,0.031540,-0.067805,Red
B4,0.016860,0.203998,Red
B4,0.028780,-0.074729,Red
B4,0.023110,0.119588,Red
B4,0.012790,-0.036108,Red
B4,0.012700,-0.076023,Red
B4,0.013070,-0.074938,Red
B4,0.016520,0.227839,Red
B4,0.068180,-0.013147,Red
B4,0.012650,-0.115779,Red
B4,0.013420,-0.050391,Red
B4,0.013090,-0.153332,Red
B4,0.012620,-0.107739,Red
B4,0.014660,0.129124,Red
B4,0.014280,-0.046039,Red
B4,0.075350,0.084083,Red
B4,0.060710,0.121056,Red
B4,0.015420,0.379655,Red
B4,0.014610,0.096970,Red
B4,0.010560,0.110291,Red
B4,0.024140,0.048606,Red
B4,0.011570,0.048030,Red
B4,0.014810,0.016191,Red
B4,0.011930,0.085722,Red
B4,0.012180,0.003344,Red
B4,0.012670,-0.112624,Red
B4,0.011430,0.171080,Red
B4,0.013520,-0.085107,Red
B4,0.012960,-0.090823,Red
B4,0.017100,0.070068,Red
B4,0.011280,0.123834,Red
B4,0.013980,0.058629,Red
B4,0.013570,0.012411,Red
B4,0.012650,-0.116113,Red
B4,0.012730,-0.030269,Red
B4,0.014330,-0.012107,Red
B4,0.013570,-0.029822,Red
B4,0.013560,-0.049272,Red
B4,0.014620,0.091194,Red
B4,0.013880,0.040190,Red
B4,0.015150,-0.108136,Red
B4,0.016200,-0.170187,Red
B4,0.015290,-0.056532,Red
B4,0.014200,-0.021095,Red
B4,0.015410,-0.039830,Red
B4,0.015320,-0.041819,Red
B4,0.015620,0.125791,Red
B4,0.017360,-0.111097,Red
B4,0.013690,0.078218,Red
B4,0.012530,-0.090060,Red
B4,0.012040,-0.006763,Red
B4,0.012380,0.008143,Red
B4,0.014860,-0.073585,Red
B4,0.014450,-0.055401,Red
B4,0.016930,-0.126266,Red
B4,0.011540,0.050841,Red
B4,0.012250,-0.016314,Red
B4,0.011620,0.041551,Red
B4,0.012440,-0.015611,Red
B4,0.012620,-0.011320,Red
B4,0.012380,0.024464,Red
B4,0.012040,0.047742,Red
B4,0.012010,0.241076,Red
B4,0.012660,-0.169562,Red
B4,0.012330,0.024222,Red
B4,0.013200,0.028994,Red
B4,0.012320,-0.083839,Red
B4,0.012400,-0.028943,Red
B4,0.012880,-0.016280,Red
B4,0.018160,0.011534,Red
B4,0.013430,-0.010198,Red
B4,0.012650,0.022427,Red
B4,0.011880,0.047880,Red
B4,0.012470,-0.036384,Red
B4,0.012710,0.042020,Red
B4,0.018470,0.061765,Red
B4,0.016020,0.120614,Red
B4,0.015050,0.107287,Red
B4,0.012100,-0.015535,Red
B4,0.015520,0.007081,Red
B4,0.014930,0.042333,Red
B4,0.012920,-0.018419,Red
B4,0.014770,-0.026536,Red
B4,0.013390,0.020335,Red
B4,0.013610,-0.020992,Red
B4,0.013210,-0.016757,Red
B4,0.014600,0.005020,Red
B4,0.014070,0.032200,Red
B4,0.014210,0.031346,Red
B4,0.014780,0.023652,Red
B4,0.020810,-0.023951,Red
B4,0.020140,-0.029973,Red
B4,0.016050,0.018331,Red
B4,0.018240,-0.049293,Red
B4,0.016470,-0.155228,Red
B4,0.019420,-0.023055,Red
B4,0.015700,-0.053202,Red
B4,0.016560,-0.224945,Red
B4,0.015720,-0.049707,Red
B4,0.018830,-0.034712,Red
B4,0.016680,-0.055563,Red
B4,0.013430,-0.032767,Red
B4,0.013160,-0.062554,Red
B4,0.012820,-0.123132,Red
B4,0.012700,-0.084721,Red
B4,0.013460,-0.020916,Red
B4,0.013240,0.045446,Red
B4,0.013250,-0.107423,Red
B4,0.016240,0.030071,Red
B4,0.012260,-0.015164,Red
B4,0.013540,-0.052767,Red
B4,0.012080,0.072880,Red
B4,0.012370,-0.072112,Red
B4,0.013210,0.087844,Red
B4,0.013130,-0.070457,Red
B4,0.012870,-0.062288,Red
B4,0.013330,-0.065838,Red
B4,0.012470,-0.085943,Red
B4,0.012520,-0.010393,Red
B4,0.012650,-0.052510,Red
B4,0.013140,-0.018627,Red
B4,0.012360,0.037604,Red
B4,0.013770,-0.059393,Red
B4,0.014120,0.012970,Red
B4,0.013020,-0.041408,Red
B4,0.012220,0.024273,Red
B4,0.013220,-0.100707,Red
B4,0.032490,0.038406,Red
B4,0.022390,0.032247,Red
B4,0.013320,-0.201698,Red
B4,0.012420,-0.080756,Red
B4,0.012960,-0.094243,Red
B4,0.012730,-0.088917,Red
B4,0.013100,-0.068499,Red
B4,0.012570,-0.108021,Red
B4,0.013550,0.029761,Red
B4,0.013960,-0.010387,Red
B4,0.012990,-0.100966,Red
B4,0.012180,-0.023294,Red
B4,0.013350,-0.044690,Red
B4,0.013540,0.019335,Red
B4,0.016960,-0.082809,Red
B4,0.019880,-0.056640,Red
B4,0.012020,-0.036076,Red
B4,0.013110,-0.058341,Red
B4,0.013080,-0.018190,Red
B4,0.014910,-0.004215,Red
B4,0.015420,0.039154,Red
B4,0.025910,0.050808,Red
B4,0.017460,0.008090,Red
B4,0.025070,0.036863,Red
B4,0.024560,0.039321,Red
B4,0.024970,0.059130,Red
B4,0.026470,-0.033245,Red
B4,0.016450,0.038986,Red
B4,0.022910,-0.046510,Red
B4,0.019800,-0.033240,Red
B4,0.015930,0.008572,Red
B4,0.017950,0.107465,Red
B4,0.019870,0.129670,Red
B8,0.001590,-0.116456,NIR
B8,0.003880,-0.028912,NIR
B8,0.001700,-0.028586,NIR
B8,0.001330,-0.016280,NIR
B8,0.001680,-0.052445,NIR
B8,0.001670,-0.038858,NIR
B8,0.001550,-0.053396,NIR
B8,0.001640,-0.040700,NIR
B8,0.001410,-0.055048,NIR
B8,0.000960,-0.031194,NIR
B8,0.001790,-0.039707,NIR
B8,0.001250,-0.035894,NIR
B8,0.003330,-0.046138,NIR
B8,0.001550,-0.009622,NIR
B8,0.001350,-0.013733,NIR
B8,0.000000,-0.060297,NIR
B8,0.001240,-0.092124,NIR
B8,0.000000,-0.070684,NIR
B8,0.000000,-0.047531,NIR
B8,0.001430,-0.075548,NIR
B8,0.002330,-0.033181,NIR
B8,0.002890,-0.043487,NIR
B8,0.001520,-0.052634,NIR
B8,0.003650,-0.049473,NIR
B8,0.003580,-0.014673,NIR
B8,0.003260,-0.003398,NIR
B8,0.002970,0.032903,NIR
B8,0.002370,0.031900,NIR
B8,0.003570,0.020939,NIR
B8,0.002420,0.016320,NIR
B8,0.002400,0.029455,NIR
B8,0.002980,-0.005576,NIR
B8,0.003280,-0.019592,NIR
B8,0.003500,-0.080977,NIR
B8,0.002350,0.010849,NIR
B8,0.003000,0.015755,NIR
B8,0.002510,0.019246,NIR
B8,0.001710,-0.051739,NIR
B8,0.003850,0.010237,NIR
B8,0.003360,-0.000672,NIR
B8,0.004360,-0.006257,NIR
B8,0.003720,0.014241,NIR
B8,0.003720,0.016193,NIR
B8,0.003630,0.033748,NIR
B8,0.001990,-0.073686,NIR
B8,0.002590,0.049650,NIR
B8,0.003690,0.054500,NIR
B8,0.002370,-0.017498,NIR
B8,0.001210,-0.016950,NIR
B8,0.002360,0.032423,NIR
B8,0.002640,0.047343,NIR
B8,0.003950,0.062751,NIR
B8,0.002220,-0.021596,NIR
B8,0.001630,-0.030369,NIR
B8,0.003600,-0.023109,NIR
B8,0.001760,0.003058,NIR
B8,0.001520,-0.033688,NIR
B8,0.002620,-0.030418,NIR
B8,0.002820,0.036286,NIR
B8,0.002460,-0.044775,NIR
B8,0.004320,-0.030570,NIR
B8,0.000930,-0.022729,NIR
B8,0.000670,-0.020269,NIR
B8,0.000590,-0.032676,NIR
B8,0.000000,-0.063957,NIR
B8,0.000190,-0.028899,NIR
B8,0.001740,-0.078832,NIR
B8,0.002410,-0.053886,NIR
B8,0.001700,-0.081560,NIR
B8,0.002230,-0.101345,NIR
B8,0.002210,-0.098180,NIR
B8,0.003260,-0.021653,NIR
B8,0.002140,-0.104086,NIR
B8,0.002130,-0.110588,NIR
B8,0.002410,-0.036795,NIR
B8,0.001430,-0.096846,NIR
B8,0.001330,-0.093436,NIR
B8,0.001440,-0.094215,NIR
B8,0.001680,-0.007660,NIR
B8,0.002090,-0.060010,NIR
B8,0.001260,-0.126307,NIR
B8,0.002280,-0.076439,NIR
B8,0.004050,0.012008,NIR
B8,0.003610,0.001311,NIR
B8,0.005220,-0.019835,NIR
B8,0.009640,-0.049980,NIR
B8,0.001850,-0.108774,NIR
B8,0.001690,-0.083932,NIR
B8,0.002700,-0.000142,NIR
B8,0.001740,-0.058389,NIR
B8,0.011590,0.070623,NIR
B8,0.002580,-0.068003,NIR
B8,0.002550,-0.002028,NIR
B8,0.002890,-0.028865,NIR
B8,0.006570,0.013658,NIR
B8,0.010950,0.048920,NIR
B8,0.010300,-0.062223,NIR
B8,0.009240,-0.058978,NIR
B8,0.001140,-0.054830,NIR
B8,0.002890,-0.032440,NIR
B8,0.002290,0.017079,NIR
B8,0.002200,-0.098294,NIR
B8,0.002380,0.021452,NIR
B8,0.002070,-0.059838,NIR
B8,0.003370,-0.020203,NIR
B8,0.004370,-0.103541,NIR
B8,0.002410,-0.036795,NIR
B8,0.006680,0.014899,NIR
B8,0.002820,-0.000805,NIR
B8,0.002350,-0.062035,NIR
B8,0.003140,0.009849,NIR
B8,0.002770,-0.050197,NIR
B8,0.001270,-0.064073,NIR
B8,0.001290,-0.037680,NIR
B8,0.004960,0.011675,NIR
B8,0.004270,0.042257,NIR
B8,0.000600,-0.024318,NIR
B8,0.000100,-0.062446,NIR
B8,0.000100,-0.065707,NIR
B8,0.122400,0.115733,NIR
B8,0.000100,-0.041355,NIR
B8,0.001050,-0.101833,NIR
B8,0.000780,-0.104960,NIR
B8,0.000100,-0.082749,NIR
B8,0.001630,-0.054301,NIR
B8,0.020970,-0.049002,NIR
B8,0.003590,0.045753,NIR
B8,0.002290,-0.012720,NIR
B8,0.002080,-0.068825,NIR
B8,0.001970,-0.042961,NIR
B8,0.004030,0.094790,NIR
B8,0.001330,-0.051453,NIR
B8,0.001370,-0.075240,NIR
B8,0.000570,-0.030413,NIR
B8,0.001910,-0.046933,NIR
B8,0.003120,-0.018439,NIR
B8,0.001750,-0.093914,NIR
B8,0.002050,-0.093896,NIR
B8,0.003980,-0.015524,NIR
B8,0.002960,-0.051747,NIR
B8,0.001740,-0.084239,NIR
B8,0.002040,-0.086132,NIR
B8,0.000560,-0.074632,NIR
B8,0.004970,0.012860,NIR
B8,0.000480,-0.071387,NIR
B8,0.001410,-0.096696,NIR
B8,0.003460,-0.030705,NIR
B8,0.001440,-0.043100,NIR
B8,0.002850,0.014979,NIR
B8,0.000100,-0.072192,NIR
B8,0.000100,-0.076093,NIR
B8,0.002100,-0.030184,NIR
B8,0.002420,-0.011286,NIR
B8,0.000620,-0.034883,NIR
B8,0.001910,0.037610,NIR
B8,0.005410,0.005986,NIR
B8,0.003500,-0.054062,NIR
B8,0.002330,-0.082136,NIR
B8,0.002430,-0.073759,NIR
B8,0.001910,-0.076853,NIR
B8,0.002760,0.009917,NIR
B8,0.010280,-0.030617,NIR
B8,0.006760,0.110113,NIR
B8,0.005490,0.042788,NIR
B8,0.005290,0.024279,NIR
B8,0.004970,-0.143130,NIR
B8,0.004490,-0.263235,NIR
B8,0.006160,-0.280273,NIR
B8,0.003070,-0.048990,NIR
B8,0.002440,-0.038363,NIR
B8,0.003150,-0.049043,NIR
B8,0.003680,-0.025580,NIR
B8,0.004700,0.069881,NIR
B8,0.005920,-0.066827,NIR
B8,0.005230,0.066276,NIR
B8,0.005880,-0.009879,NIR
B8,0.004180,0.022929,NIR
B8,0.004260,0.011046,NIR
B8,0.006890,-0.125052,NIR
B8,0.005830,-0.048485,NIR
B8,0.004450,0.010107,NIR
B8,0.004480,0.017209,NIR
B8,0.004800,-0.007359,NIR
B8,0.006020,0.053108,NIR
B8,0.005240,0.095071,NIR
B8,0.004520,0.023087,NIR
B8,0.004450,-0.005387,NIR
B8,0.004550,0.023503,NIR
B8,0.005430,0.005557,NIR
B8,0.006120,-0.036374,NIR
B8,0.005400,0.014398,NIR
B8,0.011670,-0.070799,NIR
B8,0.003730,0.041803,NIR
B8,0.005440,0.020687,NIR
B8,0.004620,0.106116,NIR
B8,0.002440,-0.057527,NIR
B8,0.003000,-0.019945,NIR
B8,0.002670,-0.072671,NIR
B8,0.004200,0.034387,NIR
B8,0.006030,0.067053,NIR
B8,0.004160,0.029868,NIR
B8,0.001610,-0.122521,NIR
B8,0.000000,-0.076093,NIR
B8,0.003630,-0.077290,NIR
B8,0.003290,-0.067647,NIR
B8,0.004100,-0.061566,NIR
B8,0.007530,-0.081638,NIR
B8,0.006290,0.020725,NIR
B8,0.006170,0.021968,NIR
B8,0.008870,-0.050145,NIR
B8,0.008110,0.057065,NIR
B8,0.008590,0.038496,NIR
B8,0.005340,-0.023808,NIR
B8,0.007040,-0.053064,NIR
B8,0.004300,-0.056004,NIR
B8,0.003630,-0.023863,NIR
B8,0.003750,-0.016065,NIR
B8,0.003150,-0.082585,NIR
B8,0.003250,-0.027591,NIR
B8,0.000700,-0.091492,NIR
B8,0.000000,-0.067909,NIR
B8,0.000320,-0.072663,NIR
B8,0.003820,-0.072104,NIR
B8,0.002890,-0.035617,NIR
B8,0.002500,-0.056906,NIR
B8,0.002950,-0.026551,NIR
B8,0.003300,-0.031918,NIR
B8,0.000590,-0.056117,NIR
B8,0.001530,-0.120817,NIR
B8,0.001690,-0.126094,NIR
B8,0.003100,-0.062991,NIR
B8,0.003240,-0.044252,NIR
B8,0.006830,-0.024236,NIR
B8,0.006040,-0.030816,NIR
B8,0.006200,-0.022249,NIR
B8,0.003880,-0.071541,NIR
B8,0.006290,-0.088978,NIR
B8,0.004670,-0.012786,NIR
B8,0.004230,-0.038009,NIR
B8,0.005380,-0.002353,NIR
B8,0.006710,0.006890,NIR
B8,0.000540,-0.057992,NIR
B8,0.006960,-0.034501,NIR
B8,0.005580,-0.012776,NIR
B8,0.006770,-0.022064,NIR
B8,0.007290,-0.008407,NIR
B8,0.001760,-0.089047,NIR
B8,0.007320,-0.029447,NIR
B8,0.007130,-0.072964,NIR
B8,0.005160,0.033660,NIR
B8,0.006620,-0.006373,NIR
B8,0.002480,-0.019820,NIR
B8,0.000690,-0.102440,NIR
B8,0.004240,0.020153,NIR
B8,0.000090,-0.045743,NIR
B8,0.000000,-0.040834,NIR
B8,0.004670,-0.066002,NIR
B8,0.002550,-0.022788,NIR
B8,0.005160,0.097084,NIR
B8,0.001760,-0.046339,NIR
B8,0.001950,-0.018256,NIR
B8,0.000000,-0.075303,NIR
B8,0.000980,-0.063052,NIR
B8,0.003820,-0.068544,NIR
B8,0.000000,-0.060382,NIR
B8,0.000310,-0.069798,NIR
B8,0.006210,-0.073376,NIR
B8,0.002570,-0.090042,NIR
B8,0.005030,-0.041238,NIR
B8,0.004620,-0.065093,NIR
B8,0.000000,-0.106684,NIR
B8,0.003380,-0.101395,NIR
B8,0.003750,-0.041731,NIR
B8,0.004010,-0.032939,NIR
B8,0.089160,0.194680,NIR
B8,0.053270,0.193418,NIR
B8,0.054200,0.197763,NIR
B8,0.051540,0.221372,NIR
B8,0.070020,0.231428,NIR
B8,0.103810,0.206839,NIR
B8,0.071260,0.170091,NIR
B8,0.046980,0.076709,NIR
B8,0.068910,0.153992,NIR
B8,0.057080,0.128854,NIR
B8,0.057350,0.266590,NIR
B8,0.066030,0.249553,NIR
B8,0.052370,0.290207,NIR
B8,0.069440,0.260441,NIR
B8,0.075450,0.241231,NIR
B8,0.062020,0.252735,NIR
B8,0.086870,0.217559,NIR
B8,0.071110,0.255821,NIR
B8,0.049460,0.097533,NIR
B8,0.071900,0.156463,NIR
B8,0.110230,0.163986,NIR
B8,0.054420,0.147504,NIR
B8,0.054690,0.153250,NIR
B8,0.055530,0.138388,NIR
B8,0.062410,0.115612,NIR
B8,0.028740,-0.035585,NIR
B8,0.070570,0.151802,NIR
B8,0.077900,0.165415,NIR
B8,0.072190,0.151584,NIR
B8,0.079730,0.160618,NIR
B8,0.054240,0.112871,NIR
B8,0.052380,0.099911,NIR
B8,0.048620,0.148098,NIR
B8,0.061410,0.103396,NIR
B8,0.099890,0.164665,NIR
B8,0.078620,0.166671,NIR
B8,0.062910,0.107004,NIR
B8,0.043200,-0.063792,NIR
B8,0.063740,0.120912,NIR
B8,0.044590,0.024556,NIR
B8,0.061590,0.161766,NIR
B8,0.045490,-0.010912,NIR
B8,0.046760,0.157217,NIR
B8,0.049830,0.190540,NIR
B8,0.043450,-0.165303,NIR
B8,0.043850,-0.106638,NIR
B8,0.044250,-0.010896,NIR
B8,0.047430,0.176055,NIR
B8,0.044160,-0.016228,NIR
B8,0.043900,-0.015532,NIR
B8,0.043980,0.021847,NIR
B8,0.043980,-0.043163,NIR
B8,0.044530,0.074142,NIR
B8,0.071780,0.090398,NIR
B8,0.045110,0.042182,NIR
B8,0.044000,-0.028218,NIR
B8,0.044630,0.062407,NIR
B8,0.059210,0.087747,NIR
B8,0.044740,0.028600,NIR
B8,0.044170,0.011415,NIR
B8,0.043980,-0.075061,NIR
B8,0.043540,-0.149193,NIR
B8,0.043990,-0.006191,NIR
B8,0.044080,-0.025452,NIR
B8,0.043470,-0.125821,NIR
B8,0.044610,0.070968,NIR
B8,0.043610,-0.104708,NIR
B8,0.045370,0.080167,NIR
B8,0.076170,0.270285,NIR
B8,0.043710,-0.103586,NIR
B8,0.044300,0.064292,NIR
B8,0.043790,-0.087012,NIR
B8,0.043610,-0.156791,NIR
B8,0.044520,0.091616,NIR
B8,0.044120,-0.030994,NIR
B8,0.044020,0.004082,NIR
B8,0.043670,-0.016431,NIR
B8,0.044450,0.074520,NIR
B8,0.043890,0.024613,NIR
B8,0.044480,0.037857,NIR
B8,0.043870,-0.101372,NIR
B8,0.044570,0.036643,NIR
B8,0.043900,-0.075205,NIR
B8,0.043350,-0.124732,NIR
B8,0.043850,-0.057956,NIR
B8,0.043800,-0.057196,NIR
B8,0.045370,0.179305,NIR
B8,0.043780,-0.143002,NIR
B8,0.044140,0.004722,NIR
B8,0.044370,-0.002459,NIR
B8,0.043930,-0.094332,NIR
B8,0.044300,0.027390,NIR
B8,0.044700,0.000844,NIR
B8,0.044470,0.053325,NIR
B8,0.044440,0.041638,NIR
B8,0.043470,-0.065659,NIR
B8,0.043710,-0.054451,NIR
B8,0.044350,0.054279,NIR
B8,0.044350,0.080410,NIR
B8,0.044470,0.049096,NIR
B8,0.044550,0.085740,NIR
B8,0.043590,-0.073978,NIR
B8,0.044570,0.074256,NIR
B8,0.044680,0.078453,NIR
B8,0.044130,-0.003091,NIR
B8,0.045140,0.188290,NIR
B8,0.044000,-0.054558,NIR
B8,0.044150,-0.047429,NIR
B8,0.043570,-0.121369,NIR
B8,0.044780,0.133432,NIR
B8,0.044410,-0.017548,NIR
B8,0.044540,0.043332,NIR
B8,0.043270,-0.135059,NIR
B8,0.044300,0.029965,NIR
B8,0.043850,0.026672,NIR
B8,0.043540,-0.046938,NIR
B8,0.043520,-0.063962,NIR
B8,0.043740,-0.005279,NIR
B8,0.043890,-0.075632,NIR
B8,0.044100,0.001379,NIR
B8,0.044780,-0.054819,NIR
B8,0.044450,0.056953,NIR
B8,0.043970,-0.046306,NIR
B8,0.044470,0.032866,NIR
B8,0.043900,-0.020725,NIR
B8,0.044440,0.003698,NIR
B8,0.044790,0.098566,NIR
B8,0.043800,-0.111709,NIR
B8,0.043660,-0.122580,NIR
B8,0.043400,-0.189768,NIR
B8,0.043830,-0.067084,NIR
B8,0.043650,-0.035999,NIR
B8,0.043520,-0.346619,NIR
B8,0.043990,0.008938,NIR
B8,0.043670,-0.108013,NIR
B8,0.043960,-0.035978,NIR
B8,0.043630,-0.130795,NIR
B8,0.044150,0.018174,NIR
B8,0.043560,-0.101781,NIR
B8,0.043780,-0.058080,NIR
B8,0.043690,-0.108930,NIR
B8,0.043710,-0.050994,NIR
B8,0.043700,-0.046144,NIR
B8,0.043000,-0.172914,NIR
B8,0.043420,-0.126323,NIR
B8,0.043380,-0.111429,NIR
B8,0.043920,-0.075931,NIR
B8,0.043810,-0.094636,NIR
B8,0.043270,-0.151583,NIR
B8,0.043950,-0.060271,NIR
B8,0.044110,-0.005416,NIR
B8,0.044220,0.015512,NIR
B8,0.043490,-0.116581,NIR
B8,0.044470,-0.014890,NIR
B8,0.043500,-0.124182,NIR
B8,0.043840,-0.031955,NIR
B8,0.043440,-0.107723,NIR
B8,0.043760,-0.046419,NIR
B8,0.043740,-0.046776,NIR
B8,0.043910,-0.074814,NIR
B8,0.044290,0.039444,NIR
B8,0.043850,-0.112240,NIR
B8,0.043990,-0.017039,NIR
B8,0.043530,-0.098341,NIR
B8,0.044210,0.014009,NIR
B8,0.043330,-0.122697,NIR
B8,0.044280,0.033403,NIR
B8,0.043650,-0.081009,NIR
B8,0.043600,-0.138138,NIR
B8,0.044070,-0.022631,NIR
B8,0.043880,-0.079705,NIR
B8,0.044280,0.059813,NIR
B8,0.043630,-0.005705,NIR
B8,0.043950,-0.082646,NIR
B8,0.044160,0.037812,NIR
B8,0.044150,0.004123,NIR
B8,0.043720,-0.065615,NIR
B8,0.044130,0.009239,NIR
B8,0.043920,-0.060173,NIR
B8,0.044690,0.007363,NIR
B8,0.043530,-0.114773,NIR
B8,0.044370,0.048558,NIR
B8,0.044470,0.077117,NIR
B8,0.044400,0.030961,NIR
B8,0.043280,-0.026630,NIR
B8,0.044470,0.034948,NIR
B8,0.043680,-0.064784,NIR
B8,0.043960,-0.010485,NIR
B8,0.044350,0.033384,NIR
B8,0.044470,0.041351,NIR
B8,0.044590,0.026907,NIR
B8,0.044200,0.016855,NIR
B8,0.044690,0.027884,NIR
B8,0.044680,-0.012372,NIR
B8,0.044540,0.045453,NIR
B8,0.044760,0.125302,NIR
B8,0.043950,-0.053120,NIR
B8,0.044400,-0.002759,NIR
B8,0.044650,0.015060,NIR
B8,0.043970,-0.047139,NIR
B8,0.044130,-0.054308,NIR
B8,0.044150,0.008666,NIR
B8,0.044290,0.021480,NIR
B8,0.044730,0.040799,NIR
B8,0.044160,0.010433,NIR
B8,0.045110,0.109678,NIR
B8,0.045260,0.122942,NIR
B8,0.045660,-0.117130,NIR
B8,0.044880,-0.005107,NIR
B8,0.044760,-0.024546,NIR
B8,0.044540,-0.031686,NIR
B8,0.043650,-0.037229,NIR
B8,0.044600,-0.025795,NIR
B8,0.044430,-0.002607,NIR
B8,0.044050,-0.021090,NIR
B8,0.044790,0.069893,NIR
B8,0.044810,0.060191,NIR
B8,0.044630,-0.045206,NIR
B8,0.044520,-0.044861,NIR
B8,0.044490,-0.039161,NIR
B8,0.044580,0.029953,NIR
B8,0.043910,-0.099035,NIR
B8,0.044350,0.191841,NIR
B8,0.043700,-0.050685,NIR
B8,0.043630,-0.145265,NIR
B8,0.044050,0.024861,NIR
B8,0.043530,-0.069711,NIR
B8,0.043970,-0.041518,NIR
B8,0.044320,0.092412,NIR
B8,0.044050,-0.003682,NIR
B8,0.044060,0.046518,NIR
B8,0.044220,0.012424,NIR
B8,0.044050,0.000619,NIR
B8,0.043510,-0.199905,NIR
B8,0.043690,-0.091364,NIR
B8,0.044320,0.004911,NIR
B8,0.044010,0.026989,NIR
B8,0.043780,-0.028329,NIR
B8,0.043410,-0.150661,NIR
B8,0.043780,-0.088766,NIR
B8,0.043520,-0.141334,NIR
B8,0.044680,0.044787,NIR
B8,0.043660,-0.126425,NIR
B8,0.044540,0.025385,NIR
B8,0.043910,-0.105710,NIR
B8,0.044030,-0.020052,NIR
B8,0.043880,-0.070669,NIR
B8,0.043530,-0.087460,NIR
B8,0.044000,0.008883,NIR
B8,0.044250,0.051138,NIR
B8,0.043620,-0.140109,NIR
B8,0.043570,-0.126561,NIR
B8,0.043620,-0.076477,NIR
B8,0.043570,-0.091460,NIR
B8,0.044060,-0.040869,NIR
B8,0.044370,0.069370,NIR
B8,0.044480,0.040493,NIR
B8,0.043540,-0.108116,NIR
B8,0.044190,0.038790,NIR
B8,0.044260,-0.023887,NIR
B8,0.044020,-0.043110,NIR
B8,0.043880,-0.070549,NIR
B8,0.043630,-0.127496,NIR
B8,0.044550,0.095323,NIR
B8,0.043510,-0.097928,NIR
B8,0.043790,-0.055430,NIR
B8,0.043810,-0.005217,NIR
B8,0.045100,0.173977,NIR
B8,0.043720,-0.074700,NIR
B8,0.044000,-0.051282,NIR
B8,0.043570,-0.072039,NIR
B8,0.044400,0.029557,NIR
B8,0.045490,0.230451,NIR
B8,0.047160,0.083568,NIR
B8,0.043400,-0.060399,NIR
B8,0.043500,-0.148056,NIR
B8,0.043420,-0.065845,NIR
B8,0.043670,-0.025183,NIR
B8,0.044140,0.041705,NIR
B8,0.043310,-0.072185,NIR
B8,0.044520,0.061322,NIR
B8,0.044640,0.063786,NIR
B8,0.044280,0.057884,NIR
B8,0.044070,0.056219,NIR
B8,0.043950,-0.074319,NIR
B8,0.042990,-0.072820,NIR
B8,0.043330,-0.084177,NIR
B8,0.043900,-0.058330,NIR
B8,0.045450,0.309726,NIR
B8,0.043970,-0.025694,NIR
B8,0.048250,0.290083,NIR
B8,0.043490,-0.203559,NIR
B8,0.043920,-0.079265,NIR
B8,0.043590,-0.141754,NIR
B8,0.043360,-0.142127,NIR
B8,0.043460,-0.126473,NIR
B8,0.043770,-0.089345,NIR
B8,0.044360,0.010874,NIR
B8,0.043540,-0.131792,NIR
B8,0.043410,-0.133086,NIR
B8,0.044020,-0.063514,NIR
B8,0.044480,0.009426,NIR
B8,0.044800,0.027107,NIR
B8,0.044390,0.032974,NIR
B8,0.047480,0.357973,NIR
B8,0.043930,-0.034434,NIR
B8,0.043990,-0.056876,NIR
B8,0.044450,0.048280,NIR
B8,0.043600,-0.107391,NIR
B8,0.044210,-0.001380,NIR
B8,0.043840,-0.085663,NIR
B8,0.043710,-0.064477,NIR
B8,0.044970,0.093620,NIR
B8,0.044840,0.109452,NIR
B8,0.044870,0.037423,NIR
B8,0.044350,-0.029896,NIR
B8,0.044750,0.022109,NIR
B8,0.044300,-0.032557,NIR
B8,0.044350,-0.062715,NIR
B8,0.044460,-0.043901,NIR
B8,0.043910,-0.045962,NIR
B8,0.043850,-0.053561,NIR
B8,0.043880,-0.030687,NIR
B8,0.044870,-0.074911,NIR
B8,0.044130,0.017984,NIR
B8,0.045660,-0.085461,NIR
B8,0.045390,0.121150,NIR
B8,0.053370,0.116458,NIR
B8,0.047310,0.096889,NIR
B8,0.044310,0.025581,NIR
B8,0.044110,-0.042127,NIR
B8,0.043880,-0.065089,NIR
B8,0.044530,0.142941,NIR
B8,0.044120,0.001309,NIR
B8,0.044070,0.045100,NIR
B8,0.044620,0.067779,NIR
B8,0.044520,0.039760,NIR
B8,0.050810,0.230679,NIR
B8,0.047910,0.227068,NIR
