band,band_label,ls_roy,s2
B8,NIR,0.04269,0.00048
B8,NIR,0.04511,0.00244
B8,NIR,0.04511,9e-05
B8,NIR,0.04665,0.003
B8,NIR,0.04886,0.0
B8,NIR,0.0451,0.00121
B8,NIR,0.04421,0.01159
B8,NIR,0.04427,0.00141
B8,NIR,0.04565,0.00267
B8,NIR,0.04473,0.00467
B8,NIR,0.04372,0.00236
B8,NIR,0.04384,0.00258
B8,NIR,0.04413,0.00346
B8,NIR,0.04589,0.0042
B8,NIR,0.04405,0.00255
B8,NIR,0.044,0.00264
B8,NIR,0.04371,0.00255
B8,NIR,0.04416,0.00144
B8,NIR,0.04545,0.00603
B8,NIR,0.04424,0.00516
B8,NIR,0.04357,0.00395
B8,NIR,0.0444,0.00222
B8,NIR,0.04497,0.00289
B8,NIR,0.04437,0.00285
B8,NIR,0.04655,0.00416
B8,NIR,0.04506,0.00176
B8,NIR,0.04549,0.00163
B8,NIR,0.04484,0.00657
B8,NIR,0.04597,0.0001
B8,NIR,0.04673,0.00161
B8,NIR,0.04695,0.00195
B8,NIR,0.04487,0.01095
B8,NIR,0.04516,0.0001
B8,NIR,0.04648,0.0
B8,NIR,0.04715,0.0
B8,NIR,0.04435,0.0103
B8,NIR,0.04535,0.0021
B8,NIR,0.04543,0.00363
B8,NIR,0.04475,0.00924
B8,NIR,0.04656,0.00242
B8,NIR,0.04499,0.00329
B8,NIR,0.04405,0.00098
B8,NIR,0.04631,0.00621
B8,NIR,0.04524,0.00257
B8,NIR,0.04397,0.00141
B8,NIR,0.0443,0.00114
B8,NIR,0.04511,0.00191
B8,NIR,0.04512,0.00753
B8,NIR,0.04422,0.00062
B8,NIR,0.04489,0.0041
B8,NIR,0.04446,0.00229
B8,NIR,0.04636,0.00617
B8,NIR,0.0469,0.00503
B8,NIR,0.04435,0.00289
B8,NIR,0.04553,0.00541
B8,NIR,0.04855,0.00629
B8,NIR,0.04391,0.0022
B8,NIR,0.04384,0.0035
B8,NIR,0.04468,0.00887
B8,NIR,0.04421,0.00462
B8,NIR,0.04432,0.00096
B8,NIR,0.04342,0.00262
B8,NIR,0.04908,0.00127
B8,NIR,0.04348,0.00233
B8,NIR,0.04442,0.00811
B8,NIR,0.04385,0.00238
B8,NIR,0.04401,0.00243
B8,NIR,0.04474,0.00859
B8,NIR,0.04408,0.00338
B8,NIR,0.04429,0.00191
B8,NIR,0.04453,0.00534
B8,NIR,0.04461,0.00375
B8,NIR,0.04488,0.00276
B8,NIR,0.04493,0.00704
B8,NIR,0.04405,0.00179
B8,NIR,0.04367,0.00282
B8,NIR,0.04422,0.0007
B8,NIR,0.04406,0.00125
B8,NIR,0.04414,0.00246
B8,NIR,0.0614,0.00129
B8,NIR,0.04406,0.0
B8,NIR,0.04422,0.00333
B8,NIR,0.04331,0.00432
B8,NIR,0.05352,0.00496
B8,NIR,0.04468,0.00152
B8,NIR,0.0439,0.0017
B8,NIR,0.04432,0.0001
B8,NIR,0.04418,0.0047
B8,NIR,0.04434,0.00032
B8,NIR,0.04392,0.00427
B8,NIR,0.04405,0.00155
B8,NIR,0.04356,0.00382
B8,NIR,0.04351,0.00135
B8,NIR,0.04452,0.00093
B8,NIR,0.04321,0.0006
B8,NIR,0.04377,0.00497
B8,NIR,0.04355,0.00289
B8,NIR,0.04369,0.0
B8,NIR,0.04464,0.00067
B8,NIR,0.04325,0.0001
B8,NIR,0.04424,0.00449
B8,NIR,0.04428,0.0025
B8,NIR,0.04432,0.00124
B8,NIR,0.04401,0.0
B8,NIR,0.04428,0.00059
B8,NIR,0.0507,0.0001
B8,NIR,0.04445,0.00616
B8,NIR,0.04334,0.00295
B8,NIR,0.04381,0.0033
B8,NIR,0.04378,0.0
B8,NIR,0.04407,0.0
B8,NIR,0.12551,0.1224
B8,NIR,0.04537,0.00307
B8,NIR,0.0441,0.00059
B8,NIR,0.04341,0.00143
B8,NIR,0.04395,0.00019
B8,NIR,0.04345,0.0001
B8,NIR,0.0444,0.00153
B8,NIR,0.04378,0.00233
B8,NIR,0.04299,0.00174
B8,NIR,0.04401,0.00105
B8,NIR,0.04394,0.00315
B8,NIR,0.04409,0.00169
B8,NIR,0.04352,0.00289
B8,NIR,0.04333,0.00241
B8,NIR,0.04356,0.00078
B8,NIR,0.04486,0.00368
B8,NIR,0.04434,0.0031
B8,NIR,0.04387,0.00159
B8,NIR,0.04366,0.00365
B8,NIR,0.04545,0.00223
B8,NIR,0.04496,0.00592
B8,NIR,0.04449,0.00324
B8,NIR,0.04454,0.00358
B8,NIR,0.04397,0.00221
B8,NIR,0.04469,0.00163
B8,NIR,0.04426,0.00523
B8,NIR,0.04407,0.00683
B8,NIR,0.04391,0.00326
B8,NIR,0.04825,0.00326
B8,NIR,0.04451,0.02097
B8,NIR,0.04423,0.00588
B8,NIR,0.0439,0.00604
B8,NIR,0.04403,0.00297
B8,NIR,0.04349,0.00214
B8,NIR,0.04362,0.00418
B8,NIR,0.04402,0.0062
B8,NIR,0.04388,0.00237
B8,NIR,0.04392,0.00213
B8,NIR,0.10666,0.00229
B8,NIR,0.04447,0.00426
B8,NIR,0.04358,0.00388
B8,NIR,0.10281,0.00208
B8,NIR,0.04457,0.00689
B8,NIR,0.04405,0.00629
B8,NIR,0.04353,0.00357
B8,NIR,0.04411,0.00583
B8,NIR,0.04318,0.00467
B8,NIR,0.044,0.00242
B8,NIR,0.04359,0.00241
B8,NIR,0.04486,0.00197
B8,NIR,0.04404,0.00445
B8,NIR,0.04382,0.00423
B8,NIR,0.04425,0.0024
B8,NIR,0.04336,0.00143
B8,NIR,0.04425,0.00403
B8,NIR,0.04439,0.00448
B8,NIR,0.04414,0.00538
B8,NIR,0.04362,0.00298
B8,NIR,0.04346,0.00133
B8,NIR,0.04143,0.00133
B8,NIR,0.04522,0.0048
B8,NIR,0.04443,0.00671
B8,NIR,0.04357,0.00328
B8,NIR,0.04362,0.0035
B8,NIR,0.04377,0.00144
B8,NIR,0.05132,0.00137
B8,NIR,0.04736,0.00602
B8,NIR,0.05676,0.00054
B8,NIR,0.04357,0.00235
B8,NIR,0.04436,0.00168
B8,NIR,0.04328,0.00057
B8,NIR,0.04543,0.00524
B8,NIR,0.05337,0.00696
B8,NIR,0.04406,0.003
B8,NIR,0.04354,0.00209
B8,NIR,0.0445,0.00191
B8,NIR,0.04469,0.00452
B8,NIR,0.04465,0.00677
B8,NIR,0.04437,0.00251
B8,NIR,0.04341,0.00126
B8,NIR,0.04391,0.00445
B8,NIR,0.0446,0.00729
B8,NIR,0.04448,0.00171
B8,NIR,0.04402,0.00228
B8,NIR,0.04456,0.00455
B8,NIR,0.04389,0.00176
B8,NIR,0.04354,0.00385
B8,NIR,0.04448,0.00405
B8,NIR,0.04285,0.00205
B8,NIR,0.04488,0.00543
B8,NIR,0.04455,0.00732
B8,NIR,0.04419,0.00336
B8,NIR,0.0448,0.00361
B8,NIR,0.04435,0.00398
B8,NIR,0.0496,0.00612
B8,NIR,0.04354,0.00713
B8,NIR,0.04426,0.00436
B8,NIR,0.04402,0.00372
B8,NIR,0.04388,0.00372
B8,NIR,0.04439,0.00522
B8,NIR,0.04353,0.00296
B8,NIR,0.04745,0.0054
B8,NIR,0.04471,0.00516
B8,NIR,0.04363,0.00363
B8,NIR,0.04748,0.00964
B8,NIR,0.04308,0.00174
B8,NIR,0.0484,0.01167
B8,NIR,0.04684,0.00662
B8,NIR,0.04455,0.00199
B8,NIR,0.04393,0.00185
B8,NIR,0.04389,0.00204
B8,NIR,0.04425,0.00373
B8,NIR,0.0446,0.00248
B8,NIR,0.04351,0.00259
B8,NIR,0.04399,0.00169
B8,NIR,0.04395,0.00056
B8,NIR,0.04695,0.00544
B8,NIR,0.04411,0.00069
B8,NIR,0.04379,0.00369
B8,NIR,0.04445,0.0027
B8,NIR,0.04773,0.00497
B8,NIR,0.04703,0.00462
B8,NIR,0.0441,0.00424
B8,NIR,0.04858,0.00382
B8,NIR,0.05112,0.0
B8,NIR,0.04651,0.00031
B8,NIR,0.04605,0.00401
B8,NIR,0.04796,0.0
B11,SWIR1,0.0316,0.00189
B11,SWIR1,0.03164,0.00548
B11,SWIR1,0.03151,0.00244
B11,SWIR1,0.03156,0.00278
B11,SWIR1,0.03134,0.0017
B11,SWIR1,0.03301,0.00612
B11,SWIR1,0.0335,0.00598
B11,SWIR1,0.0356,0.00614
B11,SWIR1,0.03398,0.00813
B11,SWIR1,0.03438,0.00819
B11,SWIR1,0.03127,0.00072
B11,SWIR1,0.03095,0.00126
B11,SWIR1,0.03214,0.00118
B11,SWIR1,0.03235,0.00272
B11,SWIR1,0.03171,0.00269
B11,SWIR1,0.03131,0.00303
B11,SWIR1,0.0314,0.00165
B11,SWIR1,0.03204,0.00161
B11,SWIR1,0.03109,0.00093
B11,SWIR1,0.0309,0.00122
B11,SWIR1,0.03182,0.00118
B11,SWIR1,0.03208,0.00258
B11,SWIR1,0.03122,0.003
B11,SWIR1,0.03107,0.00078
B11,SWIR1,0.03104,0.00046
B11,SWIR1,0.06213,0.0013
B11,SWIR1,0.03167,0.00255
B11,SWIR1,0.03121,0.00267
B11,SWIR1,0.03105,0.00111
B11,SWIR1,0.03193,0.00155
B11,SWIR1,0.03132,0.00134
B11,SWIR1,0.03267,0.00085
B11,SWIR1,0.03391,0.00137
B11,SWIR1,0.03442,0.00315
B11,SWIR1,0.03339,0.00395
B11,SWIR1,0.0353,0.00534
B11,SWIR1,0.03142,0.00099
B11,SWIR1,0.0314,0.00934
B11,SWIR1,0.03297,0.0018
B11,SWIR1,0.03234,0.00168
B11,SWIR1,0.03291,0.00673
B11,SWIR1,0.03091,0.00106
B11,SWIR1,0.03147,0.00184
B11,SWIR1,0.03328,0.00197
B11,SWIR1,0.03465,0.00182
B11,SWIR1,0.03252,0.0026
B11,SWIR1,0.03098,0.00212
B11,SWIR1,0.03157,0.00232
B11,SWIR1,0.03305,0.00178
B11,SWIR1,0.03315,0.0034
B11,SWIR1,0.03233,0.00382
B11,SWIR1,0.03236,0.00345
B11,SWIR1,0.03135,0.0013
B11,SWIR1,0.03204,0.00193
B11,SWIR1,0.03206,0.00127
B11,SWIR1,0.03359,0.0024
B11,SWIR1,0.03288,0.002
B11,SWIR1,0.03192,0.00291
B11,SWIR1,0.0321,0.00719
B11,SWIR1,0.03309,0.00159
B11,SWIR1,0.03339,0.00279
B11,SWIR1,0.0338,0.00368
B11,SWIR1,0.03238,0.01136
B11,SWIR1,0.03289,0.00166
B11,SWIR1,0.0336,0.00355
B11,SWIR1,0.03454,0.00314
B11,SWIR1,0.0318,0.00948
B11,SWIR1,0.03287,0.00258
B11,SWIR1,0.03259,0.00221
B11,SWIR1,0.03161,0.00756
B11,SWIR1,0.03309,0.00297
B11,SWIR1,0.03154,0.00174
B11,SWIR1,0.03177,0.00166
B11,SWIR1,0.03267,0.00341
B11,SWIR1,0.03224,0.00176
B11,SWIR1,0.03093,0.00062
B11,SWIR1,0.0317,0.00251
B11,SWIR1,0.0324,0.0013
B11,SWIR1,0.03223,0.00542
B11,SWIR1,0.03239,0.00279
B11,SWIR1,0.03189,0.00202
B11,SWIR1,0.0316,0.00135
B11,SWIR1,0.03219,0.00301
B11,SWIR1,0.03507,0.00465
B11,SWIR1,0.03216,0.00247
B11,SWIR1,0.03239,0.0025
B11,SWIR1,0.03646,0.00316
B11,SWIR1,0.03143,0.00185
B11,SWIR1,0.0319,0.00211
B11,SWIR1,0.03163,0.00403
B11,SWIR1,0.03157,0.00297
B11,SWIR1,0.03114,0.00039
B11,SWIR1,0.03095,0.00184
B11,SWIR1,0.04124,0.00125
B11,SWIR1,0.03181,0.00094
B11,SWIR1,0.03179,0.00422
B11,SWIR1,0.0315,0.0018
B11,SWIR1,0.03161,0.00118
B11,SWIR1,0.03178,0.00431
B11,SWIR1,0.03237,0.00226
B11,SWIR1,0.03136,0.0007
B11,SWIR1,0.03173,0.00229
B11,SWIR1,0.03211,0.00246
B11,SWIR1,0.03206,0.00096
B11,SWIR1,0.0321,0.00282
B11,SWIR1,0.03106,0.00154
B11,SWIR1,0.03094,0.00214
B11,SWIR1,0.03186,0.00225
B11,SWIR1,0.03147,0.00261
B11,SWIR1,0.03167,0.00388
B11,SWIR1,0.05295,0.00369
B11,SWIR1,0.03224,0.00263
B11,SWIR1,0.03214,0.00364
B11,SWIR1,0.03186,0.00534
B11,SWIR1,0.0402,0.00463
B11,SWIR1,0.03151,0.00132
B11,SWIR1,0.03149,0.00211
B11,SWIR1,0.03338,0.00326
B11,SWIR1,0.03206,0.00299
B11,SWIR1,0.03199,0.00251
B11,SWIR1,0.03258,0.00384
B11,SWIR1,0.03094,0.0007
B11,SWIR1,0.03173,0.00238
B11,SWIR1,0.03116,0.00045
B11,SWIR1,0.03122,0.00148
B11,SWIR1,0.0316,0.00134
B11,SWIR1,0.03149,0.00228
B11,SWIR1,0.0313,0.00188
B11,SWIR1,0.03102,4e-05
B11,SWIR1,0.03109,0.00146
B11,SWIR1,0.03144,0.00064
B11,SWIR1,0.03182,0.00238
B11,SWIR1,0.03132,0.00162
B11,SWIR1,0.03088,0.00017
B11,SWIR1,0.03134,0.00011
B11,SWIR1,0.03137,0.0017
B11,SWIR1,0.04775,0.00066
B11,SWIR1,0.03186,0.00327
B11,SWIR1,0.03133,0.00219
B11,SWIR1,0.03148,0.00187
B11,SWIR1,0.03222,0.00238
B11,SWIR1,0.03201,0.00257
B11,SWIR1,0.13913,0.19788
B11,SWIR1,0.03385,0.00511
B11,SWIR1,0.03349,0.0054
B11,SWIR1,0.03098,0.00153
B11,SWIR1,0.03139,0.00081
B11,SWIR1,0.03175,0.00097
B11,SWIR1,0.03175,0.00159
B11,SWIR1,0.03117,0.001
B11,SWIR1,0.03142,0.00137
B11,SWIR1,0.03198,0.00127
B11,SWIR1,0.03181,0.00154
B11,SWIR1,0.032,0.00165
B11,SWIR1,0.0309,0.00155
B11,SWIR1,0.03101,0.00167
B11,SWIR1,0.03169,0.00092
B11,SWIR1,0.03359,0.00192
B11,SWIR1,0.03196,0.00281
B11,SWIR1,0.03177,0.00125
B11,SWIR1,0.03136,0.00297
B11,SWIR1,0.03221,0.00227
B11,SWIR1,0.03527,0.00393
B11,SWIR1,0.03312,0.0031
B11,SWIR1,0.03123,0.00243
B11,SWIR1,0.03203,0.00205
B11,SWIR1,0.03207,0.0018
B11,SWIR1,0.03349,0.00324
B11,SWIR1,0.03326,0.00577
B11,SWIR1,0.03098,0.0021
B11,SWIR1,0.0364,0.00297
B11,SWIR1,0.03362,0.02097
B11,SWIR1,0.03342,0.00405
B11,SWIR1,0.03198,0.00614
B11,SWIR1,0.03099,0.00155
B11,SWIR1,0.0313,0.00144
B11,SWIR1,0.03168,0.00211
B11,SWIR1,0.03275,0.00444
B11,SWIR1,0.03117,0.00226
B11,SWIR1,0.03132,0.00195
B11,SWIR1,0.11315,0.00297
B11,SWIR1,0.03167,0.00258
B11,SWIR1,0.03215,0.00296
B11,SWIR1,0.11799,0.0023
B11,SWIR1,0.03272,0.00363
B11,SWIR1,0.03234,0.00467
B11,SWIR1,0.03098,0.00243
B11,SWIR1,0.03258,0.00282
B11,SWIR1,0.03166,0.0045
B11,SWIR1,0.03125,0.00137
B11,SWIR1,0.0313,0.00208
B11,SWIR1,0.03361,0.00111
B11,SWIR1,0.03211,0.0019
B11,SWIR1,0.03203,0.00389
B11,SWIR1,0.031,0.00178
B11,SWIR1,0.03121,0.0017
B11,SWIR1,0.0331,0.00369
B11,SWIR1,0.03296,0.00253
B11,SWIR1,0.03432,0.00432
B11,SWIR1,0.03152,0.00204
B11,SWIR1,0.03164,0.00125
B11,SWIR1,0.03174,0.00162
B11,SWIR1,0.0343,0.00331
B11,SWIR1,0.0335,0.00554
B11,SWIR1,0.03084,0.00201
B11,SWIR1,0.03226,0.00563
B11,SWIR1,0.03204,0.00488
B11,SWIR1,0.03631,0.00538
B11,SWIR1,0.0347,0.00688
B11,SWIR1,0.04308,0.00612
B11,SWIR1,0.03139,0.00193
B11,SWIR1,0.03188,0.00163
B11,SWIR1,0.03265,0.00235
B11,SWIR1,0.03334,0.00371
B11,SWIR1,0.04109,0.00534
B11,SWIR1,0.03179,0.00218
B11,SWIR1,0.03111,0.00216
B11,SWIR1,0.03221,0.00213
B11,SWIR1,0.03242,0.00332
B11,SWIR1,0.03459,0.00565
B11,SWIR1,0.03193,0.00187
B11,SWIR1,0.03152,0.00131
B11,SWIR1,0.03253,0.00328
B11,SWIR1,0.03447,0.00664
B11,SWIR1,0.03115,0.00093
B11,SWIR1,0.03201,0.00193
B11,SWIR1,0.03323,0.00293
B11,SWIR1,0.03252,0.00197
B11,SWIR1,0.03095,0.00208
B11,SWIR1,0.03164,0.00305
B11,SWIR1,0.03222,0.00136
B11,SWIR1,0.03273,0.00237
B11,SWIR1,0.03311,0.00561
B11,SWIR1,0.03162,0.00273
B11,SWIR1,0.03221,0.004
B11,SWIR1,0.034,0.00447
B11,SWIR1,0.03557,0.00363
B11,SWIR1,0.03204,0.00788
B11,SWIR1,0.03228,0.00652
B11,SWIR1,0.03122,0.00219
B11,SWIR1,0.03145,0.00194
B11,SWIR1,0.03166,0.00398
B11,SWIR1,0.0328,0.0017
B11,SWIR1,0.03475,0.00245
B11,SWIR1,0.03226,0.00549
B11,SWIR1,0.03216,0.00242
B11,SWIR1,0.03504,0.00942
B11,SWIR1,0.03293,0.00299
B11,SWIR1,0.03605,0.00919
B11,SWIR1,0.03578,0.00768
B11,SWIR1,0.03121,0.00092
B11,SWIR1,0.03135,0.00157
B11,SWIR1,0.03284,0.00121
B11,SWIR1,0.03259,0.00203
B11,SWIR1,0.03206,0.00248
B11,SWIR1,0.03101,0.00226
B11,SWIR1,0.03158,0.00222
B11,SWIR1,0.03241,0.00187
B11,SWIR1,0.03392,0.00378
B11,SWIR1,0.03335,0.0044
B11,SWIR1,0.03111,0.00271
B11,SWIR1,0.03189,0.0025
B11,SWIR1,0.03645,0.00841
B11,SWIR1,0.03585,0.00212
B11,SWIR1,0.0325,0.00414
B11,SWIR1,0.03532,0.0036
B11,SWIR1,0.03591,0.0026
B11,SWIR1,0.03271,0.00255
B11,SWIR1,0.03263,0.00294
B11,SWIR1,0.03519,0.00335
B12,SWIR2,0.01281,0.00173
B12,SWIR2,0.01284,0.00487
B12,SWIR2,0.01218,0.00199
B12,SWIR2,0.01277,0.00278
B12,SWIR2,0.01223,0.002
B12,SWIR2,0.01421,0.00525
B12,SWIR2,0.01425,0.00457
B12,SWIR2,0.01558,0.00508
B12,SWIR2,0.0145,0.00636
B12,SWIR2,0.01546,0.00716
B12,SWIR2,0.01227,0.00081
B12,SWIR2,0.01229,0.00112
B12,SWIR2,0.0135,0.00121
B12,SWIR2,0.01333,0.00211
B12,SWIR2,0.01263,0.00227
B12,SWIR2,0.01251,0.00224
B12,SWIR2,0.01261,0.00237
B12,SWIR2,0.01351,0.00153
B12,SWIR2,0.0121,0.00067
B12,SWIR2,0.01216,0.00101
B12,SWIR2,0.0131,0.00129
B12,SWIR2,0.01326,0.00185
B12,SWIR2,0.01242,0.00235
B12,SWIR2,0.01204,0.00088
B12,SWIR2,0.01216,0.00092
B12,SWIR2,0.03504,0.00128
B12,SWIR2,0.01296,0.00196
B12,SWIR2,0.0129,0.0024
B12,SWIR2,0.01221,0.00087
B12,SWIR2,0.01303,0.00106
B12,SWIR2,0.01231,0.00152
B12,SWIR2,0.014,0.00068
B12,SWIR2,0.01525,0.0013
B12,SWIR2,0.01583,0.00357
B12,SWIR2,0.01408,0.00397
B12,SWIR2,0.01589,0.00676
B12,SWIR2,0.0123,0.00101
B12,SWIR2,0.01217,0.00829
B12,SWIR2,0.01429,0.00173
B12,SWIR2,0.01321,0.00175
B12,SWIR2,0.01401,0.00618
B12,SWIR2,0.01201,0.00103
B12,SWIR2,0.01261,0.00183
B12,SWIR2,0.01464,0.00195
B12,SWIR2,0.01574,0.00134
B12,SWIR2,0.01363,0.00214
B12,SWIR2,0.01199,0.00218
B12,SWIR2,0.01276,0.0021
B12,SWIR2,0.01443,0.00213
B12,SWIR2,0.01407,0.00278
B12,SWIR2,0.01364,0.00317
B12,SWIR2,0.01365,0.00313
B12,SWIR2,0.01239,0.00124
B12,SWIR2,0.01304,0.00165
B12,SWIR2,0.01315,0.00154
B12,SWIR2,0.01453,0.00254
B12,SWIR2,0.01408,0.00195
B12,SWIR2,0.01263,0.00296
B12,SWIR2,0.01295,0.00688
B12,SWIR2,0.01384,0.00201
B12,SWIR2,0.0142,0.00292
B12,SWIR2,0.01447,0.00393
B12,SWIR2,0.0133,0.0101
B12,SWIR2,0.01372,0.00292
B12,SWIR2,0.01441,0.00429
B12,SWIR2,0.01529,0.00491
B12,SWIR2,0.01262,0.00825
B12,SWIR2,0.01382,0.0019
B12,SWIR2,0.0136,0.00199
B12,SWIR2,0.01261,0.00699
B12,SWIR2,0.0138,0.00244
B12,SWIR2,0.01263,0.00207
B12,SWIR2,0.01334,0.0016
B12,SWIR2,0.0135,0.00323
B12,SWIR2,0.01312,0.00159
B12,SWIR2,0.012,0.00057
B12,SWIR2,0.01271,0.00259
B12,SWIR2,0.01342,0.00108
B12,SWIR2,0.01315,0.00455
B12,SWIR2,0.0137,0.00245
B12,SWIR2,0.01262,0.00191
B12,SWIR2,0.01239,0.00144
B12,SWIR2,0.0128,0.0023
B12,SWIR2,0.0157,0.00472
B12,SWIR2,0.01325,0.003
B12,SWIR2,0.01299,0.00205
B12,SWIR2,0.01729,0.00339
B12,SWIR2,0.01209,0.00258
B12,SWIR2,0.01299,0.00165
B12,SWIR2,0.01278,0.0031
B12,SWIR2,0.01279,0.00266
B12,SWIR2,0.01209,0.00088
B12,SWIR2,0.01227,0.00222
B12,SWIR2,0.02066,0.00129
B12,SWIR2,0.01316,0.00109
B12,SWIR2,0.01333,0.00312
B12,SWIR2,0.01247,0.00165
B12,SWIR2,0.01239,0.00094
B12,SWIR2,0.01309,0.00342
B12,SWIR2,0.01357,0.00198
B12,SWIR2,0.0122,0.00077
B12,SWIR2,0.013,0.00164
B12,SWIR2,0.01305,0.00232
B12,SWIR2,0.01309,0.00122
B12,SWIR2,0.01327,0.00208
B12,SWIR2,0.0124,0.00183
B12,SWIR2,0.0125,0.00225
B12,SWIR2,0.01303,0.00247
B12,SWIR2,0.01264,0.00294
B12,SWIR2,0.01276,0.00358
B12,SWIR2,0.03053,0.00322
B12,SWIR2,0.01368,0.0039
B12,SWIR2,0.01316,0.00369
B12,SWIR2,0.01316,0.00475
B12,SWIR2,0.01883,0.0042
B12,SWIR2,0.01253,0.00155
B12,SWIR2,0.01262,0.00251
B12,SWIR2,0.01483,0.00355
B12,SWIR2,0.01321,0.00255
B12,SWIR2,0.01333,0.00304
B12,SWIR2,0.01398,0.0041
B12,SWIR2,0.01209,0.00106
B12,SWIR2,0.01272,0.00219
B12,SWIR2,0.0122,0.0005
B12,SWIR2,0.01222,0.00161
B12,SWIR2,0.01289,0.00128
B12,SWIR2,0.01252,0.00151
B12,SWIR2,0.01244,0.00142
B12,SWIR2,0.01212,0.00143
B12,SWIR2,0.01201,0.00258
B12,SWIR2,0.01316,0.00139
B12,SWIR2,0.01295,0.00317
B12,SWIR2,0.01251,0.0028
B12,SWIR2,0.01231,0.00107
B12,SWIR2,0.01233,0.00072
B12,SWIR2,0.01223,0.00185
B12,SWIR2,0.02694,0.00083
B12,SWIR2,0.013,0.00258
B12,SWIR2,0.01265,0.00223
B12,SWIR2,0.01274,0.00184
B12,SWIR2,0.0134,0.00308
B12,SWIR2,0.01314,0.00321
B12,SWIR2,0.09806,0.14181
B12,SWIR2,0.01495,0.00463
B12,SWIR2,0.01506,0.00614
B12,SWIR2,0.01199,0.00132
B12,SWIR2,0.01251,0.00078
B12,SWIR2,0.01322,0.00128
B12,SWIR2,0.01287,0.00154
B12,SWIR2,0.01205,0.00092
B12,SWIR2,0.01258,0.00117
B12,SWIR2,0.01344,0.00128
B12,SWIR2,0.01314,0.00123
B12,SWIR2,0.0133,0.00165
B12,SWIR2,0.01201,0.00106
B12,SWIR2,0.01248,0.00179
B12,SWIR2,0.01317,0.00131
B12,SWIR2,0.01527,0.00167
B12,SWIR2,0.01299,0.00264
B12,SWIR2,0.01292,0.00141
B12,SWIR2,0.01244,0.00258
B12,SWIR2,0.01305,0.00186
B12,SWIR2,0.01666,0.00314
B12,SWIR2,0.01422,0.00297
B12,SWIR2,0.01203,0.00243
B12,SWIR2,0.01298,0.00195
B12,SWIR2,0.01331,0.00175
B12,SWIR2,0.01515,0.00279
B12,SWIR2,0.01477,0.00527
B12,SWIR2,0.01218,0.00209
B12,SWIR2,0.017,0.00293
B12,SWIR2,0.01506,0.01641
B12,SWIR2,0.01481,0.00353
B12,SWIR2,0.01336,0.00607
B12,SWIR2,0.01211,0.00141
B12,SWIR2,0.01266,0.00127
B12,SWIR2,0.0131,0.0019
B12,SWIR2,0.01397,0.00418
B12,SWIR2,0.01232,0.00209
B12,SWIR2,0.01231,0.00201
B12,SWIR2,0.0799,0.00277
B12,SWIR2,0.01291,0.00235
B12,SWIR2,0.0136,0.00255
B12,SWIR2,0.09384,0.00228
B12,SWIR2,0.01402,0.00274
B12,SWIR2,0.01384,0.00388
B12,SWIR2,0.0121,0.00248
B12,SWIR2,0.01404,0.00232
B12,SWIR2,0.01297,0.00493
B12,SWIR2,0.01221,0.00115
B12,SWIR2,0.01254,0.00189
B12,SWIR2,0.01458,0.00127
B12,SWIR2,0.01341,0.0015
B12,SWIR2,0.01328,0.00377
B12,SWIR2,0.01205,0.00161
B12,SWIR2,0.01259,0.00188
B12,SWIR2,0.01438,0.00333
B12,SWIR2,0.0143,0.00206
B12,SWIR2,0.01584,0.00342
B12,SWIR2,0.01268,0.00177
B12,SWIR2,0.01299,0.00097
B12,SWIR2,0.01353,0.00165
B12,SWIR2,0.01572,0.00301
B12,SWIR2,0.01483,0.00478
B12,SWIR2,0.01214,0.00149
B12,SWIR2,0.01345,0.00549
B12,SWIR2,0.01322,0.00435
B12,SWIR2,0.01609,0.00488
B12,SWIR2,0.01518,0.00633
B12,SWIR2,0.02285,0.00681
B12,SWIR2,0.01246,0.002
B12,SWIR2,0.01292,0.00184
B12,SWIR2,0.01416,0.00245
B12,SWIR2,0.01434,0.00368
B12,SWIR2,0.02133,0.00441
B12,SWIR2,0.01304,0.00252
B12,SWIR2,0.01224,0.00165
B12,SWIR2,0.0134,0.0015
B12,SWIR2,0.01371,0.00284
B12,SWIR2,0.01627,0.00455
B12,SWIR2,0.01312,0.00194
B12,SWIR2,0.01279,0.00131
B12,SWIR2,0.01409,0.00312
B12,SWIR2,0.01586,0.00596
B12,SWIR2,0.0119,0.00125
B12,SWIR2,0.01328,0.00183
B12,SWIR2,0.01438,0.00254
B12,SWIR2,0.01371,0.00209
B12,SWIR2,0.01234,0.00194
B12,SWIR2,0.01265,0.00281
B12,SWIR2,0.01383,0.00122
B12,SWIR2,0.01416,0.00186
B12,SWIR2,0.01449,0.00483
B12,SWIR2,0.01267,0.00271
B12,SWIR2,0.01324,0.00362
B12,SWIR2,0.01534,0.00385
B12,SWIR2,0.01589,0.00301
B12,SWIR2,0.01335,0.00736
B12,SWIR2,0.0138,0.00656
B12,SWIR2,0.0122,0.00239
B12,SWIR2,0.01276,0.00195
B12,SWIR2,0.01265,0.00367
B12,SWIR2,0.01387,0.0015
B12,SWIR2,0.0156,0.00213
B12,SWIR2,0.0136,0.00518
B12,SWIR2,0.01328,0.00243
B12,SWIR2,0.01527,0.00749
B12,SWIR2,0.01442,0.00274
B12,SWIR2,0.01593,0.00736
B12,SWIR2,0.01604,0.00602
B12,SWIR2,0.01193,0.00108
B12,SWIR2,0.01246,0.00205
B12,SWIR2,0.01434,0.00109
