feature,label,value,shap,zona
B3_B2,Green/Blue,0.9857057185404576,-1.6558720191000913,BAHIA PUNO
B3_B2,Green/Blue,1.0190257976388282,-1.6093138267980807,BAHIA PUNO
B3_B2,Green/Blue,1.4382331650632738,-1.8432458244573895,BAHIA PUNO
B3_B2,Green/Blue,0.8225507811120899,1.133367690021474,BAHIA PUNO
B3_B2,Green/Blue,0.803215382429879,0.9854359421302282,BAHIA PUNO
B3_B2,Green/Blue,0.8655096675152203,0.11987735734686844,BAHIA PUNO
B3_B2,Green/Blue,1.185021939425702,-1.9466251071774459,BAHIA PUNO
B3_B2,Green/Blue,1.3100469929319474,-1.4857360027538202,BAHIA PUNO
B3_B2,Green/Blue,0.9723565326636812,-1.062667963501182,LAGO MAYOR
B3_B2,Green/Blue,0.994318087659272,-0.3963807369497356,LAGO MAYOR
B3_B2,Green/Blue,1.4656712042772526,-1.1729652827452668,LAGO MAYOR
B3_B2,Green/Blue,1.6595234143991868,-1.322263609955733,LAGO MAYOR
B3_B2,Green/Blue,1.7208834765433911,-2.249220901246263,LAGO MAYOR
B3_B2,Green/Blue,1.5083790455982988,-1.2960129307542747,LAGO MAYOR
B3_B2,Green/Blue,0.8319813636174549,0.5543604799428813,LAGO MAYOR
B3_B2,Green/Blue,0.7954778216364007,0.5503431264106908,LAGO MAYOR
B3_B2,Green/Blue,0.8701548701250252,0.3198766056491407,LAGO MAYOR
B3_B2,Green/Blue,0.8494287799139377,0.4280406968960486,LAGO MAYOR
B3_B2,Green/Blue,0.9241424497314495,-0.42235274568056347,LAGO MAYOR
B3_B2,Green/Blue,0.8278335130678973,0.4209961161338659,LAGO MAYOR
B3_B2,Green/Blue,0.8674135511285199,0.06520319398406316,LAGO MAYOR
B3_B2,Green/Blue,0.8559392707717548,0.3357151222646737,LAGO MAYOR
B3_B2,Green/Blue,0.8223300172495129,0.36528609890143066,LAGO MAYOR
B3_B2,Green/Blue,0.8557474939333213,0.5125765463197051,LAGO MAYOR
B3_B2,Green/Blue,0.8326270304420519,0.46823449449832555,LAGO MAYOR
B3_B2,Green/Blue,1.3678159490265465,-1.4913980462393792,LAGO MAYOR
B3_B2,Green/Blue,0.9417272693311896,-0.9325874640870974,LAGO MAYOR
B3_B2,Green/Blue,0.7135921752757141,1.2269787066607332,LAGO MAYOR
B3_B2,Green/Blue,0.7621540192854137,0.6681874372124441,LAGO MAYOR
B3_B2,Green/Blue,0.8011810235058048,0.5752862827879007,LAGO MAYOR
B3_B2,Green/Blue,0.766461741311524,0.7215441157338403,LAGO MAYOR
B3_B2,Green/Blue,0.833771298700966,0.8770059223985465,LAGO MAYOR
B3_B2,Green/Blue,0.7771986464365702,0.9672174480324034,LAGO MAYOR
B3_B2,Green/Blue,0.7513029969245721,0.9328720466442149,LAGO MAYOR
B3_B2,Green/Blue,0.7558138985600364,0.9330457576303774,LAGO MAYOR
